id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_nikke_grave_03_13,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_13,True,,1,surprise,,L_10,L_10,1.0,
d_nikke_grave_03_14,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_14,False,,1,surprise,,L_10,L_10,1.0,
d_nikke_grave_03_15,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_15,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_16,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_16,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_17,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_17,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_18,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_18,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_19,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_19,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_20,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_20,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_21,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_21,False,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_22,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_22,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_23,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_23,False,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_24,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_24,False,,1,idle,,L_10,1,1.0,
d_nikke_grave_03_25,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_25,False,,1,idle,,1,1,1.0,
d_nikke_grave_03_26,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_26,True,,1,idle,,1,1,1.0,
d_nikke_grave_03_27,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_27,True,,1,idle,,1,1,1.0,
d_nikke_grave_03_28,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_28,True,,1,surprise,,1,L_10,0.7,
d_nikke_grave_03_29,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_29,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_30,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_30,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_31,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_31,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_32,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_32,False,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_33,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_33,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_34,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_34,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_35,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_35,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_36,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_36,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_37,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_37,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_38,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_38,False,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_39,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_39,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_40,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_40,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_41,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_41,False,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_42,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_42,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_43,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_43,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_44,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_44,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_45,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_45,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_46,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_46,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_47,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_47,True,,1,delight,,L_10,L_10,1.0,
d_nikke_grave_03_48,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_48,True,,1,delight,,L_10,L_10,1.0,
d_nikke_grave_03_49,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_49,True,,1,delight,,L_10,L_10,1.0,
d_nikke_grave_03_50,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_50,True,,1,delight,,L_10,L_10,1.0,
d_nikke_grave_03_51,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_51,True,,1,delight,,L_10,L_10,1.0,
d_nikke_grave_03_52,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_52,True,,1,delight,,L_10,L_10,1.0,
d_nikke_grave_03_53,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_53,False,,1,delight,,L_10,L_10,1.0,
d_nikke_grave_03_54,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_54,True,,1,surprise,,L_10,L_10,1.0,
d_nikke_grave_03_55,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_55,True,,1,idle,,L_10,1,1.0,
d_nikke_grave_03_56,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_56,True,,1,idle,,1,1,1.0,
d_nikke_grave_03_57,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_57,True,,1,delight,,1,1,1.0,
d_nikke_grave_03_58,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_58,True,,1,delight,,1,1,1.0,
d_nikke_grave_03_59,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_59,False,,1,delight,,1,1,1.0,
d_nikke_grave_03_60,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_60,True,,1,surprise,,1,1,1.0,
d_nikke_grave_03_61,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_61,True,,1,surprise,,1,1,1.0,
d_nikke_grave_03_62,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_62,False,,1,surprise,,1,1,1.0,
d_nikke_grave_03_63,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_63,True,,1,idle,,1,L_10,1.0,
d_nikke_grave_03_64,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_64,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_65,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_65,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_66,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_66,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_67,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_67,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_68,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_68,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_69,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_69,True,,1,surprise,,L_10,L_10,1.0,
d_nikke_grave_03_70,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_70,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_71,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_71,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_72,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_72,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_73,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_73,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_74,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_74,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_75,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_75,False,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_76,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_76,True,,1,pain,,L_10,1,1.0,
d_nikke_grave_03_77,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_77,True,,1,pain,,1,1,1.0,
d_nikke_grave_03_78,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_78,True,,1,pain,,1,1,1.0,
d_nikke_grave_03_79,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_79,True,,1,pain,,1,1,1.0,
d_nikke_grave_03_80,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_80,False,,1,pain,,1,1,1.0,
d_nikke_grave_03_81,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_81,True,,1,idle,,1,1,1.0,
d_nikke_grave_03_82,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_82,True,,1,idle,,1,1,1.0,
d_nikke_grave_03_83,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_83,True,,1,idle,,1,1,1.0,
d_nikke_grave_03_84,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_84,False,,1,idle,,1,1,1.0,
d_nikke_grave_03_85,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_85,True,,1,idle,,1,1,1.0,
d_nikke_grave_03_86,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_86,False,,1,idle,,1,1,1.0,
d_nikke_grave_03_87,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_87,True,,1,idle,,1,L_10,1.0,
d_nikke_grave_03_88,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_88,False,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_89,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_89,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_90,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_90,True,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_91,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_91,False,,1,idle,,L_10,L_10,1.0,
d_nikke_grave_03_92,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_92,True,,1,surprise,,L_10,L_10,1.0,
d_nikke_grave_03_93,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_93,True,,1,surprise,,L_10,L_10,1.0,
d_nikke_grave_03_94,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_94,True,,1,surprise,,L_10,L_10,1.0,
d_nikke_grave_03_95,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_95,False,,1,surprise,,L_10,L_10,1.0,
d_nikke_grave_03_96,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_96,True,,1,surprise,,L_10,L_10,1.0,
d_nikke_grave_03_97,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_97,True,,1,surprise,,L_10,L_10,1.0,
d_nikke_grave_03_98,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_98,True,,1,surprise,,L_10,L_10,1.0,
d_nikke_grave_03_99,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_99,False,,1,surprise,,L_10,L_10,1.0,
d_nikke_grave_03_100,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_100,True,,1,surprise,,L_10,L_100,0.7,
d_nikke_grave_03_101,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_101,True,,1,surprise,,L_100,L_100,1.0,
d_nikke_grave_03_102,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_102,False,,1,surprise,,L_100,L_100,1.0,
d_nikke_grave_03_103,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_103,True,,1,idle,,L_100,L_100,1.0,
d_nikke_grave_03_104,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_104,True,,1,delight,,L_100,L_100,1.0,
d_nikke_grave_03_105,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_105,True,,1,delight,,L_100,L_100,1.0,
d_nikke_grave_03_106,d_nikke_grave_03,Speech,grave_p,grave_p,Locale_NikkeEpisode:d_nikke_grave_03_106,True,,1,delight,,L_100,L_100,1.0,
d_nikke_grave_03_107,d_nikke_grave_03,Self,grave_p,,Locale_NikkeEpisode:d_nikke_grave_03_107,False,,1,delight,,L_100,L_100,1.0,
