id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,fade,play_sound,characters/0/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,set_camera_shake
d_nikke_ce_003_02_01_16,d_nikke_ce_003_02_01,Narration,soda,,Locale_NikkeEpisode:d_nikke_ce_003_02_01_16,False,,1,idle,ade,13,idle,,14,14,1.0,,,black,,ce_003_02,,,,,,,,,
d_nikke_ce_003_02_01_17,d_nikke_ce_003_02_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_01_17,True,,,,,13,idle,,14,14,1.0,,,,,,soda,15,sad,,,,,,
d_nikke_ce_003_02_01_18,d_nikke_ce_003_02_01,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_01_18,True,,,,,13,worried,,14,14,1.0,,,,,,,15,sad,,,,,,
d_nikke_ce_003_02_01_19,d_nikke_ce_003_02_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_01_19,True,,,,,13,worried,,14,S_150,1.0,,,,,,,15,sad,,,,,,
d_nikke_ce_003_02_01_20,d_nikke_ce_003_02_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_01_20,True,,,,,13,worried,,S_150,S_150,1.0,,,,,,,15,sad,,,,,,
d_nikke_ce_003_02_01_21,d_nikke_ce_003_02_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_01_21,True,,,,,13,worried,,S_150,S_150,1.0,,,,,,,15,sad,,,,,,
d_nikke_ce_003_02_01_22,d_nikke_ce_003_02_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_01_22,True,,,,,13,worried,,S_150,S_150,1.0,,,,,,,15,sad,,,,,,
d_nikke_ce_003_02_01_23,d_nikke_ce_003_02_01,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_01_23,True,,,,,13,worried,,S_150,14,1.0,,,,,,,15,sad,,,,,,
d_nikke_ce_003_02_01_24,d_nikke_ce_003_02_01,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_01_24,True,,,,,13,worried,,14,14,1.0,,,,,,,15,sad,,,,,,
d_nikke_ce_003_02_01_25,d_nikke_ce_003_02_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_01_25,True,,,,,13,worried,,14,14,1.0,,,,,,,15,sad,,,,,,
d_nikke_ce_003_02_01_26,d_nikke_ce_003_02_01,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_02_01_26,True,ce_003_02,1,idle,,13,idle,,2,2,1.0,,ade,black,,,,15,sad,soda,cocoa,3,idle,,
d_nikke_ce_003_02_01_27,d_nikke_ce_003_02_01,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_01_27,True,,1,idle,,,,,2,2,1.0,,,,,,,,,,,3,idle,,
d_nikke_ce_003_02_01_28,d_nikke_ce_003_02_01,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_02_01_28,True,,1,idle,,,,,2,2,1.0,,,,,,,,,,,3,delight,,
d_nikke_ce_003_02_01_29,d_nikke_ce_003_02_01,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_01_29,True,,1,idle,,,,,2,2,1.0,,,,,,,,,,,3,delight,,
d_nikke_ce_003_02_01_30,d_nikke_ce_003_02_01,Speech,cocoa,cocoa,Locale_NikkeEpisode:d_nikke_ce_003_02_01_30,True,,1,idle,,,,,2,2,1.0,,,,,,,,,,,3,delight,,
d_nikke_ce_003_02_01_31,d_nikke_ce_003_02_01,Narration,soda,,Locale_NikkeEpisode:d_nikke_ce_003_02_01_31,False,,1,idle,,,,,black,black,1.0,none,,,,ce_003_02,,,,,,3,delight,,
d_nikke_ce_003_02_01_32,d_nikke_ce_003_02_01,Narration,soda,,Locale_NikkeEpisode:d_nikke_ce_003_02_01_32,False,,,,ade,13,idle,,black,black,1.0,,,,sfx_scn_runaway,,soda,3,sad,,,3,delight,cocoa,
d_nikke_ce_003_02_01_33,d_nikke_ce_003_02_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_01_33,True,,,,,13,idle,,3,S_30,0.6,bgm_story_herecomestrouble,,,,,,3,sad,,,,,,Low_2
d_nikke_ce_003_02_01_34,d_nikke_ce_003_02_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_01_34,True,,,,,13,idle,,S_30,S_30,1.0,,,,sfx_scn_runaway,,,3,sad,,,,,,
d_nikke_ce_003_02_01_35,d_nikke_ce_003_02_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_01_35,True,,,,,13,idle,,S_30,S_30,1.0,,,,,,,3,sad,,,,,,
d_nikke_ce_003_02_01_36,d_nikke_ce_003_02_01,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_01_36,True,,,,,13,worried,,130,130,1.0,,,,,,,3,sad,,,,,,
d_nikke_ce_003_02_01_37,d_nikke_ce_003_02_01,Narration,ce_003_02,,Locale_NikkeEpisode:d_nikke_ce_003_02_01_37,False,ce_003_02,1,idle,,13,worried,,black,black,1.0,,ade,,,,,3,sad,,,,,,
d_nikke_ce_003_02_01_38,d_nikke_ce_003_02_01,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_01_38,True,,1,idle,,,,,1,1,1.0,,,,sfx_scn_overflowingwater,,,3,sad,,,,,,
d_nikke_ce_003_02_01_39,d_nikke_ce_003_02_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_01_39,True,,1,idle,,,,,1,2,1.0,,,,,,,3,sad,,,,,,
d_nikke_ce_003_02_01_40,d_nikke_ce_003_02_01,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_02_01_40,True,,1,idle,,,,,2,2,1.0,,,,,,,3,sad,,,,,,
d_nikke_ce_003_02_01_41,d_nikke_ce_003_02_01,Narration,,,Locale_NikkeEpisode:d_nikke_ce_003_02_01_41,False,,1,idle,ade,13,worried,,black,black,1.0,,,,,,,3,sad,soda,,,,,
d_nikke_ce_003_02_01_42,d_nikke_ce_003_02_01,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_01_42,True,,1,idle,,13,worried,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_ce_003_02_01_43,d_nikke_ce_003_02_01,Narration,ce_003_02,,Locale_NikkeEpisode:d_nikke_ce_003_02_01_43,False,,1,idle,,13,worried,,10,1,1.0,,,,sfx_scn_putdown,,,,,,,,,,Low_3_Loop
d_nikke_ce_003_02_01_44,d_nikke_ce_003_02_01,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_01_44,True,,1,idle,,13,worried,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_ce_003_02_01_45,d_nikke_ce_003_02_01,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_01_45,True,,1,idle,,13,worried,,1,12,1.0,,,,,,,,,,,,,,
d_nikke_ce_003_02_01_46,d_nikke_ce_003_02_01,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_01_46,True,,1,idle,,13,worried,,12,12,1.0,,,,,,,,,,,,,,none
d_nikke_ce_003_02_01_47,d_nikke_ce_003_02_01,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_01_47,True,,1,idle,,13,worried,,12,12,1.0,,,,,,,,,,,,,,
d_nikke_ce_003_02_01_48,d_nikke_ce_003_02_01,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_01_48,True,,1,worry,,13,worried,,12,12,1.0,,,,,,,,,,,,,,
d_nikke_ce_003_02_01_49,d_nikke_ce_003_02_01,Narration,ce_003_02,,Locale_NikkeEpisode:d_nikke_ce_003_02_01_49,False,,1,worry,,13,worried,,black,black,1.0,,,,,,,,,,,,,,
d_nikke_ce_003_02_01_50,d_nikke_ce_003_02_01,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_01_50,True,,1,worry,,13,idle,,130,130,1.0,,,,,,,,,,,,,,
d_nikke_ce_003_02_01_51,d_nikke_ce_003_02_01,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_02_01_51,True,,1,worry,,13,idle,,130,130,1.0,,,,,,,,,,,,,,
d_nikke_ce_003_02_01_52,d_nikke_ce_003_02_01,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_01_52,True,,1,worry,,13,idle,,130,10,1.0,,,,,,,,,,,,,,
d_nikke_ce_003_02_01_53,d_nikke_ce_003_02_01,Narration,ce_003_02,,Locale_NikkeEpisode:d_nikke_ce_003_02_01_53,False,,1,worry,,13,idle,,black,black,1.0,none,ade,,sfx_scn_toyshopbell,,,,,,,,,,
d_nikke_ce_003_02_01_54,d_nikke_ce_003_02_01,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_01_54,False,,1,worry,,,,OutpostOut,1,1,1.0,,,black,,,,,,,,,,,
d_nikke_ce_003_02_01_55,d_nikke_ce_003_02_01,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_01_55,True,,1,worry,,,,,1,10,1.0,,,,,,,,,,,,,,
d_nikke_ce_003_02_01_56,d_nikke_ce_003_02_01,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_01_56,True,,1,worry,,,,,10,10,1.0,,,,,,,,,,,,,,
