id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/1/hide_char_id,jump_target,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,play_sound,set_camera_shake,characters/3/hide_char_id
d_nikke_helm_02_20,d_nikke_helm_02,Monologue,helm,,Locale_NikkeEpisode:d_nikke_helm_02_20,False,,1,idle,,3,idle,,19,19,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_21,d_nikke_helm_02,Monologue,helm,,Locale_NikkeEpisode:d_nikke_helm_02_21,False,,1,idle,,3,idle,,19,19,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_22,d_nikke_helm_02,Speech,burningum,burningum,Locale_NikkeEpisode:d_nikke_helm_02_22,True,,1,idle,,3,idle,,31,31,1.0,,black,,,,,,,,,,,,
d_nikke_helm_02_23,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_23,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_24,d_nikke_helm_02,Speech,burningum,burningum,Locale_NikkeEpisode:d_nikke_helm_02_24,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_25,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_25,False,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_26,d_nikke_helm_02,Speech,burningum,burningum,Locale_NikkeEpisode:d_nikke_helm_02_26,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_27,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_27,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_28,d_nikke_helm_02,Speech,burningum,burningum,Locale_NikkeEpisode:d_nikke_helm_02_28,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_29,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_29,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_30,d_nikke_helm_02,Narration,helm,,Locale_NikkeEpisode:d_nikke_helm_02_30,False,,1,idle,,3,idle,,31,1,1.0,,,burningum,,,,,,,,,,,
d_nikke_helm_02_31,d_nikke_helm_02,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_02_31,False,,1,idle,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_32,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_32,False,,1,no,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_33,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_33,True,,1,no,,,,,1,10,2.0,,,,,,,,,,,,,,
d_nikke_helm_02_34,d_nikke_helm_02,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_02_34,False,,1,no,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_35,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_35,True,,1,no,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_36,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_36,True,,1,no,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_37,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_37,True,,1,no,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_38,d_nikke_helm_02,Choice,helm,,Locale_NikkeEpisode:d_nikke_helm_02_38,False,,1,no,,,,,10,10,1.0,,,,d_nikke_helm_02_40,,,,,,,,,,
d_nikke_helm_02_39,d_nikke_helm_02,Choice,helm,,Locale_NikkeEpisode:d_nikke_helm_02_39,False,,1,no,,,,,10,10,1.0,,,,d_nikke_helm_02_41,,,,,,,,,,
d_nikke_helm_02_40,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_40,True,,1,no,,,,,10,10,1.0,,,,d_nikke_helm_02_42,,,,,,,,,,
d_nikke_helm_02_41,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_41,True,,1,no,,,,,10,10,1.0,,,,d_nikke_helm_02_42,,,,,,,,,,
d_nikke_helm_02_42,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_42,True,,1,no,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_43,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_43,True,,1,no,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_44,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_44,True,,1,no,,,,,10,100,3.0,,,,,,,,,,,,,,
d_nikke_helm_02_45,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_45,True,,1,idle,,,,,100,100,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_46,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_46,True,,1,idle,,,,,100,100,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_47,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_47,True,,1,idle,,,,,100,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_48,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_48,True,,1,idle,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_49,d_nikke_helm_02,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_02_49,False,,1,idle,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_50,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_50,True,,1,no,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_51,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_51,True,,1,no,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_52,d_nikke_helm_02,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_02_52,False,,1,no,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_53,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_53,True,,1,idle,,,,,10,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_54,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_54,True,,1,idle,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_55,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_55,True,,1,idle,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_56,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_56,True,,1,idle,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_57,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_57,True,,1,no,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_58,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_58,True,,1,idle,,,,,1,10,2.0,,,,,,,,,,,,,,
d_nikke_helm_02_59,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_59,True,,1,idle,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_60,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_60,True,,1,idle,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_61,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_61,True,,1,idle,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_62,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_62,True,,1,idle,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_63,d_nikke_helm_02,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_02_63,False,,1,idle,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_64,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_64,True,,1,idle,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_65,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_65,True,,1,idle,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_66,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_66,True,,1,idle,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_67,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_67,True,,1,idle,,,,,10,10,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_68,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_68,True,,1,no,,,,,10,100,2.0,,,,,,,,,,,,,,
d_nikke_helm_02_69,d_nikke_helm_02,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_02_69,False,,1,no,,,,,100,100,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_70,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_70,True,,1,idle,,,,,100,1,2.0,,,,,,,,,,,,,,
d_nikke_helm_02_71,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_71,True,,1,idle,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_72,d_nikke_helm_02,Narration,helm,,Locale_NikkeEpisode:d_nikke_helm_02_72,False,,1,idle,,,,,1315,1315,1.0,bgm_story_leisuretime,black,,,mast,13,surprise,anchor,15,sad,,,,
d_nikke_helm_02_73,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_73,False,,1,idle,,,,,1315,1315,1.0,,,,,,13,surprise,,15,sad,,,,
d_nikke_helm_02_74,d_nikke_helm_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_helm_02_74,False,,1,idle,,,,,1315,1315,1.0,,,,,,13,surprise,,15,sad,,,,
d_nikke_helm_02_75,d_nikke_helm_02,Self,anchor,,Locale_NikkeEpisode:d_nikke_helm_02_75,False,,1,idle,,,,,1315,1315,1.0,,,,,,13,surprise,,15,sad,,,,
d_nikke_helm_02_76,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_76,True,,1,idle,,,,,1315,13,1.0,,,,,,13,surprise,,15,sad,,,,
d_nikke_helm_02_77,d_nikke_helm_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_helm_02_77,True,,1,idle,,,,,13,15,1.0,,,,,,13,surprise,,15,sad,,,,
d_nikke_helm_02_78,d_nikke_helm_02,Self,anchor,,Locale_NikkeEpisode:d_nikke_helm_02_78,False,,1,idle,,,,,15,15,1.0,,,,,,13,surprise,,15,sad,,,,
d_nikke_helm_02_79,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_79,True,,1,idle,,,,,15,113,1.0,,,,,,13,surprise,,15,sad,,,,
d_nikke_helm_02_80,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_80,True,,1,idle,,,,,113,113,1.0,,,,,,13,angry,,15,sad,,,,
d_nikke_helm_02_81,d_nikke_helm_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_helm_02_81,True,,1,idle,,,,,113,1315,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_82,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_82,True,,1,idle,,,,,1315,1315,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_83,d_nikke_helm_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_helm_02_83,True,,1,idle,,,,,1315,1315,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_84,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_84,True,,1,idle,,,,,1315,1315,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_85,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_85,False,,1,idle,,,,,1,10,2.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_86,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_86,True,,1,angry,,,,,10,10,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_87,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_87,False,,1,angry,,,,,130,1300,0.5,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_88,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_88,True,,1,angry,,,,,10,10,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_89,d_nikke_helm_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_helm_02_89,False,,1,angry,,,,,S_150,S_1500,0.5,,,,,,13,angry,,15,surprise,,,,
d_nikke_helm_02_90,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_90,True,,1,angry,,,,,1,1,1.0,,,,,,13,angry,,15,surprise,,,,
d_nikke_helm_02_91,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_91,True,,1,angry,,,,,1,113,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_92,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_92,True,,1,angry,,,,,113,130,0.5,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_93,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_93,True,,1,angry,,,,,10,10,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_94,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_94,True,,1,angry,,,,,130,130,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_95,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_95,True,,1,angry,,,,,130,1300,0.5,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_96,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_96,True,,1,no,,,,,10,100,2.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_97,d_nikke_helm_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_helm_02_97,True,,1,no,,,,,100,100,1.0,,,,,,13,angry,,15,sad,,,,
d_nikke_helm_02_98,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_98,True,,1,no,,,,,100,113,1.0,,,,,,13,angry,,15,sad,,,,
d_nikke_helm_02_99,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_99,True,,1,no,,,,,113,113,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_100,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_100,True,,1,no,,,,,113,113,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_101,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_101,True,,1,no,,,,,113,113,1.0,,,,,,13,idle,,15,idle,,,,
d_nikke_helm_02_102,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_102,True,,1,no,,,,,10,10,1.0,,,,,,13,idle,,15,idle,,,,
d_nikke_helm_02_103,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_103,True,,1,no,,,,,130,130,1.0,,,,,,13,idle,,15,idle,,,,
d_nikke_helm_02_104,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_104,True,,1,no,,,,,100,100,1.0,,,,,,13,idle,,15,idle,,,,
d_nikke_helm_02_105,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_105,False,,1,no,,,,,1300,1300,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_106,d_nikke_helm_02,Speech,mast,mast,Locale_NikkeEpisode:d_nikke_helm_02_106,True,,1,no,,,,,1300,13,1.0,,,,,,13,angry,,15,idle,,,,
d_nikke_helm_02_107,d_nikke_helm_02,Narration,mast,,Locale_NikkeEpisode:d_nikke_helm_02_107,False,,1,no,,,,,13,13,1.0,,,,,,13,angry,,15,idle,mast,,,
d_nikke_helm_02_108,d_nikke_helm_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_helm_02_108,True,,1,no,,,,,13,13,1.0,,,,,,,,,13,angry,,,,
d_nikke_helm_02_109,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_109,True,,1,idle,,,,,13,113,1.0,,,,,,,,,13,angry,,,,
d_nikke_helm_02_110,d_nikke_helm_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_helm_02_110,True,,1,idle,,,,,113,113,1.0,,,,,,,,,13,angry,,,,
d_nikke_helm_02_111,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_111,False,,1,idle,,,,,113,1,2.0,,,,,,,,,13,angry,,,,
d_nikke_helm_02_112,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_112,True,,1,idle,,,,,1,10,1.0,,,,,,,,,13,angry,,,,
d_nikke_helm_02_113,d_nikke_helm_02,Speech,anchor,anchor,Locale_NikkeEpisode:d_nikke_helm_02_113,True,,1,idle,,,,,S_130,S_130,1.0,,,,,,,,,13,idle,,,,
d_nikke_helm_02_114,d_nikke_helm_02,Monologue,anchor,,Locale_NikkeEpisode:d_nikke_helm_02_114,False,,1,idle,,,,,S_130,S_1300,1.0,,,,,,,,,13,idle,,,,
d_nikke_helm_02_115,d_nikke_helm_02,Monologue,anchor,,Locale_NikkeEpisode:d_nikke_helm_02_115,False,,1,idle,,,,,S_1300,113,0.5,,,,,,,,,13,idle,,,,
d_nikke_helm_02_116,d_nikke_helm_02,Narration,anchor,,Locale_NikkeEpisode:d_nikke_helm_02_116,False,,1,special,,,,,113,100,0.2,,,,,,,,,13,idle,,sfx_scn_cakethrow,Low_2,
d_nikke_helm_02_117,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_117,False,,1,special,,,,,100,100,1.0,,,,,,,,,13,idle,,,,
d_nikke_helm_02_118,d_nikke_helm_02,Narration,helm,,Locale_NikkeEpisode:d_nikke_helm_02_118,False,,1,special,,,,,113,113,1.0,,,,,,,,,13,idle,,,,anchor
d_nikke_helm_02_119,d_nikke_helm_02,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_02_119,False,,1,special,,,,,113,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_120,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_120,False,,1,special,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_121,d_nikke_helm_02,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_02_121,False,,1,special,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_122,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_122,False,,1,special,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_123,d_nikke_helm_02,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_02_123,False,,1,special,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_124,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_124,True,,1,special,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_125,d_nikke_helm_02,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_02_125,False,,1,special,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_126,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_126,True,,1,special,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_127,d_nikke_helm_02,Choice,helm,,Locale_NikkeEpisode:d_nikke_helm_02_127,False,,1,special,,,,,1,1,1.0,,,,d_nikke_helm_02_129,,,,,,,,,,
d_nikke_helm_02_128,d_nikke_helm_02,Choice,helm,,Locale_NikkeEpisode:d_nikke_helm_02_128,False,,1,special,,,,,1,1,1.0,,,,d_nikke_helm_02_130,,,,,,,,,,
d_nikke_helm_02_129,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_129,False,,1,special,,,,,1,10,0.2,,,,d_nikke_helm_02_135,,,,,,,,,Low_2,
d_nikke_helm_02_130,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_130,True,,1,special,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_131,d_nikke_helm_02,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_02_131,False,,1,special,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_132,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_132,True,,1,special,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_133,d_nikke_helm_02,Self,helm,,Locale_NikkeEpisode:d_nikke_helm_02_133,False,,1,special,,,,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_helm_02_134,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_134,False,,1,special,,,,,1,10,0.2,,,,d_nikke_helm_02_135,,,,,,,,,Low_2,
d_nikke_helm_02_135,d_nikke_helm_02,Speech,helm,helm,Locale_NikkeEpisode:d_nikke_helm_02_135,False,,1,special,,,,,10,100,0.2,,,,,,,,,,,,,Low_2,
