id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target
d_nikke_c_2_01_11,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_11,True,,1,idle,,13,sad,,130,130,1.0,,
d_nikke_c_2_01_12,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_12,True,,1,delight,,13,sad,,100,100,1.0,,
d_nikke_c_2_01_13,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_13,False,,1,delight,,13,sad,,1300,1300,1.0,,
d_nikke_c_2_01_14,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_14,True,,1,delight,,13,sad,,1300,1300,1.0,,
d_nikke_c_2_01_15,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_15,True,,1,delight,,13,smile,,1300,130,0.5,,
d_nikke_c_2_01_16,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_16,False,,1,idle,,13,smile,,130,10,1.0,,
d_nikke_c_2_01_17,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_17,True,,1,idle,,13,smile,,10,10,1.0,,
d_nikke_c_2_01_18,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_18,True,,1,idle,,13,smile,,10,10,1.0,,
d_nikke_c_2_01_19,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_19,True,,1,idle,,13,sad,,10,113,1.0,,
d_nikke_c_2_01_20,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_20,True,,1,delight,,13,sad,,113,113,1.0,,
d_nikke_c_2_01_21,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_21,True,,1,delight,,13,sad,,113,113,1.0,,
d_nikke_c_2_01_22,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_22,True,,1,delight,,13,sad,,113,113,1.0,,
d_nikke_c_2_01_23,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_23,True,,1,delight,,13,delight,,113,113,1.0,,
d_nikke_c_2_01_24,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_24,True,,1,delight,,13,delight,,113,113,1.0,,
d_nikke_c_2_01_25,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_25,True,,1,idle,,13,delight,,113,113,1.0,,
d_nikke_c_2_01_26,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_26,True,,1,idle,,13,sad,,113,113,1.0,,
d_nikke_c_2_01_27,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_27,True,,1,idle,,13,sad,,113,113,1.0,,
d_nikke_c_2_01_28,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_28,True,,1,no,,13,sad,,113,113,1.0,,
d_nikke_c_2_01_29,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_29,True,,1,no,,13,delight,,113,113,1.0,,
d_nikke_c_2_01_30,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_30,True,,1,no,,13,delight,,10,10,1.0,,
d_nikke_c_2_01_31,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_31,True,,1,no,,13,delight,,130,130,1.0,,
d_nikke_c_2_01_32,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_32,True,,1,no,,13,delight,,130,1300,0.5,,
d_nikke_c_2_01_33,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_33,True,,1,angry,,13,delight,,1300,1300,1.0,,
d_nikke_c_2_01_34,d_nikke_c_2_01,Self,,,Locale_NikkeEpisode:d_nikke_c_2_01_34,False,,1,angry,,13,delight,,1300,1300,1.0,,
d_nikke_c_2_01_35,d_nikke_c_2_01,Choice,,,Locale_NikkeEpisode:d_nikke_c_2_01_35,False,,1,angry,,13,delight,,1300,1300,1.0,,d_nikke_c_2_01_37
d_nikke_c_2_01_36,d_nikke_c_2_01,Choice,,,Locale_NikkeEpisode:d_nikke_c_2_01_36,False,,1,angry,,13,delight,,1300,1300,1.0,,d_nikke_c_2_01_38
d_nikke_c_2_01_37,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_37,True,,1,angry,,13,no,,1300,130,1.0,,d_nikke_c_2_01_39
d_nikke_c_2_01_38,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_38,True,,1,angry,,13,no,,1300,130,1.0,,d_nikke_c_2_01_39
d_nikke_c_2_01_39,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_39,True,,1,angry,,13,smile,,130,130,1.0,,
d_nikke_c_2_01_40,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_40,True,,1,delight,,13,smile,,130,113,1.0,,
d_nikke_c_2_01_41,d_nikke_c_2_01,Self,,,Locale_NikkeEpisode:d_nikke_c_2_01_41,False,,1,delight,,13,smile,,113,113,1.0,,
d_nikke_c_2_01_42,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_42,True,,1,idle,,13,smile,,113,113,1.0,,
d_nikke_c_2_01_43,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_43,True,,1,idle,,13,smile,,113,113,1.0,,
d_nikke_c_2_01_44,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_44,True,,1,idle,,13,smile,,113,113,1.0,,
d_nikke_c_2_01_45,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_45,True,,1,idle,,13,delight,,113,113,1.0,,
d_nikke_c_2_01_46,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_46,True,,1,idle,,13,smile,,113,113,1.0,,
d_nikke_c_2_01_47,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_47,True,,1,idle,,13,smile,,113,113,1.0,,
d_nikke_c_2_01_48,d_nikke_c_2_01,Monologue,,,Locale_NikkeEpisode:d_nikke_c_2_01_48,False,,1,idle,,13,smile,,113,10,2.0,,
d_nikke_c_2_01_49,d_nikke_c_2_01,Choice,,,Locale_NikkeEpisode:d_nikke_c_2_01_49,False,,1,idle,,13,smile,,10,10,1.0,,d_nikke_c_2_01_53
d_nikke_c_2_01_50,d_nikke_c_2_01,Choice,,,Locale_NikkeEpisode:d_nikke_c_2_01_50,False,,1,idle,,13,smile,,10,10,1.0,,d_nikke_c_2_01_51
d_nikke_c_2_01_51,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_51,True,,1,angry,,13,smile,,10,10,1.0,,
d_nikke_c_2_01_52,d_nikke_c_2_01,Self,,,Locale_NikkeEpisode:d_nikke_c_2_01_52,False,,1,angry,,13,smile,,10,10,1.0,,d_nikke_c_2_01_53
d_nikke_c_2_01_53,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_53,True,,1,idle,,13,smile,,10,100,1.0,,
d_nikke_c_2_01_54,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_54,True,,1,idle,,13,smile,,100,100,1.0,,
d_nikke_c_2_01_55,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_55,True,,1,idle,,13,smile,,100,100,1.0,,
d_nikke_c_2_01_56,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_56,True,,1,idle,,13,smile,,100,100,1.0,,
d_nikke_c_2_01_57,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_57,True,,1,idle,,13,smile,,100,10,1.0,,
d_nikke_c_2_01_58,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_58,True,,1,idle,,13,smile,,10,10,1.0,,
d_nikke_c_2_01_59,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_59,True,,1,idle,,13,smile,,10,10,1.0,,
d_nikke_c_2_01_60,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_60,True,,1,idle,,13,smile,,10,10,1.0,,
d_nikke_c_2_01_61,d_nikke_c_2_01,Self,,,Locale_NikkeEpisode:d_nikke_c_2_01_61,False,,1,idle,,13,smile,,10,10,1.0,,
d_nikke_c_2_01_62,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_62,True,,1,idle,,13,smile,,10,100,1.0,,
d_nikke_c_2_01_63,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_63,True,,1,idle,,13,smile,,100,100,1.0,,
d_nikke_c_2_01_64,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_64,True,,1,idle,,13,smile,,100,113,1.0,,
d_nikke_c_2_01_65,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_65,True,,1,idle,,13,smile,,113,113,1.0,,
d_nikke_c_2_01_66,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_66,True,,1,idle,,13,smile,,113,113,1.0,,
d_nikke_c_2_01_67,d_nikke_c_2_01,Self,,,Locale_NikkeEpisode:d_nikke_c_2_01_67,False,,1,idle,,13,smile,,113,113,1.0,,
d_nikke_c_2_01_68,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_68,True,,1,idle,,13,smile,,113,113,1.0,,
d_nikke_c_2_01_69,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_69,True,,1,delight,,13,smile,,113,113,1.0,,
d_nikke_c_2_01_70,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_70,True,,1,delight,,13,smile,,113,113,1.0,,
d_nikke_c_2_01_71,d_nikke_c_2_01,Speech,c_2,c_2,Locale_NikkeEpisode:d_nikke_c_2_01_71,True,,1,delight,,13,delight,,113,113,1.0,,
d_nikke_c_2_01_72,d_nikke_c_2_01,Speech,drake,drake,Locale_NikkeEpisode:d_nikke_c_2_01_72,True,,1,delight,,13,delight,,113,113,1.0,,
d_nikke_c_2_01_73,d_nikke_c_2_01,Monologue,,,Locale_NikkeEpisode:d_nikke_c_2_01_73,False,,1,delight,,13,delight,,113,113,1.0,,
