id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,fade
d_nikke_anis_sparklingsummer_04_15,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_15,True,,1,void,,1,1,1.0,,,,
d_nikke_anis_sparklingsummer_04_16,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_16,True,,1,void,,1,1,1.0,,,,
d_nikke_anis_sparklingsummer_04_17,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_17,False,,1,void,,1,1,1.0,,,,
d_nikke_anis_sparklingsummer_04_18,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_18,True,,1,worry,,1,1,1.0,,,,
d_nikke_anis_sparklingsummer_04_19,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_19,True,,1,worry,,1,1,1.0,,,,
d_nikke_anis_sparklingsummer_04_20,d_nikke_anis_sparklingsummer_04,Choice,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_20,False,,1,worry,,1,1,1.0,,d_nikke_anis_sparklingsummer_04_22,,
d_nikke_anis_sparklingsummer_04_21,d_nikke_anis_sparklingsummer_04,Choice,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_21,False,,1,worry,,1,1,1.0,,d_nikke_anis_sparklingsummer_04_22,,
d_nikke_anis_sparklingsummer_04_22,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_22,False,,1,void,,1,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_23,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_23,True,,1,void,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_24,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_24,True,,1,idle,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_25,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_25,True,,1,idle,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_26,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_26,True,,1,idle,,XS_10,XS_100,1.0,,,,
d_nikke_anis_sparklingsummer_04_27,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_27,False,,1,idle,,XS_100,XS_100,1.0,,,,
d_nikke_anis_sparklingsummer_04_28,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_28,True,,1,delight,,XS_100,XS_100,1.0,,,,
d_nikke_anis_sparklingsummer_04_29,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_29,True,,1,delight,,XS_100,XS_100,1.0,,,,
d_nikke_anis_sparklingsummer_04_30,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_30,False,,1,delight,,XS_100,XS_100,1.0,,,,
d_nikke_anis_sparklingsummer_04_31,d_nikke_anis_sparklingsummer_04,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_31,False,,1,idle,Drain,black,black,1.0,,,sfx_scn_rustydooropen,
d_nikke_anis_sparklingsummer_04_32,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_32,False,,1,idle,,black,black,1.0,,,,
d_nikke_anis_sparklingsummer_04_33,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_33,False,,1,idle,,1,1,1.0,,,,
d_nikke_anis_sparklingsummer_04_34,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_34,True,,1,idle,,1,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_35,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_35,True,,1,idle,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_36,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_36,True,,1,idle,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_37,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_37,False,,1,idle,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_38,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_38,False,,1,idle,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_39,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_39,True,,1,worry,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_40,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_40,True,,1,worry,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_41,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_41,True,,1,worry,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_42,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_42,True,,1,worry,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_43,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_43,False,,1,worry,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_44,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_44,False,,1,worry,,XS_10,XS_10,1.0,none,,,
d_nikke_anis_sparklingsummer_04_45,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_45,False,,1,void,,XS_10,1,0.7,,,,
d_nikke_anis_sparklingsummer_04_46,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_46,True,,1,idle,,1,1,1.0,bgm_story_milkyway,,,
d_nikke_anis_sparklingsummer_04_47,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_47,True,,1,shy,,1,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_48,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_48,True,,1,shy,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_49,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_49,True,,1,shy,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_50,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_50,True,,1,shy,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_51,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_51,True,,1,shy,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_52,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_52,False,,1,shy,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_53,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_53,False,,1,shy,,XS_10,XS_100,1.0,,,,
d_nikke_anis_sparklingsummer_04_54,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_54,False,,1,shy,,XS_100,XS_100,1.0,,,,
d_nikke_anis_sparklingsummer_04_55,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_55,True,,1,special,,XS_100,XS_100,1.0,,,,
d_nikke_anis_sparklingsummer_04_56,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_56,True,,1,special,,XS_100,XS_100,1.0,,,,
d_nikke_anis_sparklingsummer_04_57,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_57,False,,1,special,,XS_100,XS_100,1.0,,,,
d_nikke_anis_sparklingsummer_04_58,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_58,False,,1,special,,XS_100,XS_100,1.0,,,,
d_nikke_anis_sparklingsummer_04_59,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_59,False,,1,special,,XS_100,XS_100,1.0,,,,
d_nikke_anis_sparklingsummer_04_60,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_60,False,,1,special,,XS_100,6,1.0,none,,,
d_nikke_anis_sparklingsummer_04_61,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_61,True,,1,worry,,6,6,1.0,,,,
d_nikke_anis_sparklingsummer_04_62,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_62,True,,1,worry,,6,1,1.0,bgm_story_orangepop,,,
d_nikke_anis_sparklingsummer_04_63,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_63,True,,1,worry,,1,1,1.0,,,,
d_nikke_anis_sparklingsummer_04_64,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_64,True,,1,worry,,1,1,1.0,,,,
d_nikke_anis_sparklingsummer_04_65,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_65,True,,1,worry,,1,1,1.0,,,,
d_nikke_anis_sparklingsummer_04_66,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_66,False,,1,worry,,1,1,1.0,,,,
d_nikke_anis_sparklingsummer_04_67,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_67,True,,1,void,,1,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_68,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_68,False,,1,void,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_69,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_69,False,,1,void,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_70,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_70,False,,1,void,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_71,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_71,True,,1,idle,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_72,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_72,True,,1,idle,,XS_10,XS_10,1.0,,,,
d_nikke_anis_sparklingsummer_04_73,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_73,True,,5,void,RuinIndoor,XS_50,XS_50,1.0,,,,black
d_nikke_anis_sparklingsummer_04_74,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_74,True,,5,void,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_75,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_75,True,,5,worry,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_76,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_76,False,,5,worry,,XS_50,600,1.0,,,,
d_nikke_anis_sparklingsummer_04_77,d_nikke_anis_sparklingsummer_04,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_77,False,,5,worry,,600,600,1.0,,,sfx_scn_bolt,
d_nikke_anis_sparklingsummer_04_78,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_78,False,,5,worry,,600,600,1.0,,,,
d_nikke_anis_sparklingsummer_04_79,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_79,True,,5,void,,600,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_80,d_nikke_anis_sparklingsummer_04,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_80,False,,5,void,,XS_50,XS_50,1.0,,,sfx_scn_bolt,
d_nikke_anis_sparklingsummer_04_81,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_81,True,,5,void,,XS_50,5,1.0,,,,
d_nikke_anis_sparklingsummer_04_82,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_82,True,,5,void,,5,5,1.0,,,,
d_nikke_anis_sparklingsummer_04_83,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_83,True,,5,worry,,5,5,1.0,,,,
d_nikke_anis_sparklingsummer_04_84,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_84,True,,5,void,,5,5,1.0,,,,
d_nikke_anis_sparklingsummer_04_85,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_85,False,,5,void,,5,5,1.0,,,,
d_nikke_anis_sparklingsummer_04_86,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_86,True,,5,delight,,5,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_87,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_87,False,,5,worry,,black,black,1.0,,,,black
d_nikke_anis_sparklingsummer_04_88,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_88,False,,5,worry,,black,black,1.0,,,,
d_nikke_anis_sparklingsummer_04_89,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_89,True,,5,worry,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_90,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_90,True,,5,worry,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_91,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_91,True,,5,worry,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_92,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_92,True,,5,worry,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_93,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_93,False,,5,worry,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_94,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_94,False,,5,worry,,XS_50,5,1.0,,,,
d_nikke_anis_sparklingsummer_04_95,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_95,True,,5,no,,5,5,1.0,,,,
d_nikke_anis_sparklingsummer_04_96,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_96,False,,5,no,,5,5,1.0,,,,
d_nikke_anis_sparklingsummer_04_97,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_97,True,,5,worry,,5,5,1.0,,,,
d_nikke_anis_sparklingsummer_04_98,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_98,False,,5,worry,,5,5,1.0,,,,
d_nikke_anis_sparklingsummer_04_99,d_nikke_anis_sparklingsummer_04,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_99,False,,5,void,,5,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_100,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_100,False,,5,void,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_101,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_101,True,,5,idle,,XS_50,XS_50,1.0,none,,,
d_nikke_anis_sparklingsummer_04_102,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_102,True,,5,idle,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_103,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_103,False,,5,idle,,XS_50,XS_50,1.0,bgm_story_weare,,,
d_nikke_anis_sparklingsummer_04_104,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_104,False,,5,idle,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_105,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_105,True,,5,delight,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_106,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_106,False,,5,void,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_107,d_nikke_anis_sparklingsummer_04,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_107,False,,5,void,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_108,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_108,False,,5,void,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_109,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_109,True,,5,void,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_110,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_110,True,,5,void,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_111,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_111,False,,5,void,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_112,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_112,True,,5,void,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_113,d_nikke_anis_sparklingsummer_04,Self,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_113,False,,5,void,,XS_50,XS_50,1.0,,,,
d_nikke_anis_sparklingsummer_04_114,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_114,False,,5,void,,black,black,1.0,,,,
d_nikke_anis_sparklingsummer_04_115,d_nikke_anis_sparklingsummer_04,Narration,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_115,False,,5,angry,,black,black,1.0,,,,
d_nikke_anis_sparklingsummer_04_116,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_116,True,,5,angry,,XS_500,XS_500,1.0,,,,
d_nikke_anis_sparklingsummer_04_117,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_117,True,,5,angry,,XS_500,XS_500,1.0,,,,
d_nikke_anis_sparklingsummer_04_118,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_118,False,,5,angry,,XS_500,XS_500,1.0,,,,
d_nikke_anis_sparklingsummer_04_119,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_119,False,,5,angry,,XS_500,XS_500,1.0,,,,
d_nikke_anis_sparklingsummer_04_120,d_nikke_anis_sparklingsummer_04,Monologue,,,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_120,False,,5,angry,,XS_500,XS_500,1.0,,,,
d_nikke_anis_sparklingsummer_04_121,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_121,False,,5,void,,XS_500,XS_500,1.0,,,,
d_nikke_anis_sparklingsummer_04_122,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_122,True,,5,shy,,XS_500,XS_500,1.0,,,,
d_nikke_anis_sparklingsummer_04_123,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_123,True,,5,shy,,XS_500,XS_500,1.0,,,,
d_nikke_anis_sparklingsummer_04_124,d_nikke_anis_sparklingsummer_04,Speech,anis_s,anis_s,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_04_124,True,,5,shy,,XS_500,XS_500,1.0,,,,
