id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,set_filter_02,fade,characters/1/hide_char_id,characters/2/hide_char_id
treasurestory_helm_05_12,treasurestory_helm_05,Self,helm,Locale_NikkeEpisode:treasurestory_helm_05_12,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_13,treasurestory_helm_05,Monologue,helm,Locale_NikkeEpisode:treasurestory_helm_05_13,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_14,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_14,False,,1,idle,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_15,treasurestory_helm_05,Monologue,helm,Locale_NikkeEpisode:treasurestory_helm_05_15,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_16,treasurestory_helm_05,Monologue,helm,Locale_NikkeEpisode:treasurestory_helm_05_16,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_17,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_17,True,,1,idle,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_18,treasurestory_helm_05,Monologue,helm,Locale_NikkeEpisode:treasurestory_helm_05_18,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_19,treasurestory_helm_05,Self,helm,Locale_NikkeEpisode:treasurestory_helm_05_19,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_20,treasurestory_helm_05,Self,helm,Locale_NikkeEpisode:treasurestory_helm_05_20,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_21,treasurestory_helm_05,Self,helm,Locale_NikkeEpisode:treasurestory_helm_05_21,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_22,treasurestory_helm_05,Self,helm,Locale_NikkeEpisode:treasurestory_helm_05_22,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_23,treasurestory_helm_05,Monologue,helm,Locale_NikkeEpisode:treasurestory_helm_05_23,False,,1,idle,,10,100,1.3,,,,,,,,,,,,,,,
treasurestory_helm_05_24,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_24,False,,1,idle,,100,100,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_25,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_25,True,,1,delight,,100,100,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_26,treasurestory_helm_05,Choice,helm,Locale_NikkeEpisode:treasurestory_helm_05_26,False,,1,delight,,100,100,1.0,,,,treasurestory_helm_05_28,,,,,,,,,,,
treasurestory_helm_05_27,treasurestory_helm_05,Choice,helm,Locale_NikkeEpisode:treasurestory_helm_05_27,False,,1,delight,,100,100,1.0,,,,treasurestory_helm_05_28,,,,,,,,,,,
treasurestory_helm_05_28,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_28,True,,1,delight,,100,10,1.3,,,helm,,,,,,,,,,,,
treasurestory_helm_05_29,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_29,True,,1,delight,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_30,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_30,True,,1,idle,NikkeRoom,black,black,1.0,,,helm,,mast,13,angry,anchor,15,idle,Grey,Vignetting,black,,
treasurestory_helm_05_31,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_31,False,,1,idle,,14,14,1.0,,,mast,,,13,angry,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_32,treasurestory_helm_05,Speech,anchor,Locale_NikkeEpisode:treasurestory_helm_05_32,False,,1,idle,,14,14,1.0,,,anchor,,,13,angry,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_33,treasurestory_helm_05,Narration,anchor,Locale_NikkeEpisode:treasurestory_helm_05_33,False,,1,idle,,14,14,1.0,,,,,,13,angry,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_34,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_34,True,,1,idle,,14,14,1.0,,,mast,,,13,idle2,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_35,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_35,True,,1,idle,,14,14,1.0,,,mast,,,13,idle2,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_36,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_36,True,,1,idle,,14,12,1.3,,,helm,,,13,idle2,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_37,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_37,True,,1,idle,,12,12,1.0,,,mast,,,13,idle,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_38,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_38,True,,1,idle,,12,12,1.0,,,mast,,,13,idle,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_39,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_39,True,,1,surprise,,12,12,1.0,,,helm,,,13,idle,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_40,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_40,True,,1,surprise,,12,130,1.3,,,mast,,,13,idle,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_41,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_41,True,,1,surprise,,130,130,1.0,,,mast,,,13,idle,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_42,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_42,True,,1,surprise,,130,130,1.0,,,mast,,,13,delight,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_43,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_43,True,,1,surprise,,130,130,1.0,,,mast,,,13,delight,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_44,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_44,True,,1,surprise,,130,130,1.0,,,mast,,,13,delight,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_45,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_45,True,,1,idle,,130,12,1.3,,,helm,,,13,delight,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_46,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_46,True,,1,idle,,12,12,1.0,,,mast,,,13,angry,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_47,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_47,True,,1,idle,,12,12,1.0,,,mast,,,13,angry,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_48,treasurestory_helm_05,Narration,mast,Locale_NikkeEpisode:treasurestory_helm_05_48,False,,1,idle,,12,12,1.0,sfx_scn_grab,,,,,13,angry,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_49,treasurestory_helm_05,Narration,mast,Locale_NikkeEpisode:treasurestory_helm_05_49,False,,1,idle,,12,12,1.0,,,,,,13,angry,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_50,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_50,True,,1,idle,,12,12,1.0,,,mast,,,13,idle2,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_51,treasurestory_helm_05,Narration,mast,Locale_NikkeEpisode:treasurestory_helm_05_51,False,,1,idle,,12,12,1.0,,,,,,13,idle2,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_52,treasurestory_helm_05,Narration,helm,Locale_NikkeEpisode:treasurestory_helm_05_52,False,,1,idle,,12,100,1.3,,none,,,,13,idle2,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_53,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_53,False,,1,surprise,,100,100,1.0,,,helm,,,13,idle2,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_54,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_54,False,,1,surprise,,100,100,1.0,,bgm_story_shapeofhope,mast,,,13,idle2,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_55,treasurestory_helm_05,Narration,helm,Locale_NikkeEpisode:treasurestory_helm_05_55,False,,1,surprise,,100,10,1.3,,,,,,13,idle2,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_56,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_56,True,,1,idle,,10,10,1.0,,,helm,,,13,idle2,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_57,treasurestory_helm_05,Speech,mast,Locale_NikkeEpisode:treasurestory_helm_05_57,True,,1,idle,,10,130,1.3,,,mast,,,13,idle2,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_58,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_58,False,,1,idle,,black,black,1.0,,,helm,,,13,idle2,,15,idle,Grey,Vignetting,,,
treasurestory_helm_05_59,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_59,True,,1,idle,IceLand_n,100,100,1.0,,,helm,,,13,idle2,,15,idle,,,black,mast,anchor
treasurestory_helm_05_60,treasurestory_helm_05,Choice,helm,Locale_NikkeEpisode:treasurestory_helm_05_60,False,,1,idle,,100,100,1.0,,,,treasurestory_helm_05_62,,,,,,,,,,,
treasurestory_helm_05_61,treasurestory_helm_05,Choice,helm,Locale_NikkeEpisode:treasurestory_helm_05_61,False,,1,idle,,100,100,1.0,,,,treasurestory_helm_05_62,,,,,,,,,,,
treasurestory_helm_05_62,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_62,True,,1,idle,,100,100,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_63,treasurestory_helm_05,Monologue,helm,Locale_NikkeEpisode:treasurestory_helm_05_63,False,,1,idle,,100,10,1.3,,,,,,,,,,,,,,,
treasurestory_helm_05_64,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_64,True,,1,delight,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_65,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_65,True,,1,delight,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_66,treasurestory_helm_05,Self,helm,Locale_NikkeEpisode:treasurestory_helm_05_66,False,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_67,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_67,False,,1,delight,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_68,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_68,True,,1,delight,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_69,treasurestory_helm_05,Self,helm,Locale_NikkeEpisode:treasurestory_helm_05_69,False,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_70,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_70,True,,1,delight,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_71,treasurestory_helm_05,Self,helm,Locale_NikkeEpisode:treasurestory_helm_05_71,False,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_72,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_72,True,,1,delight,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_73,treasurestory_helm_05,Self,helm,Locale_NikkeEpisode:treasurestory_helm_05_73,False,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_74,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_74,True,,1,idle,,10,100,1.3,,,helm,,,,,,,,,,,,
treasurestory_helm_05_75,treasurestory_helm_05,Monologue,helm,Locale_NikkeEpisode:treasurestory_helm_05_75,False,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_76,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_76,True,,1,idle,,100,100,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_77,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_77,True,,1,idle,,100,100,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_78,treasurestory_helm_05,Self,helm,Locale_NikkeEpisode:treasurestory_helm_05_78,False,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_79,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_79,True,,1,idle,,100,100,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_80,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_80,True,,1,idle,,100,100,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_81,treasurestory_helm_05,Choice,helm,Locale_NikkeEpisode:treasurestory_helm_05_81,False,,1,idle,,100,100,1.0,,,,treasurestory_helm_05_83,,,,,,,,,,,
treasurestory_helm_05_82,treasurestory_helm_05,Choice,helm,Locale_NikkeEpisode:treasurestory_helm_05_82,False,,1,idle,,100,100,1.0,,,,treasurestory_helm_05_83,,,,,,,,,,,
treasurestory_helm_05_83,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_83,True,,1,delight,,100,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_84,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_84,True,,1,delight,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_85,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_85,True,,1,delight,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_86,treasurestory_helm_05,Monologue,helm,Locale_NikkeEpisode:treasurestory_helm_05_86,False,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,
treasurestory_helm_05_87,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_87,True,,1,delight,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_88,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_88,True,,1,delight,,10,10,1.0,,,helm,,,,,,,,,,,,
treasurestory_helm_05_89,treasurestory_helm_05,Speech,helm,Locale_NikkeEpisode:treasurestory_helm_05_89,True,,1,delight,,10,10,1.0,,,helm,,,,,,,,,,,,
