id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,jump_target,play_sound,characters/0/hide_char_id
d_nikke_helm_aquamarine_03_126,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_126,False,,1,surprise,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_127,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_127,True,,1,sad,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_128,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_128,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_129,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_129,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_130,d_nikke_helm_aquamarine_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_130,False,,1,idle,,black,black,1.0,,,,,
d_nikke_helm_aquamarine_03_131,d_nikke_helm_aquamarine_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_131,False,,1,idle,,black,black,1.0,,,,,
d_nikke_helm_aquamarine_03_132,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_132,True,,1,idle,,10,10,2.0,,,,,
d_nikke_helm_aquamarine_03_133,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_133,True,,1,idle,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_134,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_134,True,,1,sad,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_135,d_nikke_helm_aquamarine_03,Choice,,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_135,False,,1,sad,,10,10,1.0,,,d_nikke_helm_aquamarine_03_137,,
d_nikke_helm_aquamarine_03_136,d_nikke_helm_aquamarine_03,Choice,,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_136,False,,1,sad,,10,10,1.0,,,d_nikke_helm_aquamarine_03_139,,
d_nikke_helm_aquamarine_03_137,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_137,True,,1,idle,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_138,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_138,True,,1,idle,,10,10,1.0,,,d_nikke_helm_aquamarine_03_142,,
d_nikke_helm_aquamarine_03_139,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_139,True,,1,sad,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_140,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_140,True,,1,sad,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_141,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_141,True,,1,sad,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_142,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_142,False,,1,idle,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_143,d_nikke_helm_aquamarine_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_143,False,,1,idle,,black,black,1.0,,,,,
d_nikke_helm_aquamarine_03_144,d_nikke_helm_aquamarine_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_144,False,,1,idle,,black,black,1.0,,,,,
d_nikke_helm_aquamarine_03_145,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_145,True,,1,special,,10,100,2.0,,Low_2,,,
d_nikke_helm_aquamarine_03_146,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_146,True,,1,sad,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_147,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_147,False,,1,sad,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_148,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_148,True,,1,delight,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_149,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_149,True,,1,delight,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_150,d_nikke_helm_aquamarine_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_150,False,,1,delight,,black,black,1.0,,,,,
d_nikke_helm_aquamarine_03_151,d_nikke_helm_aquamarine_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_151,False,,1,delight,,black,black,1.0,,,,,
d_nikke_helm_aquamarine_03_152,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_152,False,,1,special,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_153,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_153,True,,1,special,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_154,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_154,True,,1,special,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_155,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_155,True,,1,delight,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_156,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_156,True,,1,delight,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_157,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_157,False,,1,special,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_158,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_158,False,,1,shy,,100,10,2.0,,,,,
d_nikke_helm_aquamarine_03_159,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_159,False,,1,shy,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_160,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_160,True,,1,shy,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_161,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_161,True,,1,shy,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_162,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_162,True,,1,shy,,10,1,1.0,,,,,
d_nikke_helm_aquamarine_03_163,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_163,True,,1,shy,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_164,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_164,True,,1,shy,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_165,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_165,True,,1,shy,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_166,d_nikke_helm_aquamarine_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_166,False,,1,shy,,1,1,1.0,none,,,,helm_s
d_nikke_helm_aquamarine_03_167,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_167,False,,,,,1,1,1.0,,,,,
