id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
d_nikke_flora_02_21,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_21,False,,3,delight,,30,30,1.0,,
d_nikke_flora_02_22,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_22,True,,3,delight,,30,30,1.0,,
d_nikke_flora_02_23,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_23,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_24,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_24,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_25,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_25,False,,3,idle,,30,30,1.0,,
d_nikke_flora_02_26,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_26,False,,3,idle,,30,30,1.0,,
d_nikke_flora_02_27,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_27,True,,3,surprise,,30,30,1.0,,
d_nikke_flora_02_28,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_28,True,,3,sad,,30,30,1.0,,
d_nikke_flora_02_29,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_29,True,,3,sad,,30,30,1.0,,
d_nikke_flora_02_30,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_30,True,,3,sad,,30,30,1.0,,
d_nikke_flora_02_31,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_31,True,,3,sad,,30,30,1.0,,
d_nikke_flora_02_32,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_32,False,,3,sad,,30,30,1.0,,
d_nikke_flora_02_33,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_33,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_34,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_34,True,,3,idle,,30,3,1.0,,
d_nikke_flora_02_35,d_nikke_flora_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_flora_02_35,False,,3,idle,,17,170,1.0,,
d_nikke_flora_02_36,d_nikke_flora_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_flora_02_36,False,,3,idle,,170,170,1.0,,
d_nikke_flora_02_37,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_37,False,,3,idle,,170,17,1.0,,
d_nikke_flora_02_38,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_38,True,,3,delight,,3,3,1.0,,
d_nikke_flora_02_39,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_39,True,,3,delight,,3,3,1.0,,
d_nikke_flora_02_40,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_40,True,,3,delight,,3,30,1.0,,
d_nikke_flora_02_41,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_41,False,,3,delight,,30,30,1.0,,
d_nikke_flora_02_42,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_42,True,,3,delight,,30,30,1.0,,
d_nikke_flora_02_43,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_43,True,,3,delight,,30,30,1.0,,
d_nikke_flora_02_44,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_44,True,,3,delight,,30,30,1.0,,
d_nikke_flora_02_45,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_45,True,,3,delight,,30,30,1.0,,
d_nikke_flora_02_46,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_46,False,,3,delight,,30,30,1.0,,
d_nikke_flora_02_47,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_47,True,,3,delight,,30,30,1.0,,
d_nikke_flora_02_48,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_48,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_49,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_49,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_50,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_50,False,,3,idle,,30,30,1.0,,
d_nikke_flora_02_51,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_51,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_52,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_52,True,,3,delight,,30,30,1.0,,
d_nikke_flora_02_53,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_53,True,,3,delight,,30,30,1.0,,
d_nikke_flora_02_54,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_54,False,,3,delight,,30,30,1.0,,
d_nikke_flora_02_55,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_55,True,,3,delight,,30,30,1.0,,
d_nikke_flora_02_56,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_56,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_57,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_57,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_58,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_58,False,,3,idle,,30,30,1.0,,
d_nikke_flora_02_59,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_59,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_60,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_60,False,,3,idle,,30,30,1.0,,
d_nikke_flora_02_61,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_61,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_62,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_62,True,,3,idle,,30,300,1.0,,
d_nikke_flora_02_63,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_63,True,,3,idle,,300,300,1.0,,
d_nikke_flora_02_64,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_64,True,,3,idle,,300,300,1.0,,
d_nikke_flora_02_65,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_65,False,,3,idle,,300,300,1.0,,
d_nikke_flora_02_66,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_66,True,,3,delight,,300,300,1.0,,
d_nikke_flora_02_67,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_67,True,,3,delight,,300,300,1.0,,
d_nikke_flora_02_68,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_68,True,,3,idle,,300,300,1.0,,
d_nikke_flora_02_69,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_69,True,,3,idle,,300,300,1.0,,
d_nikke_flora_02_70,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_70,True,,3,idle,,300,300,1.0,,
d_nikke_flora_02_71,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_71,True,,3,delight,,300,300,1.0,,
d_nikke_flora_02_72,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_72,False,,3,delight,,300,300,1.0,,
d_nikke_flora_02_73,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_73,True,,3,idle,,300,300,1.0,,
d_nikke_flora_02_74,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_74,True,,3,idle,,300,300,1.0,,
d_nikke_flora_02_75,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_75,True,,3,idle,,300,300,1.0,,
d_nikke_flora_02_76,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_76,False,,3,idle,,300,300,1.0,,
d_nikke_flora_02_77,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_77,True,,3,idle,,300,30,1.0,,
d_nikke_flora_02_78,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_78,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_79,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_79,False,,3,idle,,30,30,1.0,,
d_nikke_flora_02_80,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_80,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_81,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_81,False,,3,idle,,30,30,1.0,,
d_nikke_flora_02_82,d_nikke_flora_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_flora_02_82,False,,3,idle,,black,black,1.0,,
d_nikke_flora_02_83,d_nikke_flora_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_flora_02_83,False,,3,idle,,3,3,1.0,,sfx_scn_sinkwater
d_nikke_flora_02_84,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_84,False,,3,idle,,3,3,1.0,,
d_nikke_flora_02_85,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_85,False,,3,idle,,3,3,1.0,,
d_nikke_flora_02_86,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_86,False,,3,idle,,3,3,1.0,,sfx_scn_sinkwater
d_nikke_flora_02_87,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_87,False,,3,idle,,3,3,1.0,,
d_nikke_flora_02_88,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_88,False,,3,idle,,3,3,1.0,,sfx_scn_sinkwater
d_nikke_flora_02_89,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_89,False,,3,idle,,3,3,1.0,,
d_nikke_flora_02_90,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_90,False,,3,idle,,3,3,1.0,,sfx_scn_sinkwater
d_nikke_flora_02_91,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_91,False,,3,idle,,3,3,1.0,,
d_nikke_flora_02_92,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_92,True,,3,delight,,3,30,1.0,,
d_nikke_flora_02_93,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_93,True,,3,delight,,30,30,1.0,,
d_nikke_flora_02_94,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_94,False,,3,delight,,30,30,1.0,,
d_nikke_flora_02_95,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_95,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_96,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_96,False,,3,idle,,30,30,1.0,,
d_nikke_flora_02_97,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_97,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_98,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_98,True,,3,idle,,30,30,1.0,,
d_nikke_flora_02_99,d_nikke_flora_02,Self,,Self,Locale_NikkeEpisode:d_nikke_flora_02_99,False,,3,idle,,30,30,1.0,,
d_nikke_flora_02_100,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_100,True,,3,delight,,30,30,1.0,,
d_nikke_flora_02_101,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_101,True,,3,delight,,30,3,1.0,,
d_nikke_flora_02_102,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_102,True,,3,delight,,3,3,1.0,,
d_nikke_flora_02_103,d_nikke_flora_02,Speech,flora,flora,Locale_NikkeEpisode:d_nikke_flora_02_103,True,,3,shy,,3,3,1.0,,
