id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_ce_003_01_03_28,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_28,True,,S_10,S_10,1.0,,,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_29,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_29,True,,S_10,S_100,1.0,,,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_30,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_30,True,,S_100,S_100,1.0,,,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_31,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_31,True,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_32,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_32,True,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_33,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_33,True,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_34,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_34,True,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_35,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_35,True,,S_130,S_130,1.0,,,,,1,idle,,13,delight,,,,,,
d_nikke_ce_003_01_03_36,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_36,True,,S_130,S_130,1.0,,,,,1,idle,,13,surprise,,,,,,
d_nikke_ce_003_01_03_37,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_37,True,,S_130,S_130,1.0,,,,,1,idle,,13,surprise,,,,,,
d_nikke_ce_003_01_03_38,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_38,True,,S_130,12,1.0,,,,,1,surprise,,13,surprise,,,,,,
d_nikke_ce_003_01_03_39,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_39,True,,12,12,1.0,,,,,1,surprise,,13,idle,,,,,,
d_nikke_ce_003_01_03_40,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_40,True,,12,12,1.0,,,,,1,surprise,,13,idle,,,,,,
d_nikke_ce_003_01_03_41,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_41,True,,12,12,1.0,,,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_42,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_42,True,,12,12,1.0,,,,,1,idle,,13,surprise,,,,,,
d_nikke_ce_003_01_03_43,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_43,True,,12,12,1.0,,,,,1,surprise,,13,surprise,,,,,,
d_nikke_ce_003_01_03_44,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_44,True,,12,S_130,1.0,,,,,1,surprise,,13,surprise,,,,,,
d_nikke_ce_003_01_03_45,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_45,True,,S_130,S_130,1.0,,,,,1,surprise,,13,surprise,,,,,,
d_nikke_ce_003_01_03_46,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_46,True,,S_130,S_130,1.0,,,,,1,surprise,,13,surprise,,,,,,
d_nikke_ce_003_01_03_47,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_47,True,,S_130,S_130,1.0,,,,,1,surprise,,13,surprise,,,,,,
d_nikke_ce_003_01_03_48,d_nikke_ce_003_01_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_03_48,False,,S_130,S_130,1.0,,sfx_scn_fillacup,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_49,d_nikke_ce_003_01_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_03_49,False,,S_130,S_130,1.0,,sfx_scn_swallow,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_50,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_50,True,,S_130,13,1.0,,,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_51,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_51,True,,13,13,1.0,,,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_52,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_52,True,,13,12,1.0,,,,,1,surprise,,13,idle,,,,,,
d_nikke_ce_003_01_03_53,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_53,True,,12,12,1.0,,,,,1,surprise,,13,surprise,,,,,,
d_nikke_ce_003_01_03_54,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_54,True,,12,12,1.0,,,,,1,idle,,13,surprise,,,,,,
d_nikke_ce_003_01_03_55,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_55,False,,12,S_130,0.6,,,,,1,idle,,13,surprise,,,,,,
d_nikke_ce_003_01_03_56,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_56,True,,S_130,S_130,1.0,,,,,1,idle,,13,idle,,,,,,
d_nikke_ce_003_01_03_57,d_nikke_ce_003_01_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_03_57,False,,black,black,1.0,none,,black,,13,idle,,1,idle,soda,15,idle,ade,17,idle
d_nikke_ce_003_01_03_58,d_nikke_ce_003_01_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_03_58,False,,1,12,1.0,bgm_story_leisuretime,sfx_scn_toyshopbell,,,13,idle,,1,idle,,15,idle,,17,idle
d_nikke_ce_003_01_03_59,d_nikke_ce_003_01_03,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_ce_003_01_03_59,True,,12,12,1.0,,,,,13,idle,,1,idle,,15,idle,,17,idle
d_nikke_ce_003_01_03_60,d_nikke_ce_003_01_03,Speech,ce_003_01,ce_003_01,Locale_NikkeEpisode:d_nikke_ce_003_01_03_60,True,,12,12,1.0,,,,,13,idle,,1,idle,,15,idle,,17,idle
d_nikke_ce_003_01_03_61,d_nikke_ce_003_01_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_01_03_61,True,,12,16,1.0,,,,,13,idle,,1,idle,,15,idle,,17,idle
d_nikke_ce_003_01_03_62,d_nikke_ce_003_01_03,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_03_62,True,,16,16,1.0,,,,,13,idle,,1,idle,,15,idle,,17,idle
d_nikke_ce_003_01_03_63,d_nikke_ce_003_01_03,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_03_63,True,,16,16,1.0,,,,,13,idle,,1,idle,,15,think,,17,idle
d_nikke_ce_003_01_03_64,d_nikke_ce_003_01_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_01_03_64,True,,16,16,1.0,,,,,13,idle,,1,idle,,15,think,,17,idle
d_nikke_ce_003_01_03_65,d_nikke_ce_003_01_03,Narration,soline,,Locale_NikkeEpisode:d_nikke_ce_003_01_03_65,False,,16,12,1.0,,sfx_scn_putdown,,,13,idle,,1,idle,,15,idle,,17,idle
d_nikke_ce_003_01_03_66,d_nikke_ce_003_01_03,Narration,ce_003_01,,Locale_NikkeEpisode:d_nikke_ce_003_01_03_66,False,,12,12,1.0,,,,,13,idle,,1,idle,,15,idle,,17,idle
d_nikke_ce_003_01_03_67,d_nikke_ce_003_01_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_01_03_67,True,,16,16,1.0,,,,,13,idle,,1,idle,,15,idle,,17,idle
d_nikke_ce_003_01_03_68,d_nikke_ce_003_01_03,Speech,ade,ade,Locale_NikkeEpisode:d_nikke_ce_003_01_03_68,True,,16,16,1.0,,,,,13,idle,,1,idle,,15,idle,,17,delight
d_nikke_ce_003_01_03_69,d_nikke_ce_003_01_03,Speech,soda,soda,Locale_NikkeEpisode:d_nikke_ce_003_01_03_69,True,,16,16,1.0,,,,,13,idle,,1,idle,,15,shy,,17,idle
