id,group_id,speech_window,highlight,speaker,scenario_localkey,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_lipSync,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,jump_target,characters/7/hide_char_id
d_nikke_eunhwa_01_11,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_11,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,60,60,1.0,,True,,,,,
d_nikke_eunhwa_01_12,d_nikke_eunhwa_01,Speech,eunhwa,trainee8,Locale_NikkeEpisode:d_nikke_eunhwa_01_12,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,60,60,1.0,,False,,,,,
d_nikke_eunhwa_01_13,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_13,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,60,60,1.0,,True,,,,,
d_nikke_eunhwa_01_14,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_14,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,60,60,1.0,,True,,,,,
d_nikke_eunhwa_01_15,d_nikke_eunhwa_01,Speech,grayowl,trainee8,Locale_NikkeEpisode:d_nikke_eunhwa_01_15,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,13,13,1.0,,False,,,,,
d_nikke_eunhwa_01_16,d_nikke_eunhwa_01,Speech,purpleowl,trainee11,Locale_NikkeEpisode:d_nikke_eunhwa_01_16,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,13,1,1.0,,True,,,,,
d_nikke_eunhwa_01_17,d_nikke_eunhwa_01,Speech,whiteowl,trainee13,Locale_NikkeEpisode:d_nikke_eunhwa_01_17,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,1,3,1.0,,True,,,,,
d_nikke_eunhwa_01_18,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_18,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,3,6,1.0,,True,,,,,
d_nikke_eunhwa_01_19,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_19,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,6,6,1.0,,True,,,,,
d_nikke_eunhwa_01_20,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_20,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,6,6,1.0,,True,,,,,
d_nikke_eunhwa_01_21,d_nikke_eunhwa_01,Speech,redowl,redowl,Locale_NikkeEpisode:d_nikke_eunhwa_01_21,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,19,19,1.0,,True,,,,,
d_nikke_eunhwa_01_22,d_nikke_eunhwa_01,Speech,redowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_22,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,19,19,1.0,,False,,,,,
d_nikke_eunhwa_01_23,d_nikke_eunhwa_01,Speech,blueowl,blueowl,Locale_NikkeEpisode:d_nikke_eunhwa_01_23,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,19,17,1.0,,False,,,,,
d_nikke_eunhwa_01_24,d_nikke_eunhwa_01,Speech,eunhwa,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_24,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,6,6,1.0,,True,,,,,
d_nikke_eunhwa_01_25,d_nikke_eunhwa_01,Speech,owls,owls,Locale_NikkeEpisode:d_nikke_eunhwa_01_25,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,777,777,1.0,,True,,,,,
d_nikke_eunhwa_01_26,d_nikke_eunhwa_01,Speech,yellowowl,yellowowl,Locale_NikkeEpisode:d_nikke_eunhwa_01_26,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,777,15,1.0,,False,,,,,
d_nikke_eunhwa_01_27,d_nikke_eunhwa_01,Speech,yellowowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_27,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,15,15,1.0,,False,,,,,
d_nikke_eunhwa_01_28,d_nikke_eunhwa_01,Speech,yellowowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_28,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,15,150,1.0,,False,,,,,
d_nikke_eunhwa_01_29,d_nikke_eunhwa_01,Speech,yellowowl,yellowowl,Locale_NikkeEpisode:d_nikke_eunhwa_01_29,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,150,150,1.0,,True,,,,,
d_nikke_eunhwa_01_30,d_nikke_eunhwa_01,Speech,yellowowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_30,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,150,150,1.0,,False,,,,,
d_nikke_eunhwa_01_31,d_nikke_eunhwa_01,Speech,yellowowl,yellowowl,Locale_NikkeEpisode:d_nikke_eunhwa_01_31,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,150,150,1.0,,True,,,,,
d_nikke_eunhwa_01_32,d_nikke_eunhwa_01,Speech,yellowowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_32,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,150,150,1.0,,False,,,,,
d_nikke_eunhwa_01_33,d_nikke_eunhwa_01,Speech,yellowowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_33,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,150,150,1.0,,False,,,,,
d_nikke_eunhwa_01_34,d_nikke_eunhwa_01,Speech,grayowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_34,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,150,130,1.0,,False,,,,,
d_nikke_eunhwa_01_35,d_nikke_eunhwa_01,Speech,grayowl,grayowl,Locale_NikkeEpisode:d_nikke_eunhwa_01_35,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,130,130,1.0,,True,,,,,
d_nikke_eunhwa_01_36,d_nikke_eunhwa_01,Speech,grayowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_36,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,130,130,1.0,,False,,,,,
d_nikke_eunhwa_01_37,d_nikke_eunhwa_01,Speech,grayowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_37,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,130,130,1.0,,False,,,,,
d_nikke_eunhwa_01_38,d_nikke_eunhwa_01,Speech,grayowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_38,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,130,130,1.0,,False,,,,,
d_nikke_eunhwa_01_39,d_nikke_eunhwa_01,Speech,grayowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_39,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,130,130,1.0,,False,,,,,
d_nikke_eunhwa_01_40,d_nikke_eunhwa_01,Speech,grayowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_40,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,130,130,1.0,,False,,,,,
d_nikke_eunhwa_01_41,d_nikke_eunhwa_01,Speech,grayowl,grayowl,Locale_NikkeEpisode:d_nikke_eunhwa_01_41,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,130,130,1.0,,False,,,,,
d_nikke_eunhwa_01_42,d_nikke_eunhwa_01,Speech,grayowl,eunhwa,Locale_NikkeEpisode:d_nikke_eunhwa_01_42,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,130,130,1.0,,False,,,,,
d_nikke_eunhwa_01_43,d_nikke_eunhwa_01,Speech,grayowl,grayowl,Locale_NikkeEpisode:d_nikke_eunhwa_01_43,,6,angry,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,130,130,1.0,,True,ingrid,9,idle,,
d_nikke_eunhwa_01_44,d_nikke_eunhwa_01,Self,ingrid,,Locale_NikkeEpisode:d_nikke_eunhwa_01_44,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,130,90,1.0,,False,,9,idle,,
d_nikke_eunhwa_01_45,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_45,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,90,90,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_46,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_46,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,90,90,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_47,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_47,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,90,90,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_48,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_48,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,90,90,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_49,d_nikke_eunhwa_01,Self,ingrid,,Locale_NikkeEpisode:d_nikke_eunhwa_01_49,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,90,90,1.0,,False,,9,idle,,
d_nikke_eunhwa_01_50,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_50,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,90,9,1.0,,False,,9,think,,
d_nikke_eunhwa_01_51,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_51,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,think,,
d_nikke_eunhwa_01_52,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_52,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,think,,
d_nikke_eunhwa_01_53,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_53,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_54,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_54,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_55,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_55,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_56,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_56,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_57,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_57,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_58,d_nikke_eunhwa_01,Choice,ingrid,,Locale_NikkeEpisode:d_nikke_eunhwa_01_58,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,9,idle,d_nikke_eunhwa_01_60,
d_nikke_eunhwa_01_59,d_nikke_eunhwa_01,Choice,ingrid,,Locale_NikkeEpisode:d_nikke_eunhwa_01_59,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,9,idle,d_nikke_eunhwa_01_79,
d_nikke_eunhwa_01_60,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_60,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_61,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_61,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_62,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_62,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_63,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_63,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_64,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_64,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_65,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_65,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_66,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_66,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_67,d_nikke_eunhwa_01,Self,ingrid,,Locale_NikkeEpisode:d_nikke_eunhwa_01_59,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,9,idle,,
d_nikke_eunhwa_01_68,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_67,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,9,think,,
d_nikke_eunhwa_01_69,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_68,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,think,,
d_nikke_eunhwa_01_70,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_69,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_71,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_70,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_72,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_71,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_73,d_nikke_eunhwa_01,Self,ingrid,,Locale_NikkeEpisode:d_nikke_eunhwa_01_72,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,9,idle,,
d_nikke_eunhwa_01_74,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_73,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_75,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_74,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_76,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_75,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_77,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_76,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_78,d_nikke_eunhwa_01,Monologue,ingrid,,Locale_NikkeEpisode:d_nikke_eunhwa_01_77,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,9,idle,d_nikke_eunhwa_01_98,
d_nikke_eunhwa_01_79,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_67,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,9,think,,
d_nikke_eunhwa_01_80,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_68,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,think,,
d_nikke_eunhwa_01_81,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_69,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_82,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_70,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_83,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_71,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_84,d_nikke_eunhwa_01,Self,ingrid,,Locale_NikkeEpisode:d_nikke_eunhwa_01_72,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,9,idle,,
d_nikke_eunhwa_01_85,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_73,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_86,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_74,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_87,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_75,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_88,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_76,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,good,,
d_nikke_eunhwa_01_89,d_nikke_eunhwa_01,Monologue,ingrid,,Locale_NikkeEpisode:d_nikke_eunhwa_01_77,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,9,good,,
d_nikke_eunhwa_01_90,d_nikke_eunhwa_01,Self,ingrid,,Locale_NikkeEpisode:d_nikke_eunhwa_01_58,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,False,,9,idle,,
d_nikke_eunhwa_01_91,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_60,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_92,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_61,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_93,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_62,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
d_nikke_eunhwa_01_94,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_63,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,good,,
d_nikke_eunhwa_01_95,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_64,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,good,,
d_nikke_eunhwa_01_96,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_65,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,good,,
d_nikke_eunhwa_01_97,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_66,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,good,,
d_nikke_eunhwa_01_98,d_nikke_eunhwa_01,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_eunhwa_01_78,,6,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle,,9,9,1.0,,True,,9,idle,,
