id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound
treasurestory_frima_06_26,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_26,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_27,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_27,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_28,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_28,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_29,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_29,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_30,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_30,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_31,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_31,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_32,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_32,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_33,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_33,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_34,treasurestory_frima_06,Monologue,Locale_NikkeEpisode:treasurestory_frima_06_34,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_35,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_35,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_36,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_36,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_37,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_37,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_38,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_38,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_39,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_39,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_40,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_40,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_41,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_41,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_42,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_42,True,,1,angry,,10,100,1.0,,frima,frima,
treasurestory_frima_06_43,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_43,False,,1,angry,,100,100,1.0,,,,
treasurestory_frima_06_44,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_44,True,,1,angry,,100,100,1.0,,frima,frima,
treasurestory_frima_06_45,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_45,True,,1,angry,,100,100,1.0,,frima,frima,
treasurestory_frima_06_46,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_46,True,,1,angry,,100,100,1.0,,frima,frima,
treasurestory_frima_06_47,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_47,True,,1,angry,,100,100,1.0,,frima,frima,
treasurestory_frima_06_48,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_48,True,,1,angry,,100,100,1.0,,frima,frima,
treasurestory_frima_06_49,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_49,True,,1,angry,,100,100,1.0,,frima,frima,
treasurestory_frima_06_50,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_50,False,,1,angry,,100,100,1.0,,,,
treasurestory_frima_06_51,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_51,True,,1,idle,,100,10,1.0,,frima,frima,
treasurestory_frima_06_52,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_52,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_53,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_53,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_54,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_54,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_55,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_55,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_56,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_56,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_57,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_57,False,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_58,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_58,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_59,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_59,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_60,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_60,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_61,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_61,False,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_62,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_62,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_63,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_63,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_64,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_64,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_65,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_65,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_66,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_66,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_67,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_67,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_68,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_68,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_69,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_69,True,,1,delight,,10,100,1.0,,frima,frima,
treasurestory_frima_06_70,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_70,True,,1,delight,,100,100,1.0,,frima,frima,
treasurestory_frima_06_71,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_71,False,,1,delight,,100,100,1.0,,,,
treasurestory_frima_06_72,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_72,True,,1,delight,,100,100,1.0,,frima,frima,
treasurestory_frima_06_73,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_73,True,,1,idle,,100,10,1.0,,frima,frima,
treasurestory_frima_06_74,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_74,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_75,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_75,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_76,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_76,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_77,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_77,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_78,treasurestory_frima_06,Monologue,Locale_NikkeEpisode:treasurestory_frima_06_78,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_79,treasurestory_frima_06,Monologue,Locale_NikkeEpisode:treasurestory_frima_06_79,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_80,treasurestory_frima_06,Monologue,Locale_NikkeEpisode:treasurestory_frima_06_80,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_81,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_81,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_82,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_82,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_83,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_83,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_84,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_84,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_85,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_85,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_86,treasurestory_frima_06,Narration,Locale_NikkeEpisode:treasurestory_frima_06_86,False,,1,idle,,10,10,1.0,,,,sfx_scn_aim
treasurestory_frima_06_87,treasurestory_frima_06,Monologue,Locale_NikkeEpisode:treasurestory_frima_06_87,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_88,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_88,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_89,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_89,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_90,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_90,True,,1,idle,,10,10,1.0,,frima,frima,
treasurestory_frima_06_91,treasurestory_frima_06,Narration,Locale_NikkeEpisode:treasurestory_frima_06_91,False,,1,idle,,10,10,1.0,,,,sfx_scn_finishshot
treasurestory_frima_06_92,treasurestory_frima_06,Monologue,Locale_NikkeEpisode:treasurestory_frima_06_92,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_93,treasurestory_frima_06,Self,Locale_NikkeEpisode:treasurestory_frima_06_93,False,,1,idle,,10,10,1.0,,,,
treasurestory_frima_06_94,treasurestory_frima_06,Speech,Locale_NikkeEpisode:treasurestory_frima_06_94,True,,1,idle,,10,10,1.0,,frima,frima,
