id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,jump_target,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_frima_04_13,d_nikke_frima_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_13,False,,3,good,,5,idle,,1,idle,,2,2,1.0,none,,,,,,
d_nikke_frima_04_14,d_nikke_frima_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_14,False,,3,good,,5,idle,,1,idle,,2,3,1.0,,,,,,,
d_nikke_frima_04_15,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_15,True,,3,angry,,5,idle,,1,idle,,30,30,1.0,bgm_story_herecomestrouble,Low_2,,,,,
d_nikke_frima_04_16,d_nikke_frima_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_16,False,,3,angry,,5,idle,,1,idle,,30,30,1.0,,,,,,,
d_nikke_frima_04_17,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_17,False,,3,angry,,5,idle,,1,idle,,S_50,S_50,1.0,,,,,,,
d_nikke_frima_04_18,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_18,False,,3,angry,,5,idle,,1,no,,10,10,1.0,,,,,,,
d_nikke_frima_04_19,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_19,True,,3,angry,,5,idle,,1,no,,30,30,1.0,,,,,,,
d_nikke_frima_04_20,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_20,True,,3,angry,,5,idle,,1,idle,,30,300,0.5,,Low_2,,,,,
d_nikke_frima_04_21,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_21,True,,3,angry,,5,idle,,1,idle,,300,300,1.0,,Low_2,,,,,
d_nikke_frima_04_22,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_22,True,,3,angry,,5,idle,,1,idle,,300,300,1.0,,Low_2,,,,,
d_nikke_frima_04_23,d_nikke_frima_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_23,False,,3,angry,,5,idle,,1,idle,,300,300,1.0,,,,,,,
d_nikke_frima_04_24,d_nikke_frima_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_frima_04_24,False,,3,angry,,5,idle,,1,idle,,300,300,1.0,,,,,,,
d_nikke_frima_04_25,d_nikke_frima_04,Narration,milk,Narration,Locale_NikkeEpisode:d_nikke_frima_04_25,False,,3,good,,5,idle,,1,idle,,black,black,1.0,none,,,,,,
d_nikke_frima_04_26,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_26,True,,3,good,,5,idle,,1,idle,,4,4,1.0,bgm_story_leisuretime,,,,,,
d_nikke_frima_04_27,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_27,True,,3,good,,5,angry,,1,angry,,4,4,1.0,,,,,,,
d_nikke_frima_04_28,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_28,True,,3,idle,,5,angry,,1,angry,,4,4,1.0,,,,,,,
d_nikke_frima_04_29,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_29,True,,3,idle,,5,angry,,1,angry,,4,4,1.0,,,,,,,
d_nikke_frima_04_30,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_30,True,,3,angry,,5,angry,,1,angry,,4,4,1.0,,,,,,,
d_nikke_frima_04_31,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_31,True,,3,angry,,5,angry,,1,angry,,4,4,1.0,,,,,,,
d_nikke_frima_04_32,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_32,True,,3,angry,,5,angry,,1,angry,,4,4,1.0,,,,,,,
d_nikke_frima_04_33,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_33,True,,3,angry,,5,angry,,1,angry,,10,10,1.0,,,,,,,
d_nikke_frima_04_34,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_34,True,,3,angry,,5,angry,,1,angry,,4,4,1.0,,,,,,,
d_nikke_frima_04_35,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_35,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_36,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_36,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_37,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_37,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_38,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_38,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_39,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_39,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_40,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_40,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_41,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_41,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_42,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_42,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_43,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_43,True,,3,idle,,5,idle,,1,delight,,4,2,1.0,,,,,,,
d_nikke_frima_04_44,d_nikke_frima_04,Self,frima,Self,Locale_NikkeEpisode:d_nikke_frima_04_44,False,,3,idle,,5,idle,,1,delight,,2,2,1.0,,,,,,,
d_nikke_frima_04_45,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_45,True,,3,idle,,5,idle,,1,delight,,2,2,1.0,,,,,,,
d_nikke_frima_04_46,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_46,True,,3,no,,5,idle,,1,delight,,2,2,1.0,,,,,,,
d_nikke_frima_04_47,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_47,True,,3,no,,5,idle,,1,idle,,2,2,1.0,,,,,,,
d_nikke_frima_04_48,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_48,True,,3,no,,5,idle,,1,idle,,2,2,1.0,,,,,,,
d_nikke_frima_04_49,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_49,True,,3,angry,,5,idle,,1,idle,,2,2,1.0,,,,,,,
d_nikke_frima_04_50,d_nikke_frima_04,Self,frima,Self,Locale_NikkeEpisode:d_nikke_frima_04_50,False,,3,idle,,5,idle,,1,idle,,2,2,1.0,,,,,,,
d_nikke_frima_04_51,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_51,True,,3,idle,,5,idle,,1,idle,,2,2,1.0,,,,,,,
d_nikke_frima_04_52,d_nikke_frima_04,Self,frima,Self,Locale_NikkeEpisode:d_nikke_frima_04_52,False,,3,idle,,5,idle,,1,idle,,2,2,1.0,,,,,,,
d_nikke_frima_04_53,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_53,True,,3,idle,,5,idle,,1,idle,,2,30,1.0,,,,,,,
d_nikke_frima_04_54,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_54,True,,3,idle,,5,idle,,1,idle,,30,30,1.0,,,,,,,
d_nikke_frima_04_55,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_55,True,,3,idle,,5,idle,,1,idle,,30,S_50,1.0,,,,,,,
d_nikke_frima_04_56,d_nikke_frima_04,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_frima_04_56,False,,3,idle,,5,idle,,1,idle,,S_50,S_50,1.0,,,,,,,
d_nikke_frima_04_57,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_57,True,,3,no,,5,idle,,1,idle,,S_50,4,1.0,,,,,,,
d_nikke_frima_04_58,d_nikke_frima_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_frima_04_58,False,,3,no,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_59,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_59,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_60,d_nikke_frima_04,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_frima_04_60,False,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_61,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_61,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_62,d_nikke_frima_04,Choice,milk,,Locale_NikkeEpisode:d_nikke_frima_04_62,False,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,d_nikke_frima_04_64,,,,
d_nikke_frima_04_63,d_nikke_frima_04,Choice,milk,,Locale_NikkeEpisode:d_nikke_frima_04_63,False,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,d_nikke_frima_04_71,,,,
d_nikke_frima_04_64,d_nikke_frima_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_frima_04_64,False,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_65,d_nikke_frima_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_65,False,,3,idle,,5,idle,,1,idle,,black,black,1.0,,,,,,,
d_nikke_frima_04_66,d_nikke_frima_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_frima_04_66,False,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_67,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_67,True,,3,good,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_68,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_68,True,,3,good,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_69,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_69,True,,3,good,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_70,d_nikke_frima_04,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_frima_04_70,False,,3,good,,5,idle,,1,idle,,4,4,1.0,,,d_nikke_frima_04_84,,,,
d_nikke_frima_04_71,d_nikke_frima_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_frima_04_71,False,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_72,d_nikke_frima_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_72,False,,3,idle,,5,idle,,1,idle,,black,black,1.0,,,,,,,
d_nikke_frima_04_73,d_nikke_frima_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_frima_04_73,False,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_74,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_74,True,,3,no,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_75,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_75,True,,3,no,,5,angry,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_76,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_76,True,,3,angry,,5,angry,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_77,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_77,True,,3,angry,,5,idle,,1,idle,,S_500,S_500,1.0,,,,,,,
d_nikke_frima_04_78,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_78,True,,3,angry,,5,idle,,1,idle,,300,300,1.0,,,,,,,
d_nikke_frima_04_79,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_79,True,,3,angry,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_80,d_nikke_frima_04,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_80,False,,3,angry,,5,idle,,1,idle,,S_50,S_50,1.0,,,,,,,
d_nikke_frima_04_81,d_nikke_frima_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_81,False,,3,no,,5,idle,,1,idle,,30,30,1.0,,,,,,,
d_nikke_frima_04_82,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_82,True,,3,no,,5,delight,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_83,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_83,True,,3,no,,5,delight,,1,idle,,4,4,1.0,,,d_nikke_frima_04_84,,,,
d_nikke_frima_04_84,d_nikke_frima_04,Narration,milk,Narration,Locale_NikkeEpisode:d_nikke_frima_04_84,False,,3,no,,5,idle,,1,idle,,black,black,1.0,,,,,,,
d_nikke_frima_04_85,d_nikke_frima_04,Monologue,frima,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_85,False,,3,idle,,5,idle,,1,idle,,2,2,1.0,,,,,,,
d_nikke_frima_04_86,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_86,True,,3,idle,,5,idle,,1,idle,,2,2,1.0,,,,,,,
d_nikke_frima_04_87,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_87,True,,3,idle,,5,idle,,1,idle,,2,2,1.0,,,,,,,
d_nikke_frima_04_88,d_nikke_frima_04,Monologue,milk,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_88,False,,3,idle,,5,idle,,1,idle,,2,2,1.0,,,,,,,
d_nikke_frima_04_89,d_nikke_frima_04,Monologue,frima,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_89,False,,3,idle,,5,idle,,1,idle,,2,1,1.0,,,,,,,
d_nikke_frima_04_90,d_nikke_frima_04,Monologue,frima,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_90,False,,3,idle,,5,idle,,1,idle,,1,10,1.0,,,,sfx_scn_strawstart,,,
d_nikke_frima_04_91,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_91,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_92,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_92,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_93,d_nikke_frima_04,Monologue,frima,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_93,False,,3,idle,,5,idle,,1,idle,,black,black,1.0,,,,sfx_scn_strawend,,,
d_nikke_frima_04_94,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_94,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_95,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_95,True,,3,idle,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_96,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_96,True,,3,idle,,5,idle,,1,idle,,4,2,1.0,,,,,,,
d_nikke_frima_04_97,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_97,True,,3,idle,,5,idle,,1,idle,,2,2,1.0,,,,,,,
d_nikke_frima_04_98,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_98,True,,3,idle,,5,idle,,1,idle,,2,2,1.0,,,,,,,
d_nikke_frima_04_99,d_nikke_frima_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_frima_04_99,False,,3,idle,,5,idle,,1,idle,,2,4,1.0,,,,,,,
d_nikke_frima_04_100,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_100,True,,3,no,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_101,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_101,True,,3,no,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_102,d_nikke_frima_04,Narration,sugar,Narration,Locale_NikkeEpisode:d_nikke_frima_04_102,False,,3,idle,,5,idle,,1,idle,,black,black,1.0,,,,,,,
d_nikke_frima_04_103,d_nikke_frima_04,Narration,frima,Narration,Locale_NikkeEpisode:d_nikke_frima_04_103,False,,3,idle,,5,idle,,1,idle,,black,black,1.0,,,,sfx_scn_strawend,,,
d_nikke_frima_04_104,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_104,True,,3,idle,,5,idle,,1,idle,,1,1,1.0,,,,,,,
d_nikke_frima_04_105,d_nikke_frima_04,Narration,frima,Narration,Locale_NikkeEpisode:d_nikke_frima_04_105,False,,3,idle,,5,idle,,1,idle,,black,black,1.0,,,,sfx_scn_strawstart,,,
d_nikke_frima_04_106,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_106,True,,3,idle,,5,idle,,1,idle,,10,10,1.0,,,,,,,
d_nikke_frima_04_107,d_nikke_frima_04,Narration,frima,Narration,Locale_NikkeEpisode:d_nikke_frima_04_107,False,,3,idle,,5,idle,,1,idle,,black,black,1.0,,,,sfx_scn_strawend,,,
d_nikke_frima_04_108,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_108,True,,3,idle,,5,idle,,1,idle,,100,100,1.0,,,,,,,
d_nikke_frima_04_109,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_109,True,,3,no,,5,idle,,1,idle,,30,30,1.0,,,,,,,
d_nikke_frima_04_110,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_110,True,,3,no,,5,idle,,1,idle,,30,30,1.0,,,,,,,
d_nikke_frima_04_111,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_111,True,,3,idle,,5,idle,,1,idle,,30,S_50,0.7,,,,,,,
d_nikke_frima_04_112,d_nikke_frima_04,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_112,False,,3,idle,,5,idle,,1,idle,,black,black,1.0,,,,sfx_scn_aim,,,
d_nikke_frima_04_113,d_nikke_frima_04,Speech,sugar,frima,Locale_NikkeEpisode:d_nikke_frima_04_113,False,,3,idle,,5,idle,,1,idle,,S_50,S_50,1.0,,,,,,,
d_nikke_frima_04_114,d_nikke_frima_04,Self,frima,Self,Locale_NikkeEpisode:d_nikke_frima_04_114,False,,3,idle,,5,idle,,1,idle,,S_50,S_50,1.0,,,,,,,
d_nikke_frima_04_115,d_nikke_frima_04,Self,frima,Self,Locale_NikkeEpisode:d_nikke_frima_04_115,False,,3,idle,,5,idle,,1,idle,,S_50,10,1.0,,,,,,,
d_nikke_frima_04_116,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_116,True,,3,idle,,5,idle,,1,idle,,10,10,1.0,,,,,,,
d_nikke_frima_04_117,d_nikke_frima_04,Self,frima,Self,Locale_NikkeEpisode:d_nikke_frima_04_117,False,,3,idle,,5,idle,,1,idle,,10,10,1.0,,,,,,,
d_nikke_frima_04_118,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_118,False,,3,idle,,5,idle,,1,idle,,10,10,1.0,,,,,,,
d_nikke_frima_04_119,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_119,True,,3,idle,,5,idle,,1,idle,,10,10,1.0,,,,,,,
d_nikke_frima_04_120,d_nikke_frima_04,Self,frima,Self,Locale_NikkeEpisode:d_nikke_frima_04_120,False,,3,idle,,5,idle,,1,idle,,10,10,1.0,,,,,,,
d_nikke_frima_04_121,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_121,True,,3,idle,,5,idle,,1,idle,,10,4,1.0,,,,,,,
d_nikke_frima_04_122,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_122,True,,3,no,,5,idle,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_123,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_123,True,,3,no,,5,angry,,1,idle,,4,4,1.0,,,,,,,
d_nikke_frima_04_124,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_124,True,,3,no,,5,angry,,1,idle,,10,10,1.0,,,,,,,
d_nikke_frima_04_125,d_nikke_frima_04,Self,frima,Self,Locale_NikkeEpisode:d_nikke_frima_04_125,False,,3,no,,5,angry,,1,idle,,10,10,1.0,,,,,,,
d_nikke_frima_04_126,d_nikke_frima_04,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_frima_04_126,False,,3,no,,5,surprise,,1,idle,,S_50,S_50,1.0,,,,,,,
d_nikke_frima_04_127,d_nikke_frima_04,Speech,frima,frima,Locale_NikkeEpisode:d_nikke_frima_04_127,True,,3,no,,5,surprise,,1,delight,,10,10,1.0,,,,,,,
d_nikke_frima_04_128,d_nikke_frima_04,Speech,milk,milk,Locale_NikkeEpisode:d_nikke_frima_04_128,True,,3,good,,5,idle,,1,delight,,30,30,1.0,,,,,,,
d_nikke_frima_04_129,d_nikke_frima_04,Self,milk,Self,Locale_NikkeEpisode:d_nikke_frima_04_129,False,,3,good,,5,idle,,1,idle,,30,30,1.0,,,,,,,
d_nikke_frima_04_130,d_nikke_frima_04,Narration,milk,Narration,Locale_NikkeEpisode:d_nikke_frima_04_130,False,,3,good,,5,idle,,1,idle,,black,black,1.0,,,,,,,
d_nikke_frima_04_131,d_nikke_frima_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_frima_04_131,True,,3,idle,,5,idle,,1,idle,,L_130,L_130,1.0,,,,,centi,13,idle
d_nikke_frima_04_132,d_nikke_frima_04,Self,centi,Self,Locale_NikkeEpisode:d_nikke_frima_04_132,False,,3,idle,,5,idle,,1,idle,,L_130,L_130,1.0,,,,,,13,idle
d_nikke_frima_04_133,d_nikke_frima_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_frima_04_133,True,,3,idle,,5,idle,,1,idle,,L_130,L_130,1.0,,,,,,13,idle
d_nikke_frima_04_134,d_nikke_frima_04,Monologue,centi,Monologue,Locale_NikkeEpisode:d_nikke_frima_04_134,False,,3,idle,,5,idle,,1,idle,,L_130,L_1300,1.0,,,,,,13,idle
d_nikke_frima_04_135,d_nikke_frima_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_frima_04_135,True,,3,idle,,5,idle,,1,idle,,L_1300,L_1300,1.0,,,,,,13,idle
d_nikke_frima_04_136,d_nikke_frima_04,Speech,centi,frima,Locale_NikkeEpisode:d_nikke_frima_04_136,False,,3,idle,,5,idle,,1,think,,L_1300,L_1300,1.0,,,,,,13,idle
d_nikke_frima_04_137,d_nikke_frima_04,Speech,centi,centi,Locale_NikkeEpisode:d_nikke_frima_04_137,True,,3,idle,,5,idle,,1,think,,L_1300,13,1.0,,,,,,13,idle
