id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id
d_nikke_littlemermaid_04_15,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_15,False,,5,idle,,3,idle,,1,surprise,,13,"expression_0,angry_blue_02",,15,idle,,black,black,1.0,sfx_scn_shieldtransform,,cinderella,,,,,,,
d_nikke_littlemermaid_04_16,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_16,False,,5,idle,,3,idle,,1,surprise,,13,angry_blue_02,,15,idle,,S_130,S_130,1.3,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_17,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_17,True,,5,idle,,3,idle,,1,surprise,,13,angry_blue_02,,15,idle,,S_130,S_130,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_18,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_18,True,,5,idle,,3,idle,,1,surprise,,13,angry_blue_02,,15,idle,,S_130,S_130,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_19,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_19,True,,5,idle,,3,idle,,1,surprise,,13,angry_blue_02,,15,idle,,S_130,S_130,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_20,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_20,True,,5,idle,,3,idle,,1,surprise,,13,angry_blue_02,,15,idle,,4,4,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_21,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_21,True,,5,idle,,3,idle,,1,idle,,13,angry_blue_02,,15,idle,,12,12,1.0,,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_22,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_22,True,,5,idle,,3,idle,,1,idle,,13,angry_blue_02,,15,idle,,12,12,1.0,,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_23,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_23,True,,5,idle,,3,idle,,1,idle,,13,angry_blue_02,,15,idle,,12,12,1.3,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_24,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_24,True,,5,smile,,3,idle,,1,idle,,13,angry_blue_02,,15,idle,,4,4,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_25,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_25,True,,5,smile,,3,idle,,1,idle,,13,angry_blue_02,,15,idle,,4,4,1.0,,,gretel,gretel,,,,,,
d_nikke_littlemermaid_04_26,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_26,False,,5,smile,,3,idle,,1,idle,,13,angry_blue_02,,15,idle,,15,L_150,1.3,,,littlemermaid,littlemermaid,,,,,,
d_nikke_littlemermaid_04_27,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_27,False,,8,smile,,6,idle,,2,idle,,12,angry_blue_02,,16,idle,,black,black,1.0,sfx_scn_mermaidmatter,,littlemermaid,,,,,,,
d_nikke_littlemermaid_04_28,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_28,True,,8,smile,,6,idle,,2,idle,,12,angry_blue_02,,16,idle,,1,1,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_29,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_29,True,,8,smile,,6,idle,,2,angry,,12,angry_blue_02,,16,idle,,1,1,1.0,,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_30,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_30,True,,8,smile,,6,idle,,2,angry,,12,angry_blue_02,,16,idle,,7,7,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_31,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_31,True,,8,smile,,6,idle,,2,angry,,12,angry_blue_02,,16,idle,,1,1,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_32,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_32,False,,8,surprise,,6,surprise,,2,angry,,12,angry_blue_02,,16,idle,,1,1,1.0,sfx_scn_earthquake,none,cinderella,,,,,,,
d_nikke_littlemermaid_04_33,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_33,False,,8,surprise,,6,surprise,,2,angry,,12,surprise_blue_02,,16,idle,,1,S_120,0.7,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_34,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_34,True,,8,surprise,,6,surprise,,2,angry,,12,surprise_blue_02,,16,idle,,S_120,S_120,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_35,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_35,False,,8,surprise,,6,surprise,,2,angry,,12,surprise_blue_02,,16,idle,,S_120,S_120,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_36,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_36,True,,8,surprise,,6,surprise,,2,angry,,12,surprise_blue_02,,16,idle,,S_120,S_120,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_37,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_37,True,,8,surprise,,6,surprise,,2,surprise,,12,surprise_blue_02,,16,idle,,S_120,20,0.7,,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_38,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_38,True,,8,surprise,,6,surprise,,2,surprise,,12,surprise_blue_02,,16,idle,,7,7,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_39,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_39,True,,8,surprise,,6,surprise,,2,surprise,,12,angry_blue_02,,16,idle,,12,S_120,0.7,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_40,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_40,False,,8,surprise,,6,surprise,,2,surprise,,12,angry_blue_02,,16,idle,,black,black,1.0,sfx_scn_groundbreak,event_bgm_oldtales_apathwithbrokenheels,cinderella,,,,,,,
d_nikke_littlemermaid_04_41,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_41,False,,8,surprise,,6,surprise,,2,surprise,,12,angry_blue_02,,16,idle,,black,black,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_42,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_42,True,,8,surprise,,6,surprise,,2,surprise,,12,angry_blue_02,,16,idle,,1,1,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_43,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_43,True,,8,surprise,,6,surprise,,2,surprise,,12,angry_blue_02,,16,idle,,1,1,1.0,,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_44,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_44,True,,8,surprise,,6,surprise,,2,surprise,,12,surprise_blue_02,,16,idle,,1,S_120,1.3,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_45,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_45,False,,8,surprise,,6,surprise,,2,surprise,,12,surprise_blue_02,,16,idle,,black,black,1.0,sfx_scn_raptureaim,,cinderella,,,,,,,
d_nikke_littlemermaid_04_46,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_46,False,,8,surprise,,6,surprise,,2,surprise,,12,surprise_blue_02,,16,idle,,black,black,1.0,,,cinderella,,,,,,,
d_nikke_littlemermaid_04_47,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_47,False,,8,surprise,,6,surprise,,2,surprise,,12,surprise_blue_02,,16,idle,,black,black,1.0,,,cinderella,,,,,,,
d_nikke_littlemermaid_04_48,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_48,True,,8,pain,,6,pain,,2,surprise,,12,surprise_blue_02,,16,idle,,7,7,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_49,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_49,True,,8,pain,,6,pain,,2,surprise,,12,surprise_blue_02,,16,idle,,7,7,1.0,,,gretel,gretel,,,,,,
d_nikke_littlemermaid_04_50,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_50,True,,8,pain,,6,pain,,2,angry,,12,surprise_blue_02,,16,idle,,1,20,0.7,,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_51,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_51,True,,8,pain,,6,pain,,2,angry,,12,surprise_blue_02,,16,idle,,7,7,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_52,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_52,True,,8,pain,,6,pain,,2,angry,,12,angry_blue_02,,16,idle,,S_120,S_120,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_53,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_53,True,,8,pain,,6,pain,,2,angry,,12,angry_blue_02,,16,rage,,16,L_160,1.3,,,littlemermaid,littlemermaid,,,,,,
d_nikke_littlemermaid_04_54,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_54,True,,8,pain,,6,pain,,1,angry,,12,angry_blue_02,,15,special,,black,black,1.0,sfx_scn_talkspellon,none,littlemermaid,littlemermaid,,,,,redshoes,littlemermaid
d_nikke_littlemermaid_04_55,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_55,False,,5,pain,,3,pain,,,,,13,angry_blue_02,,,,,black,black,1.0,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_04_56,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_56,False,,5,pain,,3,pain,,,,,13,angry_blue_02,,,,,black,black,1.0,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_04_57,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_57,False,,5,pain,,3,pain,,,,,13,angry_blue_02,,,,,black,black,1.0,,event_bgm_oldtales_totheend,littlemermaid,,,,,,,
d_nikke_littlemermaid_04_58,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_58,False,,5,pain,,3,pain,,,,,13,surprise_blue,,,,,S_130,S_130,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_59,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_59,False,,5,pain,,3,pain,,,,,13,surprise_blue,,,,,S_130,13,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_60,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_60,True,,5,pain,,3,pain,,,,,13,surprise_blue,,,,,13,13,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_61,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_61,True,,5,surprise,,3,surprise,,,,,13,surprise_blue,,,,,4,4,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_62,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_62,True,,5,surprise,,3,surprise,redshoes,1,worry,,13,surprise_blue,,,,,1,10,1.3,sfx_scn_runaway,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_63,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_63,True,,5,surprise,,3,surprise,,1,worry,,13,surprise_blue,,,,,10,10,1.0,,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_64,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_64,True,,5,surprise,,3,surprise,,1,worry,,13,surprise_blue,,,,,4,4,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_65,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_65,True,,5,surprise,,3,surprise,,1,worry,,13,surprise_blue,,,,,12,12,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_66,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_66,True,,5,surprise,,3,surprise,,1,worry,,13,surprise_blue,,,,,12,12,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_67,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_67,True,,5,surprise,,3,surprise,,1,worry,,13,surprise_blue,littlemermaid,15,think,,12,14,1.3,,,littlemermaid,littlemermaid,,,,,,
d_nikke_littlemermaid_04_68,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_68,True,,5,surprise,,3,surprise,,1,worry,,13,surprise_blue,,15,rage,,14,14,1.0,,,littlemermaid,littlemermaid,,,,,,
d_nikke_littlemermaid_04_69,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_69,False,,5,surprise,,3,surprise,,1,worry,,13,surprise_blue,,15,rage,,14,14,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_70,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_70,True,,5,surprise,,3,surprise,,1,worry,,13,surprise_blue,,15,rage,,4,4,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_71,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_71,True,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,rage,,4,12,1.3,,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_72,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_72,True,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,rage,,12,12,1.0,,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_73,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_73,True,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,rage,,12,12,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_74,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_74,True,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,rage,,12,12,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_75,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_75,True,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,rage,,12,12,1.0,,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_76,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_76,True,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,rage,,12,12,1.0,,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_77,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_77,True,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,rage,,12,14,1.3,,,littlemermaid,littlemermaid,,,,,,
d_nikke_littlemermaid_04_78,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_78,True,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,think,,14,14,1.0,,,littlemermaid,littlemermaid,,,,,,
d_nikke_littlemermaid_04_79,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_79,True,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,think,,4,4,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_80,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_80,True,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,think,,4,4,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_81,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_81,True,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,think,,4,4,1.0,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_82,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_82,True,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,think,,15,L_150,1.3,,,littlemermaid,littlemermaid,,,,,,
d_nikke_littlemermaid_04_83,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_83,False,,5,surprise,,3,surprise,,1,surprise,,13,surprise_blue,,15,think,,L_150,L_150,1.0,,,littlemermaid,,,,,,,
d_nikke_littlemermaid_04_84,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_84,True,,5,surprise,,3,surprise,,1,surprise,,13,idle_blue,,15,think,,12,12,1.0,,,cinderella,cinderella,,,,,,
d_nikke_littlemermaid_04_85,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_85,True,,5,surprise,,3,surprise,,1,idle,,13,idle_blue,,15,think,,12,12,1.0,,,redshoes,redshoes,,,,,,
d_nikke_littlemermaid_04_86,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_86,True,,5,idle,,3,idle,,1,idle,,13,idle_blue,,15,think,,12,4,1.5,,,hansel,hansel,,,,,,
d_nikke_littlemermaid_04_87,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_87,True,,5,idle,,3,idle,,1,idle,,13,idle_blue,,15,think,,4,4,1.0,,,gretel,gretel,,,,,,
d_nikke_littlemermaid_04_88,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_88,False,,5,idle,,3,idle,,1,idle,,13,idle_blue,,15,think,,black,black,1.0,sfx_scn_explosions,,gretel,,,,,,,
d_nikke_littlemermaid_04_89,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_89,True,,5,idle,,3,idle,,1,idle,,13,idle_blue,,15,think,,L_150,L_150,1.0,,,littlemermaid,littlemermaid,,,,,,
d_nikke_littlemermaid_04_90,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_90,False,,5,idle,,3,idle,,1,idle,,13,idle_blue,,15,think,,black,black,1.0,sfx_scn_lazerfire1,,littlemermaid,,,,,,,
d_nikke_littlemermaid_04_91,d_nikke_littlemermaid_04,Speech,Locale_NikkeEpisode:d_nikke_littlemermaid_04_91,True,,5,idle,,3,idle,,1,idle,,13,idle_blue,,15,think,,L_150,L_1500,1.3,,,littlemermaid,littlemermaid,,,,,,
d_nikke_littlemermaid_04_92,d_nikke_littlemermaid_04,Narration,Locale_NikkeEpisode:d_nikke_littlemermaid_04_92,False,,5,idle,,3,idle,,1,idle,,13,idle_blue,,15,think,,black,black,1.0,sfx_scn_down,,littlemermaid,,,,,,,
