id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,set_filter_02,characters/1/hide_char_id,characters/3/hide_char_id,characters/2/hide_char_id
d_nikke_mihara_bondingchain_04_16,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_16,True,,1,idle,,3,idle,,31,1,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_17,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_17,True,,1,idle,,3,idle,,1,10,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_18,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_18,True,,1,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_19,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_19,True,,1,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_20,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_20,True,,1,idle,,3,idle,,10,10,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_21,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_21,True,,1,idle,,3,idle,,10,100,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_22,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_22,True,,1,idle,,3,idle,,100,100,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_23,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_23,True,,1,idle,,3,idle,,L_300,L_300,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_24,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_24,True,,1,idle,,3,idle,,L_300,L_30,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_25,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_25,True,,1,idle,,3,idle,,L_30,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_26,d_nikke_mihara_bondingchain_04,Narration,littlemermaid,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_26,False,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_27,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_27,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_28,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_28,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_29,d_nikke_mihara_bondingchain_04,Narration,littlemermaid,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_29,False,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_30,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_30,True,,1,idle,,3,idle,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_31,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_31,False,,1,think,,3,idle,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_32,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_32,False,,1,think,,3,idle,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_33,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_33,True,,1,think,,3,idle,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_34,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_34,True,,1,think,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_35,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_35,True,,1,think,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_36,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_36,True,,1,think,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_37,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_37,True,,1,idle,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_38,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_38,True,,1,idle,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_39,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_39,True,,1,idle,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_40,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_40,True,,1,idle,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_41,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_41,True,,1,idle,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_42,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_42,True,,1,idle,,3,rage,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_43,d_nikke_mihara_bondingchain_04,Narration,littlemermaid,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_43,False,,1,idle,,3,rage,,black,black,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_44,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_44,True,,1,idle,,3,special,,L_300,L_300,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_45,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_45,True,,1,idle,,3,special,,L_300,L_300,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_46,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_46,True,,1,idle,,3,special,,L_300,L_30,0.5,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_47,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_47,False,,1,sad_01,,3,special,,L_30,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_48,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_48,False,,1,sad_01,,3,special,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_49,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_49,True,,1,sad_01,,3,special,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_50,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_50,True,,1,sad_01,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_51,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_51,True,,1,sad_01,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_52,d_nikke_mihara_bondingchain_04,Narration,mihara_b,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_52,False,,1,pain,,3,surprise,,black,black,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_53,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_53,True,,1,pain,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_54,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_54,True,,1,pain,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_55,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_55,True,,1,pain,,3,surprise,,31,1,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_56,d_nikke_mihara_bondingchain_04,Narration,mihara_b,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_56,False,,1,pain,,3,surprise,,1,10,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_57,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_57,True,,1,pain,,3,surprise,,10,100,0.5,none,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_58,d_nikke_mihara_bondingchain_04,Narration,mihara,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_58,False,,1,pain,,3,surprise,RuinIndoor,black,black,1.0,,mihara,17,idle,yuni,19,think,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_59,d_nikke_mihara_bondingchain_04,Speech,mihara,unknown,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_59,False,,1,idle,,3,surprise,,1719,1719,1.0,bgm_areah,,17,idle,,19,think,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_60,d_nikke_mihara_bondingchain_04,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_60,True,,1,idle,,3,surprise,,1719,1719,1.0,,,17,idle,,19,think,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_61,d_nikke_mihara_bondingchain_04,Speech,mihara,unknown,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_61,False,,1,idle,,3,surprise,,1719,1719,1.0,,,17,idle,,19,think,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_62,d_nikke_mihara_bondingchain_04,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_62,False,,1,idle,,3,surprise,,1719,1719,1.0,,,17,idle,,19,think,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_63,d_nikke_mihara_bondingchain_04,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_63,True,,1,idle,,3,surprise,,1719,1719,1.0,,,17,idle,,19,think,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_64,d_nikke_mihara_bondingchain_04,Narration,mihara,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_64,False,,1,idle,,3,surprise,OutpostOut,black,black,1.0,,,17,idle,,19,pain,Blur_High,Grey,littlemermaid,,
d_nikke_mihara_bondingchain_04_65,d_nikke_mihara_bondingchain_04,Narration,mihara,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_65,False,,1,idle,,,,,black,black,1.0,,,17,idle,,19,pain,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_66,d_nikke_mihara_bondingchain_04,Speech,mihara,unknown,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_66,False,,1,idle,,,,,1719,1719,1.0,,,17,idle,,19,think,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_67,d_nikke_mihara_bondingchain_04,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_67,True,,1,idle,,,,,1719,1719,1.0,,,17,idle,,19,think,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_68,d_nikke_mihara_bondingchain_04,Narration,mihara,,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_68,False,,1,idle,,,,Park_n,black,black,1.0,,,1,idle,,19,think,Blur_High,Grey,,yuni,
d_nikke_mihara_bondingchain_04_69,d_nikke_mihara_bondingchain_04,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_69,True,,1,idle,,,,,10,10,1.0,,,1,idle,,,,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_70,d_nikke_mihara_bondingchain_04,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_70,True,,1,idle,,,,,10,10,1.0,,,1,idle,,,,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_71,d_nikke_mihara_bondingchain_04,Speech,mihara,unknown,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_71,False,,1,idle,,,,,10,10,1.0,,,1,idle,,,,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_72,d_nikke_mihara_bondingchain_04,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_72,True,,1,idle,,,,,10,10,1.0,,,1,idle,,,,Blur_High,Grey,,,
d_nikke_mihara_bondingchain_04_73,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_73,False,,1,pain,littlemermaid,,,TreeOfWater,black,black,1.0,,,1,idle,,,,,,,,mihara
d_nikke_mihara_bondingchain_04_74,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_74,True,,1,pain,,3,surprise,,L_300,L_30,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_75,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_75,True,,1,pain,,3,surprise,,L_30,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_76,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_76,True,,1,pain,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_77,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_77,True,,1,pain,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_78,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_78,True,,1,idle,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_79,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_79,True,,1,idle,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_80,d_nikke_mihara_bondingchain_04,Speech,littlemermaid,littlemermaid,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_80,True,,1,idle,,3,surprise,,31,31,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_81,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_81,True,,1,idle,,3,surprise,,31,1,1.0,,,,,,,,,,,,
d_nikke_mihara_bondingchain_04_82,d_nikke_mihara_bondingchain_04,Speech,mihara_b,mihara_b,Locale_NikkeEpisode:d_nikke_mihara_bondingchain_04_82,True,,1,idle,,3,surprise,,1,10,1.0,,,,,,,,,,,,
