id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
treasurestory_viper_03_24,treasurestory_viper_03,Speech,viper,trony,Locale_NikkeEpisode:treasurestory_viper_03_24,False,,2,idle,,20,20,1.0,,,,,,
treasurestory_viper_03_25,treasurestory_viper_03,Speech,viper,trony,Locale_NikkeEpisode:treasurestory_viper_03_25,False,,2,idle,,20,20,1.0,,,,,,
treasurestory_viper_03_26,treasurestory_viper_03,Self,viper,,Locale_NikkeEpisode:treasurestory_viper_03_26,False,,2,idle,,20,20,1.0,,,,,,
treasurestory_viper_03_27,treasurestory_viper_03,Speech,viper,trony,Locale_NikkeEpisode:treasurestory_viper_03_27,False,,2,idle,,20,20,1.0,,,,,,
treasurestory_viper_03_28,treasurestory_viper_03,Speech,viper,trony,Locale_NikkeEpisode:treasurestory_viper_03_28,False,,2,idle,,20,20,1.0,,,,,,
treasurestory_viper_03_29,treasurestory_viper_03,Self,viper,,Locale_NikkeEpisode:treasurestory_viper_03_29,False,,2,idle,,20,20,1.0,,,,,,
treasurestory_viper_03_30,treasurestory_viper_03,Speech,viper,trony,Locale_NikkeEpisode:treasurestory_viper_03_30,False,,2,idle,,20,20,1.0,,,,,,
treasurestory_viper_03_31,treasurestory_viper_03,Speech,viper,trony,Locale_NikkeEpisode:treasurestory_viper_03_31,False,,2,idle,,20,20,1.0,,,,,,
treasurestory_viper_03_32,treasurestory_viper_03,Narration,viper,,Locale_NikkeEpisode:treasurestory_viper_03_32,False,,2,idle,NikkeRoom,black,black,1.0,,sfx_scn_autodooropen,viper,,,
treasurestory_viper_03_33,treasurestory_viper_03,Monologue,trony,,Locale_NikkeEpisode:treasurestory_viper_03_33,False,,,,,12,120,1.0,,,,trony,12,no
treasurestory_viper_03_34,treasurestory_viper_03,Self,trony,,Locale_NikkeEpisode:treasurestory_viper_03_34,False,,,,,120,120,1.0,,,,,12,no
treasurestory_viper_03_35,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_35,True,,,,,120,120,1.0,,,,,12,no
treasurestory_viper_03_36,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_36,True,,,,,120,120,1.0,,,,,12,no
treasurestory_viper_03_37,treasurestory_viper_03,Self,trony,,Locale_NikkeEpisode:treasurestory_viper_03_37,False,,,,,120,120,1.0,,,,,12,no
treasurestory_viper_03_38,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_38,True,,,,,120,120,1.0,,,,,12,no
treasurestory_viper_03_39,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_39,True,,,,,120,12,1.0,,,,,12,idle
treasurestory_viper_03_40,treasurestory_viper_03,Monologue,trony,,Locale_NikkeEpisode:treasurestory_viper_03_40,False,,,,,12,12,1.0,,,,,12,idle
treasurestory_viper_03_41,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_41,True,,,,,12,12,1.0,,,,,12,idle
treasurestory_viper_03_42,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_42,True,,,,,12,12,1.0,,,,,12,idle
treasurestory_viper_03_43,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_43,True,,,,,12,12,1.0,,,,,12,idle
treasurestory_viper_03_44,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_44,True,viper,2,idle,,12,1,1.0,,,,,12,idle
treasurestory_viper_03_45,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_45,True,,2,idle,,1,1,1.0,,,,,12,special
treasurestory_viper_03_46,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_46,True,,2,idle,,1,20,1.0,,,,,12,special
treasurestory_viper_03_47,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_47,True,,2,idle,,20,20,1.0,,,,,12,special
treasurestory_viper_03_48,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_48,True,,2,idle,,20,20,1.0,,,,,12,special
treasurestory_viper_03_49,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_49,True,,2,idle,,20,120,1.0,,,,,12,surprise
treasurestory_viper_03_50,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_50,True,,2,idle,,120,1200,1.0,,,,,12,surprise
treasurestory_viper_03_51,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_51,True,,2,idle,,1200,1200,1.0,,,,,12,surprise
treasurestory_viper_03_52,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_52,True,,2,idle,,1200,1200,1.0,,,,,12,surprise
treasurestory_viper_03_53,treasurestory_viper_03,Self,trony,,Locale_NikkeEpisode:treasurestory_viper_03_53,False,,2,idle,,1200,1200,1.0,,,,,12,surprise
treasurestory_viper_03_54,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_54,True,,2,idle,,1200,120,1.0,,,,,12,surprise
treasurestory_viper_03_55,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_55,True,,2,idle,,120,120,1.0,,,,,12,surprise
treasurestory_viper_03_56,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_56,True,,2,idle,,120,120,1.0,,,,,12,surprise
treasurestory_viper_03_57,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_57,True,,2,idle,,120,120,1.0,,,,,12,special
treasurestory_viper_03_58,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_58,True,,2,idle,,120,20,1.0,,,,,12,special
treasurestory_viper_03_59,treasurestory_viper_03,Speech,trony,trony,Locale_NikkeEpisode:treasurestory_viper_03_59,False,,2,idle,,20,1,1.0,,,,,12,special
treasurestory_viper_03_60,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_60,True,,2,idle,,1,1,1.0,,,,,12,special
treasurestory_viper_03_61,treasurestory_viper_03,Speech,viper,viper,Locale_NikkeEpisode:treasurestory_viper_03_61,True,,2,idle,,1,1,1.0,,,,,12,special
treasurestory_viper_03_62,treasurestory_viper_03,Self,viper,,Locale_NikkeEpisode:treasurestory_viper_03_62,False,,2,idle,,1,1,1.0,,,,,12,special
treasurestory_viper_03_63,treasurestory_viper_03,Self,viper,,Locale_NikkeEpisode:treasurestory_viper_03_63,False,,2,idle,,1,1,1.0,,,,,12,special
