id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,play_sound
d_nikke_novel_05_50,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_50,True,,7,idle,,S_10,S_10,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_51,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_51,True,,7,idle,,S_10,S_10,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_52,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_52,True,,7,idle,,S_10,S_10,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_53,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_53,True,,7,idle,,S_10,S_10,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_54,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_54,True,,7,idle,,S_10,S_10,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_55,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_55,False,,7,idle,,S_10,1,1.0,,novel,,3,idle,,5,idle,,1,think,d_nikke_novel_05_57,,,,,,
d_nikke_novel_05_56,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_56,False,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,think,d_nikke_novel_05_57,,,,,,
d_nikke_novel_05_57,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_57,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_58,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_58,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_59,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_59,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_60,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_60,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_61,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_61,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_62,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_62,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_63,d_nikke_novel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_05_63,False,,7,idle,,1,1,1.0,,,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_64,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_64,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_65,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_65,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,think,,,,,,,
d_nikke_novel_05_66,d_nikke_novel_05,Speech,emma,Locale_NikkeEpisode:d_nikke_novel_05_66,True,,7,idle,,5,5,1.0,,emma,,3,idle,,5,surprise,,1,think,,,,,,,
d_nikke_novel_05_67,d_nikke_novel_05,Speech,emma,Locale_NikkeEpisode:d_nikke_novel_05_67,True,,7,idle,,5,5,1.0,,emma,,3,idle,,5,worry,,1,think,,,,,,,
d_nikke_novel_05_68,d_nikke_novel_05,Speech,emma,Locale_NikkeEpisode:d_nikke_novel_05_68,True,,7,idle,,5,5,1.0,,emma,,3,idle,,5,worry,,1,think,,,,,,,
d_nikke_novel_05_69,d_nikke_novel_05,Speech,emma,Locale_NikkeEpisode:d_nikke_novel_05_69,True,,7,idle,,5,5,1.0,,emma,,3,idle,,5,worry,,1,think,,,,,,,
d_nikke_novel_05_70,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_70,False,,7,idle,,1,1,1.0,,,,3,idle,,5,worry,,1,think,d_nikke_novel_05_72,,,,,,
d_nikke_novel_05_71,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_71,False,,7,idle,,1,1,1.0,,,,3,idle,,5,worry,,1,think,d_nikke_novel_05_72,,,,,,
d_nikke_novel_05_72,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_72,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,delight,,,,,,,
d_nikke_novel_05_73,d_nikke_novel_05,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_05_73,False,,7,idle,,1,3,1.0,,exia,,3,surprise,,5,idle,,1,delight,,,,,,,
d_nikke_novel_05_74,d_nikke_novel_05,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_05_74,True,,7,idle,,3,3,1.0,,exia,,3,surprise,,5,idle,,1,delight,,,,,,,
d_nikke_novel_05_75,d_nikke_novel_05,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_05_75,True,,7,idle,,3,3,1.0,,exia,,3,surprise,,5,idle,,1,delight,,,,,,,
d_nikke_novel_05_76,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_76,False,,7,idle,,3,3,1.0,,,,3,surprise,,5,idle,,1,delight,d_nikke_novel_05_79,,,,,,
d_nikke_novel_05_77,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_77,False,,7,idle,,3,3,1.0,,,,3,idle,,5,idle,,1,delight,d_nikke_novel_05_84,,,,,,
d_nikke_novel_05_78,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_78,False,,7,idle,,3,3,1.0,,,,3,idle,,5,idle,,1,delight,d_nikke_novel_05_87,,,,,,
d_nikke_novel_05_79,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_79,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,delight,,,,,,,
d_nikke_novel_05_80,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_80,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,delight,,,,,,,
d_nikke_novel_05_81,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_81,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,delight,,,,,,,
d_nikke_novel_05_82,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_82,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,delight,,,,,,,
d_nikke_novel_05_83,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_83,True,,7,idle,,1,1,1.0,,novel,,3,idle,,5,idle,,1,delight,d_nikke_novel_05_87,,,,,,
d_nikke_novel_05_84,d_nikke_novel_05,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_05_84,True,,7,idle,,3,3,1.0,,exia,,3,sad,,5,idle,,1,delight,,,,,,,
d_nikke_novel_05_85,d_nikke_novel_05,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_05_85,True,,7,idle,,3,3,1.0,,exia,,3,sad,,5,idle,,1,delight,,,,,,,
d_nikke_novel_05_86,d_nikke_novel_05,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_05_86,True,,7,idle,,3,3,1.0,,exia,,3,sad,,5,idle,,1,delight,,,,,,,
d_nikke_novel_05_87,d_nikke_novel_05,Speech,emma,Locale_NikkeEpisode:d_nikke_novel_05_87,True,,7,idle,,5,5,1.0,none,emma,,3,sad,,5,special,,1,delight,,,,,,,
d_nikke_novel_05_88,d_nikke_novel_05,Speech,emma,Locale_NikkeEpisode:d_nikke_novel_05_88,True,,7,idle,,5,5,1.0,,emma,,3,idle,,5,special,,1,delight,,,,,,,
d_nikke_novel_05_89,d_nikke_novel_05,Speech,emma,Locale_NikkeEpisode:d_nikke_novel_05_89,True,,7,idle,,5,5,1.0,,emma,,3,idle,,5,special,,1,delight,,,,,,,
d_nikke_novel_05_90,d_nikke_novel_05,Speech,neon,Locale_NikkeEpisode:d_nikke_novel_05_90,True,,7,no,,5,6,1.0,,neon,,3,idle,,5,special,,1,delight,,,,,,,
d_nikke_novel_05_91,d_nikke_novel_05,Speech,exia,Locale_NikkeEpisode:d_nikke_novel_05_91,False,,7,no,,6,3,0.5,,neon,,3,good,,5,special,,1,delight,,,,,,,
d_nikke_novel_05_92,d_nikke_novel_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_05_92,False,,7,no,,black,black,1.0,,,,3,good,,,,,,,,novel,exia,emma,neon,,
d_nikke_novel_05_93,d_nikke_novel_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_novel_05_93,False,,,,Cafe,1,1,1.0,bgm_story_orangepop,,,,,,,,,,,,,,,,black,
d_nikke_novel_05_94,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_94,True,,,,,1,1,1.0,,novel,,,,,,,novel,1,think,,,,,,,
d_nikke_novel_05_95,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_95,True,,,,,1,1,1.0,,novel,,,,,,,,1,idle,,,,,,,
d_nikke_novel_05_96,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_96,True,,,,,1,1,1.0,,novel,,,,,,,,1,delight,,,,,,,
d_nikke_novel_05_97,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_97,True,,,,,1,1,1.0,,novel,,,,,,,,1,delight,,,,,,,
d_nikke_novel_05_98,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_98,True,,,,,1,1,1.0,,novel,,,,,,,,1,delight,,,,,,,
d_nikke_novel_05_99,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_99,True,,,,,1,1,1.0,,novel,,,,,,,,1,think,,,,,,,
d_nikke_novel_05_100,d_nikke_novel_05,Self,Self,Locale_NikkeEpisode:d_nikke_novel_05_100,False,,,,,1,1,1.0,,novel,,,,,,,,1,think,,,,,,,
d_nikke_novel_05_101,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_101,True,,,,,1,1,1.0,,novel,,,,,,,,1,idle,,,,,,,
d_nikke_novel_05_102,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_102,False,,,,,1,1,1.0,,novel,,,,,,,,1,idle,d_nikke_novel_05_104,,,,,,
d_nikke_novel_05_103,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_103,False,,,,,1,1,1.0,,novel,,,,,,,,1,idle,d_nikke_novel_05_104,,,,,,
d_nikke_novel_05_104,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_104,False,,,,,1,1,1.0,,novel,,,,,,,,1,idle,,,,,,,
d_nikke_novel_05_105,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_105,True,,,,,1,1,1.0,,novel,,,,,,,,1,delight,,,,,,,
d_nikke_novel_05_106,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_106,True,,,,,1,1,1.0,,novel,,,,,,,,1,shy,,,,,,,
d_nikke_novel_05_107,d_nikke_novel_05,Self,Self,Locale_NikkeEpisode:d_nikke_novel_05_107,False,,,,,1,1,1.0,,novel,,,,,,,,1,shy,,,,,,,
d_nikke_novel_05_108,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_108,True,,,,,1,1,1.0,,novel,,,,,,,,1,delight,,,,,,,
d_nikke_novel_05_109,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_109,True,,,,,1,1,1.0,,novel,,,,,,,,1,delight,,,,,,,
d_nikke_novel_05_110,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_110,True,,,,,1,1,1.0,,novel,,,,,,,,1,think,,,,,,,
d_nikke_novel_05_111,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_111,True,,,,,1,1,1.0,,novel,,,,,,,,1,think,,,,,,,
d_nikke_novel_05_112,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_112,True,,,,,1,1,1.0,,novel,,,,,,,,1,think,,,,,,,
d_nikke_novel_05_113,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_113,True,,,,,1,1,1.0,,novel,,,,,,,,1,think,,,,,,,
d_nikke_novel_05_114,d_nikke_novel_05,Self,Self,Locale_NikkeEpisode:d_nikke_novel_05_114,False,,,,,1,1,1.0,,novel,,,,,,,,1,think,,,,,,,
d_nikke_novel_05_115,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_115,True,,,,,1,1,1.0,,novel,,,,,,,,1,think,,,,,,,
d_nikke_novel_05_116,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_116,True,,,,,1,1,1.0,,novel,,,,,,,,1,think,,,,,,,
d_nikke_novel_05_117,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_117,True,,,,,1,1,1.0,,novel,,,,,,,,1,think,,,,,,,
d_nikke_novel_05_118,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_118,True,,,,,1,1,1.0,,novel,,,,,,,,1,idle,,,,,,,
d_nikke_novel_05_119,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_119,True,,,,,1,1,1.0,,novel,,,,,,,,1,idle,,,,,,,
d_nikke_novel_05_120,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_120,True,,,,,1,S_10,1.0,,novel,,,,,,,,1,idle,,,,,,,
d_nikke_novel_05_121,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_121,True,,,,,S_10,S_10,1.0,,novel,,,,,,,,1,delight,,,,,,,
d_nikke_novel_05_122,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_122,True,,,,,S_10,S_10,1.0,,novel,,,,,,,,1,delight,,,,,,,
d_nikke_novel_05_123,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_123,True,,,,,S_10,S_10,1.0,,novel,,,,,,,,1,delight,,,,,,,
d_nikke_novel_05_124,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_124,True,,,,,S_10,S_10,1.0,,novel,,,,,,,,1,delight,,,,,,,
d_nikke_novel_05_125,d_nikke_novel_05,Self,Self,Locale_NikkeEpisode:d_nikke_novel_05_125,False,,,,,S_10,S_10,1.0,,novel,,,,,,,,1,delight,,,,,,,
d_nikke_novel_05_126,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_126,True,,,,,S_10,S_10,1.0,,novel,,,,,,,,1,pain,,,,,,,
d_nikke_novel_05_127,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_127,True,,,,,S_10,S_10,1.0,,novel,,,,,,,,1,pain,,,,,,,
d_nikke_novel_05_128,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_128,False,,,,,S_10,S_10,1.0,,novel,,,,,,,,1,pain,d_nikke_novel_05_130,,,,,,
d_nikke_novel_05_129,d_nikke_novel_05,Choice,,Locale_NikkeEpisode:d_nikke_novel_05_129,False,,,,,S_10,S_10,1.0,,novel,,,,,,,,1,pain,d_nikke_novel_05_130,,,,,,
d_nikke_novel_05_130,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_130,False,,,,,S_10,S_10,1.0,,novel,,,,,,,,1,idle,,,,,,,
d_nikke_novel_05_131,d_nikke_novel_05,Speech,novel,Locale_NikkeEpisode:d_nikke_novel_05_131,True,,,,,S_10,1,0.5,,novel,,,,,,,,1,idle,,,,,,,
d_nikke_novel_05_132,d_nikke_novel_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_novel_05_132,False,,,,,1,1,1.0,,,,,,,,,,13,idle,,novel,,,,,sfx_scn_doorrun
