id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,jump_target
d_nikke_ludmilla_03_24,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_24,True,,1,idle,,10,10,1.0,,,
d_nikke_ludmilla_03_25,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_25,True,,1,idle,,10,10,1.0,,,
d_nikke_ludmilla_03_26,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_26,True,,1,idle,,10,10,1.0,,,
d_nikke_ludmilla_03_27,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_27,True,,1,idle,IceLand_02,1,1,0.5,bgm_story_leisuretime,black,
d_nikke_ludmilla_03_28,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_28,False,,1,idle,,1,1,1.0,,,
d_nikke_ludmilla_03_29,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_29,True,,1,idle,,1,10,1.0,,,
d_nikke_ludmilla_03_30,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_30,False,,1,idle,,10,10,1.0,,,
d_nikke_ludmilla_03_31,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_31,True,,1,idle,,10,100,1.0,,,
d_nikke_ludmilla_03_32,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_32,False,,1,idle,,100,100,1.0,,,
d_nikke_ludmilla_03_33,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_33,True,,1,idle,,100,1,1.0,,,
d_nikke_ludmilla_03_34,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_34,True,,1,idle,,1,1,1.0,,,
d_nikke_ludmilla_03_35,d_nikke_ludmilla_03,Narration,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_35,False,,1,idle,,1,1,1.0,,,
d_nikke_ludmilla_03_36,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_36,True,,3,idle,IceLand_n,3,3,1.0,,black,
d_nikke_ludmilla_03_37,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_37,True,,3,idle,,3,30,1.0,,,
d_nikke_ludmilla_03_38,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_38,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_39,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_39,True,,3,idle,,30,90,1.0,,,
d_nikke_ludmilla_03_40,d_nikke_ludmilla_03,Choice,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_40,False,,3,idle,,90,90,1.0,,,d_nikke_ludmilla_03_42
d_nikke_ludmilla_03_41,d_nikke_ludmilla_03,Choice,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_41,False,,3,idle,,90,90,1.0,,,d_nikke_ludmilla_03_46
d_nikke_ludmilla_03_42,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_42,True,,3,delight,,90,30,1.0,,,
d_nikke_ludmilla_03_43,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_43,True,,3,delight,,30,30,1.0,,,
d_nikke_ludmilla_03_44,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_44,True,,3,delight,,30,30,1.0,,,
d_nikke_ludmilla_03_45,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_45,True,,3,delight,,30,30,1.0,,,d_nikke_ludmilla_03_50
d_nikke_ludmilla_03_46,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_46,True,,3,idle,,90,30,1.0,,,
d_nikke_ludmilla_03_47,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_47,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_48,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_48,True,,3,delight,,30,30,1.0,,,
d_nikke_ludmilla_03_49,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_49,True,,3,delight,,30,30,1.0,,,d_nikke_ludmilla_03_50
d_nikke_ludmilla_03_50,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_50,True,,3,idle,,30,300,1.0,,,
d_nikke_ludmilla_03_51,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_51,True,,3,idle,,300,300,1.0,,,
d_nikke_ludmilla_03_52,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_52,True,,3,idle,,300,300,1.0,,,
d_nikke_ludmilla_03_53,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_53,True,,3,idle,,300,30,1.0,none,,
d_nikke_ludmilla_03_54,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_54,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_55,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_55,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_56,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_56,False,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_57,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_57,True,,3,idle,,30,30,0.5,,,
d_nikke_ludmilla_03_58,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_58,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_59,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_59,False,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_60,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_60,True,,3,idle,,30,300,1.0,bgm_story_backtonormal,,
d_nikke_ludmilla_03_61,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_61,True,,3,delight,,300,300,1.0,,,
d_nikke_ludmilla_03_62,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_62,True,,3,delight,,300,300,1.0,,,
d_nikke_ludmilla_03_63,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_63,True,,3,idle,,300,300,1.0,,,
d_nikke_ludmilla_03_64,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_64,True,,3,idle,,300,300,1.0,,,
d_nikke_ludmilla_03_65,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_65,True,,3,idle,,300,30,1.0,,,
d_nikke_ludmilla_03_66,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_66,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_67,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_67,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_68,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_68,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_69,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_69,False,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_70,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_70,True,,3,think,,30,3,1.0,,,
d_nikke_ludmilla_03_71,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_71,True,,3,think,,3,3,1.0,,,
d_nikke_ludmilla_03_72,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_72,True,,3,think,,3,3,1.0,,,
d_nikke_ludmilla_03_73,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_73,True,,3,think,,3,3,1.0,,,
d_nikke_ludmilla_03_74,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_74,True,,3,think,,3,3,1.0,,,
d_nikke_ludmilla_03_75,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_75,True,,3,think,,3,3,0.5,,,
d_nikke_ludmilla_03_76,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_76,False,,3,idle,,3,3,1.0,,,
d_nikke_ludmilla_03_77,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_77,True,,3,idle,,3,3,1.0,,,
d_nikke_ludmilla_03_78,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_78,False,,3,idle,,3,3,1.0,,,
d_nikke_ludmilla_03_79,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_79,False,,3,idle,,3,3,1.0,none,,
d_nikke_ludmilla_03_80,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_80,True,,3,idle,,3,30,1.0,,,
d_nikke_ludmilla_03_81,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_81,False,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_82,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_82,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_83,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_83,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_84,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_84,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_85,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_85,False,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_86,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_86,False,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_87,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_87,True,,3,think,,30,300,0.5,bgm_story_weare,,
d_nikke_ludmilla_03_88,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_88,True,,3,think,,300,300,1.0,,,
d_nikke_ludmilla_03_89,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_89,True,,3,think,,300,300,1.0,,,
d_nikke_ludmilla_03_90,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_90,True,,3,think,,300,300,1.0,,,
d_nikke_ludmilla_03_91,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_91,True,,3,think,,300,300,1.0,,,
d_nikke_ludmilla_03_92,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_92,False,,3,think,,300,300,1.0,,,
d_nikke_ludmilla_03_93,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_93,True,,3,think,,300,30,1.0,,,
d_nikke_ludmilla_03_94,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_94,True,,3,think,,30,30,1.0,,,
d_nikke_ludmilla_03_95,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_95,False,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_96,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_96,False,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_97,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_97,False,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_98,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_98,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_99,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_99,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_100,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_100,False,,3,idle,,30,30,0.5,,,
d_nikke_ludmilla_03_101,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_101,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_102,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_102,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_103,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_103,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_104,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_104,False,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_105,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_105,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_106,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_106,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_107,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_107,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_108,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_108,True,,3,idle,,30,3,1.0,,,
d_nikke_ludmilla_03_109,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_109,False,,3,idle,,3,3,1.0,,,
d_nikke_ludmilla_03_110,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_110,True,,3,idle,,3,3,1.0,,,
d_nikke_ludmilla_03_111,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_111,False,,3,idle,,3,3,1.0,,,
d_nikke_ludmilla_03_112,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_112,True,,3,idle,,3,3,1.0,,,
d_nikke_ludmilla_03_113,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_113,True,,3,idle,,3,30,1.0,,,
d_nikke_ludmilla_03_114,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_114,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_115,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_115,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_116,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_116,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_117,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_117,True,,3,idle,,30,30,1.0,,,
d_nikke_ludmilla_03_118,d_nikke_ludmilla_03,Self,ludmilla,,Locale_NikkeEpisode:d_nikke_ludmilla_03_118,False,,3,idle,,30,30,0.5,,,
d_nikke_ludmilla_03_119,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_119,True,,3,idle,,30,300,1.0,,,
d_nikke_ludmilla_03_120,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_120,True,,3,idle,,black,black,1.0,,,
d_nikke_ludmilla_03_121,d_nikke_ludmilla_03,Speech,ludmilla,ludmilla,Locale_NikkeEpisode:d_nikke_ludmilla_03_121,True,,3,idle,,black,black,1.0,,,
