id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,jump_target,play_sound,set_filter_01,set_filter_02,set_camera_shake
d_nikke_quency_04_35,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_35,False,,3,surprise,,30,30,1.0,,,,,,,
d_nikke_quency_04_36,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_36,True,,3,surprise,,30,300,1.0,,,,,,,
d_nikke_quency_04_37,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_37,False,,3,surprise,,300,300,1.0,,quency,,,,,
d_nikke_quency_04_38,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_38,False,,,,,300,100,1.0,,,,,,,
d_nikke_quency_04_39,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_39,False,,,,,100,100,1.0,,,,,,,
d_nikke_quency_04_40,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_40,False,,,,,black,black,1.0,,,,,,,
d_nikke_quency_04_41,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_41,False,quency,1,idle,Jail,black,black,1.0,,,,,,,
d_nikke_quency_04_42,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_42,True,,1,idle,,1,1,1.0,,,,,,,
d_nikke_quency_04_43,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_43,True,,1,idle,,1,10,0.5,,,,,,,
d_nikke_quency_04_44,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_44,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_45,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_45,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_46,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_46,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_47,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_47,False,,1,idle,,10,10,1.0,,,,sfx_scn_rustydooropen,,,
d_nikke_quency_04_48,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_48,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_49,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_49,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_50,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_50,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_51,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_51,True,,1,idle,,10,10,1.0,,quency,,,,,
d_nikke_quency_04_52,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_52,False,,,,,10,100,1.0,,,,,,,
d_nikke_quency_04_53,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_53,False,quency,3,idle,Drain,black,black,1.0,,,,,,,
d_nikke_quency_04_54,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_54,False,,3,idle,,30,30,1.0,,,,,,,
d_nikke_quency_04_55,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_55,True,,3,idle,,30,30,1.0,,,,,,,
d_nikke_quency_04_56,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_56,False,,3,idle,,30,30,1.0,,,,,,,
d_nikke_quency_04_57,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_57,True,,3,idle,,30,30,1.0,,,,,,,
d_nikke_quency_04_58,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_58,False,,3,idle,,30,30,1.0,,,,,,,
d_nikke_quency_04_59,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_59,True,,3,idle,,30,3,1.0,,,,,,,
d_nikke_quency_04_60,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_60,True,,3,idle,,3,3,1.0,,,,,,,
d_nikke_quency_04_61,d_nikke_quency_04,Choice,,,Locale_NikkeEpisode:d_nikke_quency_04_61,False,,3,idle,,3,3,1.0,,,d_nikke_quency_04_63,,,,
d_nikke_quency_04_62,d_nikke_quency_04,Choice,,,Locale_NikkeEpisode:d_nikke_quency_04_62,False,,3,idle,,3,3,1.0,,,d_nikke_quency_04_63,,,,
d_nikke_quency_04_63,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_63,True,,3,idle,,3,30,1.0,,,,,,,
d_nikke_quency_04_64,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_64,True,,3,idle,,30,30,1.0,,,,,,,
d_nikke_quency_04_65,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_65,False,,3,idle,,30,30,1.0,,,,,,,
d_nikke_quency_04_66,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_66,True,,3,idle,,30,3,1.0,,,,,,,
d_nikke_quency_04_67,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_67,True,,3,idle,,3,3,1.0,,,,,,,
d_nikke_quency_04_68,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_68,False,,3,idle,,black,black,1.0,,,,sfx_scn_spark,,,
d_nikke_quency_04_69,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_69,False,,3,idle,,black,black,1.0,,,,,,,
d_nikke_quency_04_70,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_70,True,,3,idle,,3,3,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_71,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_71,False,,3,idle,,3,30,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_72,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_72,True,,3,idle,,30,30,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_73,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_73,False,,3,idle,,30,30,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_74,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_74,True,,3,idle,,30,30,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_75,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_75,False,,3,idle,,30,30,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_76,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_76,True,,3,idle,,30,30,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_77,d_nikke_quency_04,Choice,,,Locale_NikkeEpisode:d_nikke_quency_04_77,False,,3,idle,,30,30,1.0,,,d_nikke_quency_04_79,,Grey,Vignetting,
d_nikke_quency_04_78,d_nikke_quency_04,Choice,,,Locale_NikkeEpisode:d_nikke_quency_04_78,False,,3,idle,,30,30,1.0,,,d_nikke_quency_04_79,,Grey,Vignetting,
d_nikke_quency_04_79,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_79,True,,3,idle,,30,300,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_80,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_80,True,,3,idle,,300,300,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_81,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_81,True,,3,idle,,300,300,1.0,,quency,,,Grey,Vignetting,
d_nikke_quency_04_82,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_82,False,,,,,300,300,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_83,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_83,False,,,,,black,black,1.0,,,,,,,
d_nikke_quency_04_84,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_84,False,,,,Jail,black,black,1.0,none,,,,,,
d_nikke_quency_04_85,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_85,False,,,,,black,black,1.0,,,,sfx_scn_rustydooropen,,,
d_nikke_quency_04_86,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_86,False,,,,,1,1,1.0,,,,,,,
d_nikke_quency_04_87,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_87,False,,,,,1,1,1.0,,,,,,,
d_nikke_quency_04_88,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_88,False,,,,,1,10,1.0,,,,,,,
d_nikke_quency_04_89,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_89,False,,,,,10,10,1.0,,,,,,,
d_nikke_quency_04_90,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_90,False,,,,,10,10,1.0,,,,,,,
d_nikke_quency_04_91,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_91,False,,,,,10,10,1.0,,,,,,,
d_nikke_quency_04_92,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_92,False,,,,,10,6001,1.0,bgm_enemyclose,,,,,,
d_nikke_quency_04_93,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_93,False,,,,,6001,6001,1.0,,,,,,,
d_nikke_quency_04_94,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_94,False,,,,,6001,10,1.0,,,,,,,
d_nikke_quency_04_95,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_95,False,,,,Drain,black,black,1.0,,,,,,,
d_nikke_quency_04_96,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_96,False,,,,,10,10,1.0,,,,,,,
d_nikke_quency_04_97,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_97,False,,,,,10,10,1.0,,,,,,,
d_nikke_quency_04_98,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_98,False,,,,,black,black,1.0,,,,sfx_scn_spark,,,
d_nikke_quency_04_99,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_99,False,,,,,black,black,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_100,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_100,False,,,,,1,10,1.0,,,,sfx_scn_groundbreak,Grey,Vignetting,Low_2
d_nikke_quency_04_101,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_101,False,,,,,10,10,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_102,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_102,False,,,,,10,10,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_103,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_103,False,,,,,10,10,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_104,d_nikke_quency_04,Choice,,,Locale_NikkeEpisode:d_nikke_quency_04_104,False,,,,,10,10,1.0,,,d_nikke_quency_04_107,,Grey,Vignetting,
d_nikke_quency_04_105,d_nikke_quency_04,Choice,,,Locale_NikkeEpisode:d_nikke_quency_04_105,False,,,,,10,10,1.0,,,d_nikke_quency_04_106,,Grey,Vignetting,
d_nikke_quency_04_106,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_106,False,,,,,10,10,1.0,,,d_nikke_quency_04_107,,Grey,Vignetting,
d_nikke_quency_04_107,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_107,False,,,,,10,10,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_108,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_108,False,,,,,10,1,1.0,,,,,Grey,Vignetting,
d_nikke_quency_04_109,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_109,False,,,,,black,black,1.0,,,,,,,
d_nikke_quency_04_110,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_110,False,,,,,1,1,1.0,,,,sfx_scn_hungry,Grey,,
d_nikke_quency_04_111,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_111,False,,,,,1,100,1.0,,,,,Grey,,
d_nikke_quency_04_112,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_112,False,,,,,100,100,1.0,,,,,Grey,,
d_nikke_quency_04_113,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_113,False,,,,,100,100,1.0,,,,,Grey,,
d_nikke_quency_04_114,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_114,False,,,,,100,100,1.0,,,,,Grey,,
d_nikke_quency_04_115,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_115,False,,,,,100,100,1.0,,,,,Grey,,
d_nikke_quency_04_116,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_116,False,,,,,100,100,1.0,,,,,Grey,Blur_Middle,
d_nikke_quency_04_117,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_117,True,,,,,100,1,1.0,,,,,Grey,Blur_Middle,
d_nikke_quency_04_118,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_118,False,,,,,1,1,1.0,,,,,Grey,,
d_nikke_quency_04_119,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_119,True,,,,,1,1,1.0,,,,,Grey,,
d_nikke_quency_04_120,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_120,False,,,,,1,1,1.0,,,,,Grey,,
d_nikke_quency_04_121,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_121,False,,,,,1,1,1.0,none,,,sfx_scn_trip,Grey,,Low_2
d_nikke_quency_04_122,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_122,True,quency,1,surprise,,1,100,1.0,,,,,Grey,,
d_nikke_quency_04_123,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_123,True,,1,surprise,,100,100,1.0,,,,,Grey,,
d_nikke_quency_04_124,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_124,False,,1,surprise,,100,100,1.0,,,,sfx_scn_slap,Grey,,Low_2
d_nikke_quency_04_125,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_125,False,,1,surprise,,100,100,1.0,,,,,Grey,,
d_nikke_quency_04_126,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_126,True,,1,surprise,,100,100,1.0,,,,,Grey,Blur_Middle,
d_nikke_quency_04_127,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_127,True,,1,surprise,,100,100,1.0,,,,,Grey,Blur_Middle,
d_nikke_quency_04_128,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_128,True,,1,surprise,,100,100,1.0,,,,,Grey,Blur_High,
d_nikke_quency_04_129,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_129,False,,1,surprise,,100,100,1.0,,,,sfx_scn_slap,Grey,Blur_High,Low_2
d_nikke_quency_04_130,d_nikke_quency_04,Speech,quency,quency,Locale_NikkeEpisode:d_nikke_quency_04_130,True,,1,surprise,,100,100,1.0,,,,,Grey,Blur_High,
d_nikke_quency_04_131,d_nikke_quency_04,Monologue,,,Locale_NikkeEpisode:d_nikke_quency_04_131,False,,1,surprise,,black,black,1.0,,quency,,,Grey,Blur_High,
d_nikke_quency_04_132,d_nikke_quency_04,Narration,,,Locale_NikkeEpisode:d_nikke_quency_04_132,False,mana,1,idle,Hospital,black,black,1.0,,,,sfx_scn_ultrasonic,,,
d_nikke_quency_04_133,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_133,False,,1,idle,,black,black,1.0,,,,,,,
d_nikke_quency_04_134,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_134,True,,1,idle,,1,1,1.0,bgm_story_fairytalesend_if,,,,,,
d_nikke_quency_04_135,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_135,False,,1,idle,,1,1,1.0,,,,,,,
d_nikke_quency_04_136,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_136,True,,1,idle,,1,10,1.0,,,,,,,
d_nikke_quency_04_137,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_137,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_138,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_138,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_139,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_139,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_140,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_140,True,,1,idle,,10,1,1.0,,,,,,,
d_nikke_quency_04_141,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_141,True,,1,idle,,1,1,1.0,,,,,,,
d_nikke_quency_04_142,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_142,True,,1,idle,,1,1,1.0,,,,,,,
d_nikke_quency_04_143,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_143,True,,1,idle,,1,10,1.0,,,,,,,
d_nikke_quency_04_144,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_144,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_145,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_145,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_146,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_146,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_147,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_147,True,,1,idle,,10,100,1.0,,,,,,,
d_nikke_quency_04_148,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_148,True,,1,idle,,100,100,1.0,,,,,,,
d_nikke_quency_04_149,d_nikke_quency_04,Choice,,,Locale_NikkeEpisode:d_nikke_quency_04_149,False,,1,idle,,100,100,1.0,,,d_nikke_quency_04_151,,,,
d_nikke_quency_04_150,d_nikke_quency_04,Choice,,,Locale_NikkeEpisode:d_nikke_quency_04_150,False,,1,idle,,100,100,1.0,,,d_nikke_quency_04_151,,,,
d_nikke_quency_04_151,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_151,True,,1,idle,,100,10,1.0,,,,,,,
d_nikke_quency_04_152,d_nikke_quency_04,Choice,,,Locale_NikkeEpisode:d_nikke_quency_04_152,False,,1,idle,,10,10,1.0,,,d_nikke_quency_04_154,,,,
d_nikke_quency_04_153,d_nikke_quency_04,Choice,,,Locale_NikkeEpisode:d_nikke_quency_04_153,False,,1,idle,,10,10,1.0,,,d_nikke_quency_04_156,,,,
d_nikke_quency_04_154,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_154,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_155,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_155,True,,1,idle,,10,10,1.0,,,d_nikke_quency_04_159,,,,
d_nikke_quency_04_156,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_156,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_157,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_157,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_158,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_158,True,,1,idle,,10,10,1.0,,,d_nikke_quency_04_159,,,,
d_nikke_quency_04_159,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_159,True,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_160,d_nikke_quency_04,Self,,,Locale_NikkeEpisode:d_nikke_quency_04_160,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_quency_04_161,d_nikke_quency_04,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_quency_04_161,True,,1,idle,,10,100,1.0,,,,,,,
