id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/2/hide_char_id,characters/3/hide_char_id
d_nikke_ce_003_02_03_22,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_22,True,,3,surprise,,1,worry,,,,,,,,2,10,1.0,,,,,
d_nikke_ce_003_02_03_23,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_23,True,,3,surprise,,1,worry,,,,,,,,10,10,1.0,,,,,
d_nikke_ce_003_02_03_24,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_24,True,,3,surprise,,1,worry,,,,,,,,10,10,1.0,,,,,
d_nikke_ce_003_02_03_25,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_25,True,,3,worry,,1,worry,,,,,,,,30,30,1.0,,,,,
d_nikke_ce_003_02_03_26,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_26,True,,3,worry,,1,worry,,,,,,,,30,30,1.0,,,,,
d_nikke_ce_003_02_03_27,d_nikke_ce_003_02_03,Narration,ce_003_02,,Locale_NikkeEpisode:d_nikke_ce_003_02_03_27,False,,3,idle,,1,worry,,,,,,,,black,black,1.0,,,,,
d_nikke_ce_003_02_03_28,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_28,True,,3,idle,,1,idle,,,,,,,,2,2,1.0,,,,,
d_nikke_ce_003_02_03_29,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_29,True,,3,idle,,1,idle,,,,,,,,2,2,1.0,,,,,
d_nikke_ce_003_02_03_30,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_30,True,,3,idle,,1,idle,,,,,,,,2,30,1.0,,,,,
d_nikke_ce_003_02_03_31,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_31,True,,3,idle,,1,idle,,,,,,,,30,30,1.0,,,,,
d_nikke_ce_003_02_03_32,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_32,True,,3,worry,,1,idle,,,,,,,,30,30,1.0,,,,,
d_nikke_ce_003_02_03_33,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_33,True,,3,worry,,1,idle,,,,,,,,30,30,1.0,,,,,
d_nikke_ce_003_02_03_34,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_34,True,,3,worry,,1,idle,,,,,,,,30,30,1.0,,,,,
d_nikke_ce_003_02_03_35,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_35,True,,3,worry,,1,idle,,,,,,,,30,30,1.0,,,,,
d_nikke_ce_003_02_03_36,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_36,True,,3,no,,1,idle,,,,,,,,30,30,1.0,,,,,
d_nikke_ce_003_02_03_37,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_37,True,,3,worry,,1,idle,,,,,,,,30,30,1.0,,,,,
d_nikke_ce_003_02_03_38,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_38,True,,3,worry,,1,idle,,,,,,,,10,10,1.0,,,,,
d_nikke_ce_003_02_03_39,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_39,True,,3,worry,,1,idle,,,,,,,,10,10,1.0,,,,,
d_nikke_ce_003_02_03_40,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_40,True,,3,worry,,1,idle,,,,,,,,10,10,1.0,,,,,
d_nikke_ce_003_02_03_41,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_41,True,,3,worry,,1,idle,,,,,,,,10,10,1.0,,,,,
d_nikke_ce_003_02_03_42,d_nikke_ce_003_02_03,Narration,ce_003_02,,Locale_NikkeEpisode:d_nikke_ce_003_02_03_42,False,,3,worry,,1,idle,,,,,,,,black,black,1.0,,,,,
d_nikke_ce_003_02_03_43,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_43,True,,3,worry,,1,idle,,,,,,,,30,30,1.0,,,,,
d_nikke_ce_003_02_03_44,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_44,True,,3,delight,,1,idle,,,,,,,,30,30,1.0,,,,,
d_nikke_ce_003_02_03_45,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_45,True,,3,delight,,1,delight,,,,,,,,30,2,1.0,,,,,
d_nikke_ce_003_02_03_46,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_46,True,,3,worry,,1,delight,,,,,,,,2,2,1.0,,,,,
d_nikke_ce_003_02_03_47,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_47,True,,3,worry,,1,idle,,,,,,,,2,2,1.0,,,,,
d_nikke_ce_003_02_03_48,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_48,True,,3,idle,,1,worry,,,,,,,,2,2,1.0,,,,,
d_nikke_ce_003_02_03_49,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_49,True,,3,idle,,1,worry,,,,,,,,2,2,1.0,,,,,
d_nikke_ce_003_02_03_50,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_50,True,,3,idle,,1,idle,,,,,,,,2,2,1.0,,,,,
d_nikke_ce_003_02_03_51,d_nikke_ce_003_02_03,Speech,ce_003_02,ce_003_02,Locale_NikkeEpisode:d_nikke_ce_003_02_03_51,True,,3,delight,,1,idle,,,,,,,,2,2,1.0,,,,,
d_nikke_ce_003_02_03_52,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_52,True,,3,idle,,1,delight,,,,,,,,2,10,1.0,,,,,
d_nikke_ce_003_02_03_53,d_nikke_ce_003_02_03,Speech,diesel,diesel,Locale_NikkeEpisode:d_nikke_ce_003_02_03_53,True,,3,idle,,1,delight,,,,,,,,10,10,1.0,,,,,
