id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,jump_target
d_nikke_moran_03_42,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_42,True,,1,delight,,10,10,1.0,,,,
d_nikke_moran_03_43,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_43,True,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_44,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_44,False,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_45,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_45,True,,1,worry,,10,1,1.0,,,,
d_nikke_moran_03_46,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_46,True,,1,worry,,1,1,1.0,,,,
d_nikke_moran_03_47,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_47,False,,1,worry,,1,1,1.0,,,,
d_nikke_moran_03_48,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_48,True,,1,worry,,1,1,1.0,,,,
d_nikke_moran_03_49,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_49,True,,1,worry,,1,10,1.0,,,,
d_nikke_moran_03_50,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_50,False,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_51,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_51,True,,1,worry,,10,130,1.0,,,,
d_nikke_moran_03_52,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_52,True,,1,idle,,130,130,1.0,,,,
d_nikke_moran_03_53,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_53,True,,1,idle,,130,130,1.0,,,,
d_nikke_moran_03_54,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_54,True,,1,idle,,130,130,1.0,,,,
d_nikke_moran_03_55,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_55,True,,1,idle,,130,130,1.0,,,,
d_nikke_moran_03_56,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_56,True,,1,idle,,130,10,1.0,,,,
d_nikke_moran_03_57,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_57,True,,1,idle,,10,10,1.0,,,,
d_nikke_moran_03_58,d_nikke_moran_03,Narration,,,Locale_NikkeEpisode:d_nikke_moran_03_58,False,,1,idle,Backstreet,black,black,1.0,,black,,
d_nikke_moran_03_59,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_59,False,,1,think,,1,1,1.0,,,,
d_nikke_moran_03_60,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_60,True,,1,think,,1,1,1.0,,,,
d_nikke_moran_03_61,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_61,False,,1,think,,1,1,1.0,,,,
d_nikke_moran_03_62,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_62,True,,1,think,,1,1,1.0,,,,
d_nikke_moran_03_63,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_63,True,,1,think,,1,10,1.0,,,,
d_nikke_moran_03_64,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_64,False,,1,think,,10,10,1.0,,,,
d_nikke_moran_03_65,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_65,True,,1,think,,10,10,1.0,,,,
d_nikke_moran_03_66,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_66,True,,1,think,,10,10,1.0,,,,
d_nikke_moran_03_67,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_67,False,,1,think,,10,10,1.0,,,,
d_nikke_moran_03_68,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_68,True,,1,think,,10,10,1.0,,,,
d_nikke_moran_03_69,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_69,True,,1,think,,10,1,1.0,,,,
d_nikke_moran_03_70,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_70,True,,1,think,,1,1,1.0,,,,
d_nikke_moran_03_71,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_71,False,,1,think,,1,1,1.0,none,,,
d_nikke_moran_03_72,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_72,False,,1,angry,,1,100,2.0,,,,
d_nikke_moran_03_73,d_nikke_moran_03,Narration,,,Locale_NikkeEpisode:d_nikke_moran_03_73,False,,1,angry,,100,100,1.0,,,sfx_scn_heavyknock,
d_nikke_moran_03_74,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_74,True,,1,angry,,100,100,1.0,,,,
d_nikke_moran_03_75,d_nikke_moran_03,Narration,,,Locale_NikkeEpisode:d_nikke_moran_03_75,False,,1,angry,,100,100,1.0,,,sfx_scn_rustydooropen,
d_nikke_moran_03_76,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_76,True,,1,angry,,100,1300,1.0,bgm_story_fairytalesend_if,,,
d_nikke_moran_03_77,d_nikke_moran_03,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_03_77,False,,1,angry,,1300,1300,1.0,,,,
d_nikke_moran_03_78,d_nikke_moran_03,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_03_78,False,,1,angry,,1300,1300,1.0,,,,
d_nikke_moran_03_79,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_79,True,,1,worry,,1300,100,1.0,,,,
d_nikke_moran_03_80,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_80,False,,1,worry,,100,100,1.0,,,,
d_nikke_moran_03_81,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_81,True,,1,worry,,100,10,1.0,,,,
d_nikke_moran_03_82,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_82,True,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_83,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_83,True,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_84,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_84,True,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_85,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_85,True,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_86,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_86,True,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_87,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_87,True,,1,think,,10,10,1.0,,,,
d_nikke_moran_03_88,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_88,True,,1,think,,10,10,1.0,,,,
d_nikke_moran_03_89,d_nikke_moran_03,Narration,,,Locale_NikkeEpisode:d_nikke_moran_03_89,False,,1,think,,10,1,1.0,,,,
d_nikke_moran_03_90,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_90,False,,1,angry,,1,1,1.0,,,,
d_nikke_moran_03_91,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_91,False,,1,angry,,1,1,1.0,,,,
d_nikke_moran_03_92,d_nikke_moran_03,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_03_92,False,,1,angry,,1,1,1.0,,,,
d_nikke_moran_03_93,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_93,True,,1,angry,,1,1,1.0,,,,
d_nikke_moran_03_94,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_94,True,,1,angry,,1,13,1.0,,,,
d_nikke_moran_03_95,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_95,True,,1,angry,,13,13,1.0,,,,
d_nikke_moran_03_96,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_96,True,,1,angry,,13,13,1.0,,,,
d_nikke_moran_03_97,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_97,True,,1,angry,,13,13,1.0,,,,
d_nikke_moran_03_98,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_98,True,,1,angry,,13,13,1.0,,,,
d_nikke_moran_03_99,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_99,True,,1,angry,,13,13,1.0,,,,
d_nikke_moran_03_100,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_100,True,,1,worry,,13,1,1.0,,,,
d_nikke_moran_03_101,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_101,True,,1,worry,,1,10,1.0,,,,
d_nikke_moran_03_102,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_102,True,,1,worry,,10,130,1.0,,,,
d_nikke_moran_03_103,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_103,True,,1,worry,,130,130,1.0,,,,
d_nikke_moran_03_104,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_104,True,,1,worry,,130,130,1.0,,,,
d_nikke_moran_03_105,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_105,False,,1,worry,,130,130,1.0,,,,
d_nikke_moran_03_106,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_106,True,,1,worry,,130,130,1.0,,,,
d_nikke_moran_03_107,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_107,True,,1,worry,,130,130,1.0,,,,
d_nikke_moran_03_108,d_nikke_moran_03,Speech,haggardwoman,haggardwoman,Locale_NikkeEpisode:d_nikke_moran_03_108,True,,1,worry,,130,130,1.0,,,,
d_nikke_moran_03_109,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_109,False,,1,worry,,130,130,1.0,,,,
d_nikke_moran_03_110,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_110,False,,1,worry,,130,10,1.0,,,,
d_nikke_moran_03_111,d_nikke_moran_03,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_03_111,False,,1,worry,City_d,black,black,1.0,,black,,
d_nikke_moran_03_112,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_112,True,,1,think,,10,10,1.0,,,,
d_nikke_moran_03_113,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_113,False,,1,think,,10,10,1.0,,,,
d_nikke_moran_03_114,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_114,True,,1,think,,10,10,1.0,,,,
d_nikke_moran_03_115,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_115,True,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_116,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_116,True,,1,worry,,10,100,1.0,,,,
d_nikke_moran_03_117,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_117,True,,1,worry,,100,100,1.0,,,,
d_nikke_moran_03_118,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_118,True,,1,worry,,100,100,1.0,,,,
d_nikke_moran_03_119,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_119,True,,1,worry,,100,100,1.0,,,,
d_nikke_moran_03_120,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_120,True,,1,worry,,100,10,1.0,,,,
d_nikke_moran_03_121,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_121,False,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_122,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_122,True,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_123,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_123,True,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_124,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_124,True,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_125,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_125,True,,1,worry,,10,10,1.0,,,,
d_nikke_moran_03_126,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_126,True,,1,worry,,10,100,1.0,,,,
d_nikke_moran_03_127,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_127,True,,1,worry,,100,100,1.0,,,,
d_nikke_moran_03_128,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_128,True,,1,worry,,100,100,1.0,,,,
d_nikke_moran_03_129,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_129,True,,1,worry,,100,100,1.0,,,,
d_nikke_moran_03_130,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_130,True,,1,idle,,100,100,1.0,,,,
d_nikke_moran_03_131,d_nikke_moran_03,Speech,purewoman,purewoman,Locale_NikkeEpisode:d_nikke_moran_03_131,True,,1,idle,,100,100,1.0,,,,
d_nikke_moran_03_132,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_132,True,,1,idle,,100,100,1.0,,,,
d_nikke_moran_03_133,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_133,False,,1,idle,,100,100,1.0,,,,
d_nikke_moran_03_134,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_134,True,,1,idle,,100,10,1.0,none,,,
d_nikke_moran_03_135,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_135,True,,1,idle,,10,10,1.0,,,,
d_nikke_moran_03_136,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_136,False,,1,idle,,10,10,1.0,,,,
d_nikke_moran_03_137,d_nikke_moran_03,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_03_137,False,,1,idle,Backstreet,black,black,1.0,bgm_story_herecomestrouble,,,
d_nikke_moran_03_138,d_nikke_moran_03,Speech,sadman,sadman,Locale_NikkeEpisode:d_nikke_moran_03_138,True,,1,idle,,113,113,1.0,,,,
d_nikke_moran_03_139,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_139,True,,1,angry,,113,113,1.0,,,,
d_nikke_moran_03_140,d_nikke_moran_03,Speech,sadman,sadman,Locale_NikkeEpisode:d_nikke_moran_03_140,True,,1,angry,,113,113,1.0,,,,
d_nikke_moran_03_141,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_141,True,,1,worry,,113,113,1.0,,,,
d_nikke_moran_03_142,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_142,False,,1,worry,,113,113,1.0,,,,
d_nikke_moran_03_143,d_nikke_moran_03,Speech,storywoman,storywoman,Locale_NikkeEpisode:d_nikke_moran_03_143,True,,1,worry,,113,31,1.0,,black,,
d_nikke_moran_03_144,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_144,True,,1,angry,,31,31,1.0,,,,
d_nikke_moran_03_145,d_nikke_moran_03,Speech,storywoman,storywoman,Locale_NikkeEpisode:d_nikke_moran_03_145,True,,1,angry,,31,31,1.0,,,,
d_nikke_moran_03_146,d_nikke_moran_03,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_03_146,True,,1,worry,,31,31,1.0,,,,
d_nikke_moran_03_147,d_nikke_moran_03,Self,,,Locale_NikkeEpisode:d_nikke_moran_03_147,False,,1,worry,,31,31,1.0,,,,
d_nikke_moran_03_148,d_nikke_moran_03,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_03_148,False,,1,no,City_d,black,black,1.0,,,,
d_nikke_moran_03_149,d_nikke_moran_03,Speech,pricklywoman,pricklywoman,Locale_NikkeEpisode:d_nikke_moran_03_149,True,,1,no,,100,100,1.0,,,,
d_nikke_moran_03_150,d_nikke_moran_03,Speech,angryman,angryman,Locale_NikkeEpisode:d_nikke_moran_03_150,True,,1,no,,100,100,1.0,,,,
d_nikke_moran_03_151,d_nikke_moran_03,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_03_151,False,,1,no,,black,black,1.0,,,,
