id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
s001_04_15,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_15,True,,1,sad2,,3,idle,,5,idle,,7,idle,,30,30,1.0,
s001_04_16,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_16,True,,1,sad2,,3,idle,,5,idle,,7,idle,,30,30,1.0,
s001_04_17,s001_04,Speech,marian_p,marian_p,Locale_SideStory:s001_04_17,True,,1,sad2,,3,idle,,5,idle,,7,idle,,30,31,1.0,
s001_04_18,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_18,True,,1,sad2,,3,idle,,5,idle,,7,idle,,31,31,1.0,
s001_04_19,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_19,True,,1,sad2,,3,idle,,5,idle,,7,idle,,31,31,1.0,
s001_04_20,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_20,True,,1,sad2,,3,idle,,5,idle,,7,idle,,31,31,1.0,
s001_04_21,s001_04,Speech,marian_p,marian_p,Locale_SideStory:s001_04_21,False,,1,sad2,,3,idle,,5,idle,,7,idle,,31,31,1.0,
s001_04_22,s001_04,Speech,marian_p,marian_p,Locale_SideStory:s001_04_22,True,,1,sad2,,3,idle,,5,idle,,7,idle,,31,31,1.0,
s001_04_23,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_23,True,,1,sad2,,3,idle,,5,sad,,7,idle,,31,75,1.5,
s001_04_24,s001_04,Speech,hongryeon,hongryeon,Locale_SideStory:s001_04_24,True,,1,sad2,,3,idle,,5,sad,,7,idle,,75,75,1.0,
s001_04_25,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_25,True,,1,sad2,,3,idle,,5,sad,,7,idle,,75,53,1.0,
s001_04_26,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_26,True,,1,sad2,,3,idle,,5,sad,,7,idle,,53,53,1.0,
s001_04_27,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_27,True,,1,sad2,,3,idle,,5,sad,,7,idle,,53,53,1.0,
s001_04_28,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_28,True,,1,sad2,,3,idle,,5,sad,,7,idle,,53,53,1.0,
s001_04_29,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_29,True,,1,sad2,,3,idle,,5,sad,,7,idle,,53,53,1.0,
s001_04_30,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_30,True,,1,sad2,,3,idle,,5,sad,,7,idle,,53,53,1.0,
s001_04_31,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_31,False,,1,sad2,,3,pain,,5,sad,,7,idle,,53,53,1.0,
s001_04_32,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_32,True,,1,sad2,,3,pain,,5,sad,,7,idle,,53,50,1.0,
s001_04_33,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_33,True,,1,sad2,,3,pain,,5,sad,,7,idle,,50,50,1.0,
s001_04_34,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_34,True,,1,sad2,,3,pain,,5,delight,,7,idle,,50,500,0.5,
s001_04_35,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_35,True,,1,sad2,,3,idle,,5,delight,,7,idle,,500,500,1.0,
s001_04_36,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_36,True,,1,sad2,,3,idle,,5,shy,,7,idle,,500,500,1.0,
s001_04_37,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_37,True,,1,sad2,,3,idle,,5,pain,,7,idle,,500,5,1.0,
s001_04_38,s001_04,Speech,hongryeon,hongryeon,Locale_SideStory:s001_04_38,False,,1,sad2,,3,idle,,5,pain,,7,pain,,5,75,1.0,
s001_04_39,s001_04,Speech,hongryeon,hongryeon,Locale_SideStory:s001_04_39,True,,1,sad2,,3,idle,,5,pain,,7,idle,,75,75,1.0,
s001_04_40,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_40,False,,1,sad2,,3,pain,,5,pain,,7,idle,,30,30,1.0,
s001_04_41,s001_04,Speech,hongryeon,hongryeon,Locale_SideStory:s001_04_41,True,,1,sad2,,3,pain,,5,sad,,7,no,,70,70,1.0,
s001_04_42,s001_04,Speech,hongryeon,hongryeon,Locale_SideStory:s001_04_42,True,,1,sad2,,3,pain,,5,sad,,7,no,,70,70,1.0,
s001_04_43,s001_04,Speech,hongryeon,hongryeon,Locale_SideStory:s001_04_43,True,,1,sad2,,3,idle,,5,sad,,7,no,,70,70,1.0,
s001_04_44,s001_04,Speech,hongryeon,hongryeon,Locale_SideStory:s001_04_44,True,,1,sad2,,3,idle,,5,sad,,7,no,,70,70,1.0,
s001_04_45,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_45,True,,1,sad2,,3,idle,,5,sad,,7,no,,70,50,1.0,
s001_04_46,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_46,True,,1,sad2,,3,idle,,5,sad,,7,no,,50,30,1.0,
s001_04_47,s001_04,Speech,snowwhite,snowwhite,Locale_SideStory:s001_04_47,True,,1,sad2,,3,idle,,5,sad,,7,idle,,30,30,1.0,
s001_04_48,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_48,True,,1,sad2,,3,idle,,5,sad,,7,idle,,50,50,1.0,
s001_04_49,s001_04,Speech,marian_p,marian_p,Locale_SideStory:s001_04_49,True,,1,sad2,,3,idle,,5,sad,,7,idle,,10,10,1.0,
s001_04_50,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_50,True,,1,sad2,,3,idle,,5,sad,,7,idle,,50,50,1.0,
s001_04_51,s001_04,Speech,marian_p,marian_p,Locale_SideStory:s001_04_51,True,,1,sad2,,3,idle,,5,sad,,7,idle,,10,10,1.0,
s001_04_52,s001_04,Speech,rapunzel,rapunzel,Locale_SideStory:s001_04_52,True,,1,sad2,,3,idle,,5,sad,,7,idle,,50,50,1.0,
s001_04_53,s001_04,Speech,marian_p,marian_p,Locale_SideStory:s001_04_53,False,,1,sad2,,3,idle,,5,sad,,7,idle,,10,10,1.0,
