stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,mod_value,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/private_monster_count
7019011,wave_campaign_hard_007,Campaign,90,5,true,false,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Night,ibg_wasteland_001,1310030131,path_grd_close_elite1_801,3220030131,Dash,3220030131,Dash,2220040131,Jump,2320050231,Jump,path_grd_far_small_033,7,2220030131,Dash,2220030131,Dash,2220030131,Dash,2220040131,Dash,path_grd_mid_small_058,7,3220030131,Dash,3220030131,Dash,3220030131,Dash,2220040131,Dash,path_fly_mid_elite1_802,0,3210010131,Dash,3210010131,Dash,3210030131,Drop,1310030131,Drop,path_grd_far_small_044,6,2220030131,Jump,2220030131,Jump,2220030131,Jump,2220040131,Dash,9,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7019012,wave_campaign_hard_007,Campaign,90,5,true,false,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Night,ibg_wasteland_001,1320040131,path_grd_close_small_001,1220020131,Drop,1220020131,Drop,1220030131,Dash,1220030131,Dash,path_grd_mid_elite1_802,7,1120010131,Jump,1120010131,Jump,1220020131,Drop,2320050231,Drop,path_fly_mid_small_053,6,2210040131,Dash,2210040131,Dash,2210040131,Dash,1210040131,Dash,path_grd_mid_special_065,0,1120010131,Dash,1120010131,Dash,1220030131,Drop,1320040131,Drop,path_grd_far_small_071,11,1220040131,Dash,1220040131,Dash,1220040131,Dash,3220020131,Dash,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7019013,wave_campaign_hard_007,Campaign,90,7,true,false,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Night,ibg_wasteland_001,1320040131,path_grd_mid_small_005,1220010131,Dash,1220010131,Dash,3220040131,Dash,3220040131,Dash,path_grd_mid_small_070,,2220010131,Dash,2320060231,Drop,2220010131,Dash,2220050131,Normal,path_fly_mid_small_050,,1210030131,Dash,2310050231,Drop,1210030131,Dash,1210040131,Normal,path_grd_mid_elite1_802,0,3220040131,Jump,3220040131,Jump,3220020131,Drop,1320040131,Drop,path_fly_mid_small_050,10,1210030131,Dash,2310050231,Drop,1210030131,Dash,1210040131,Normal,0,45,0,path_grd_mid_small_037,,3220040131,Dash,3220040131,Dash,2220010131,Dash,2220050131,Normal,path_grd_mid_small_040,3220040131,Jump,3220040131,Jump,2220010131,Jump,3220020131,Normal,,,,,,,,,,10,,,,,,,,,,,,
7019014,wave_campaign_hard_007,Campaign,90,5,true,false,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Night,ibg_wasteland_001,3320010131,path_fly_far_small_040,1210020131,Dash,1210020131,Dash,1210020131,Dash,1210020131,Dash,path_grd_mid_elite1_802,6,1220020131,Jump,1220020131,Jump,1220020131,Jump,2320010231,Jump,path_fly_mid_small_050,,2210010131,Drop,2210010131,Drop,2210010131,Drop,3210030131,Drop,path_grd_far_elite1_803,0,1220020131,Jump,1220020131,Jump,2220040131,Drop,3320010131,Drop,path_fly_mid_special_047,6,1210020131,Dash,1210020131,Dash,2210010131,Drop,2210010131,Drop,0,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7019015,wave_campaign_hard_007,Campaign,90,5,true,false,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Night,ibg_wasteland_001,1310010131,path_grd_close_special_024,2120010131,Jump,2120010131,Jump,2120010131,Drop,2220050131,Drop,path_fly_mid_elite1_802,12,2210010131,Drop,2210010131,Drop,3210030131,Drop,1310010231,Drop,path_fly_close_special_046,,2110010131,Dash,2110010131,Dash,2110010131,Dash,2110010131,Dash,path_fly_mid_special_016,0,2110010131,Drop,2110010131,Drop,3210030131,Dash,1310010131,Drop,path_grd_close_special_024,11,3120010131,Jump,3120010131,Jump,1220050131,Drop,2220040131,Drop,45,39,0,path_grd_mid_special_065,7,3120010131,Dash,3120010131,Dash,3120010131,Dash,3120010131,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7019016,wave_campaign_hard_007,Campaign,90,7,true,false,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Night,ibg_wasteland_001,1310020131,path_fly_close_special_044,2110010131,Drop,2110010131,Drop,2210020131,Drop,2210030131,Drop,path_grd_mid_elite2_805,10,2220030131,Dash,2220030131,Dash,2320050231,Drop,2320050231,Drop,path_fly_mid_small_053,,2210020131,Dash,2210020131,Dash,2210020131,Dash,1210040131,Dash,path_fly_close_small_029,,2210020131,Jump,2210020131,Jump,2210020131,Jump,2210020131,Jump,path_fly_mid_elite1_802,0,2210020131,Dash,2210020131,Dash,3210030131,Drop,1310020131,Drop,36,24,0,path_grd_close_elite1_801,10,2220030131,Jump,2220030131,Jump,2220040131,Drop,3320040231,Drop,path_fly_close_small_029,2210020131,Drop,2210020131,Drop,2210020131,Drop,2210020131,Drop,,,,,,,,,,5,,,,,,,,,,,,
7019017,wave_campaign_hard_007,Campaign,90,5,true,false,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Night,ibg_wasteland_001,1320020131,path_grd_mid_small_070,2220010131,Drop,2220010131,Drop,2220010131,Drop,2220040131,Jump,path_fly_mid_small_008,7,2210010131,Dash,2210040131,Dash,2210040131,Dash,2310010231,Dash,path_grd_close_small_036,7,2220010131,Dash,2220010131,Dash,2220010131,Dash,2220040131,Dash,path_grd_mid_elite1_802,0,2220010131,Jump,2220010131,Jump,2220040131,Drop,1320020131,Drop,path_fly_mid_small_030,7,2210010131,Drop,2210010131,Drop,2210040131,Drop,2210040131,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7019018,wave_campaign_hard_007,BaseDefense,60,6,true,true,point_grd_wasteland_001_midclear,point_fly_wasteland_001,sbg_wasteland_001_midclear,Wasteland,Night,ibg_wasteland_basedefense_001,,path_grd_close_small_039,3220040131,Dash,3220040131,Dash,3220040131,Dash,3220040131,Dash,path_grd_far_small_038,,3220060131,Dash,3220060131,Dash,3220060131,Dash,2220040131,Dash,path_grd_mid_small_046,,3220040131,Drop,3220040131,Drop,3220040131,Drop,3220040131,Drop,path_grd_mid_elite1_802,3,3220060131,Jump,3220060131,Jump,3220020131,Drop,2320010231,Drop,path_fly_far_small_051,8,3210010131,Dash,3210010131,Dash,3210010131,Dash,3210010131,Jump,6,45,12,path_grd_mid_special_065,6,1120010131,Jump,1120010131,Jump,3220040131,Drop,3220020131,Drop,path_grd_mid_small_076,3220040131,Dash,3220040131,Dash,3220040131,Dash,3220040131,Dash,path_grd_mid_elite1_802,3220040131,Jump,3220040131,Jump,3220020131,Drop,3320030131,Drop,5,normal,,,,,,,,,,7,
7019019,wave_campaign_hard_007,Campaign,90,5,true,false,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Night,ibg_wasteland_001,3320070131,path_grd_mid_small_002,2220030131,Jump,2220030131,Jump,2220030131,Dash,2220040131,Dash,path_grd_mid_elite1_802,7,2220030131,Dash,2220030131,Dash,2220030131,Dash,3320070231,Dash,path_grd_far_small_053,,2220030131,Dash,2220030131,Dash,2220030131,Dash,2220030131,Dash,path_grd_mid_elite1_802,0,2220030131,Dash,2220030131,Dash,2220040131,Drop,3320070131,Drop,path_grd_far_small_044,,2220030131,Dash,2220030131,Dash,2220030131,Dash,2220030131,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7019020,wave_campaign_hard_007,Campaign,90,5,true,false,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Night,ibg_wasteland_001,1320060131,path_grd_mid_small_055,2220010131,Drop,2220010131,Drop,2220010131,Drop,2220040131,Drop,path_grd_close_elite1_801,7,2220010131,Dash,2220010131,Dash,1220050131,Drop,1320060231,Drop,path_grd_close_small_010,,2220010131,Dash,2220010131,Dash,2220010131,Dash,2220040131,Dash,path_grd_close_elite1_801,0,2220010131,Dash,2220010131,Dash,2220040131,Drop,1320060131,Drop,path_grd_mid_small_073,6,2220010131,Dash,2220010131,Dash,2220010131,Dash,2220040131,Dash,24,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7019021,wave_campaign_hard_007,Campaign,90,7,true,false,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Night,ibg_wasteland_001,2310050131,path_grd_mid_small_043,1220030131,Drop,1220030131,Drop,1220020131,Drop,2320030231,Normal,path_fly_mid_small_036,,3210020131,Dash,3210020131,Dash,2210040131,Dash,2210040131,Dash,path_grd_mid_elite1_802,5,1220020131,Dash,1220020131,Dash,1220020131,Dash,2320030231,Normal,path_fly_mid_small_027,10,1210030131,Dash,1210030131,Dash,2210040131,Dash,2210040131,Dash,path_grd_close_elite2_807,0,1220030131,Dash,1220030131,Dash,3320050231,Drop,2320030231,Drop,9,48,0,path_fly_mid_elite1_802,6,1210030131,Dash,1210030131,Dash,3210020131,Drop,2310050131,Drop,path_fly_mid_small_050,1210030131,Drop,1210030131,Drop,2210040131,Drop,2210040131,Drop,path_grd_mid_small_011,1220030131,Dash,1220020131,Dash,1220030131,Dash,1220020131,Dash,,,,,,,,,,,,,
7019022,wave_campaign_hard_007,Defense,90,10,true,true,point_grd_wasteland_004_rightclear,point_fly_wasteland_004_rightclear,sbg_wasteland_004_rightclear,Wasteland,Night,ibg_wasteland_defense_001,,path_grd_close_special_064,1120010131,Dash,1120010131,Dash,1220060131,Dash,1220060131,Dash,path_fly_mid_special_016,,1110010131,Drop,1110010131,Drop,3210020131,Normal,3210020131,Normal,path_grd_mid_special_025,,3120010131,Drop,3120010131,Drop,3220040131,Jump,2220040131,Jump,path_fly_mid_special_047,4,2110010131,Dash,2110010131,Dash,1210020131,Normal,1310020231,Normal,path_grd_close_special_024,,3120010131,Dash,3120010131,Dash,1220060131,Drop,1220060131,Drop,45,51,15,path_grd_far_special_066,,1120010131,Drop,1120010131,Drop,1120010131,Drop,1120010131,Drop,path_grd_mid_small_075,3220040131,Dash,3220040131,Dash,3220040131,Dash,2220040131,Dash,path_grd_close_special_024,2120010131,Jump,2120010131,Jump,1220060131,Drop,2320010131,Normal,12,20,,,,,,,,,,,
