stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6211061,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,6,33,0,,3310020141.0,path_fly_close_small_029,path_fly_mid_small_039,,path_fly_mid_small_039,4.0,path_fly_mid_special_016,0.0,path_fly_mid_small_039,4.0,,,,,,,,,3210020141,Drop,3210020141.0,Drop,3210020141.0,Drop,2310020241.0,Drop,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,2210010141.0,Drop,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,3110010141.0,Drop,3110010141.0,Drop,3210020141.0,Drop,3310020141.0,Drop,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211062,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,0,30,12,,2320050141.0,path_grd_mid_small_002,path_grd_mid_special_065,6.0,path_grd_far_small_009,8.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_050,,,,,,,,,,3220050141,Drop,3220050141.0,Drop,3220050141.0,Dash,2220040141.0,Dash,3120010141.0,Drop,3120010141.0,Drop,3220050141.0,Drop,2320050241.0,Drop,3220070141.0,Jump,3220070141.0,Jump,1220030141.0,Jump,2220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,2220040141.0,Drop,2320050141.0,Drop,3220070141.0,Drop,1220030141.0,Drop,3220070141.0,Drop,1220030141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211063,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,0,45,0,,1310040141.0,path_fly_mid_small_030,path_fly_mid_elite1_802,,path_fly_mid_small_036,,path_fly_mid_elite2_808,0.0,path_fly_mid_special_016,7.0,,,,,,,,,2210010141,Dash,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,1210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,2310070241.0,Drop,2210010141.0,Drop,2210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,2210010141.0,Dash,1210010141.0,Dash,2310070241.0,Drop,1310040141.0,Drop,2210010141.0,Dash,1210010141.0,Dash,2110010141.0,Dash,3210030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211064,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,42,0,,2310020141.0,path_grd_mid_small_002,path_fly_mid_elite1_802,,path_fly_mid_small_039,7.0,path_fly_mid_small_039,0.0,path_fly_mid_elite1_802,8.0,path_grd_mid_small_043,8.0,,,,,,,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Drop,2310020241.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210040141.0,Drop,2210040141.0,Drop,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Drop,2310020141.0,Drop,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6211065,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,54,0,,3320080141.0,path_fly_mid_small_050,path_fly_mid_small_024,5.0,path_grd_mid_elite2_808,10.0,path_fly_mid_small_036,8.0,path_fly_mid_elite2_808,0.0,path_grd_mid_small_034,10.0,path_fly_mid_small_008,,path_grd_mid_small_037,,,,2210020141,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,2210040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3320040241.0,Drop,3320080241.0,Drop,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,2210040141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,3310020241.0,Dash,3310020241.0,Dash,3320080141.0,Drop,3220040141.0,Dash,2220010141.0,Dash,3220040141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,3220040141.0,Dash,2220010141.0,Dash,3220040141.0,Dash,2220010141.0,Dash,,,,,,,,
6211066,wave_tower_default_012,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,0,42,0,,3320070141.0,path_grd_mid_small_055,path_grd_mid_elite2_805,,path_fly_mid_small_027,10.0,path_grd_mid_elite3_814,0.0,path_fly_mid_small_027,8.0,path_grd_mid_small_061,10.0,,,,,,,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3320070241.0,Dash,3320070241.0,Dash,2210030141.0,Drop,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3220050141.0,Drop,3320070241.0,Jump,3320070241.0,Jump,3320070141.0,Jump,2210030141.0,Drop,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6211067,wave_tower_default_012,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,6,48,0,normal,,path_grd_mid_small_043,path_grd_mid_small_055,,path_grd_mid_small_012,,path_grd_mid_elite1_802,3.0,path_grd_close_small_045,10.0,path_grd_mid_small_005,8.0,path_grd_mid_small_075,,path_grd_mid_elite2_805,5.0,,,1220030141,Jump,1220030141.0,Jump,1220030141.0,Jump,1220030141.0,Jump,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220090141.0,Drop,1220030141.0,Dash,3220020141.0,Dash,1220030141.0,Dash,1220030141.0,Dash,1220030141.0,Dash,3220030141.0,Dash,3220020141.0,Drop,3320040241.0,Drop,1220030141.0,Jump,1220030141.0,Jump,1220030141.0,Jump,3220090141.0,Jump,3220030141.0,Dash,3220020141.0,Dash,3220030141.0,Dash,3220020141.0,Dash,1220030141.0,Drop,1220030141.0,Drop,3220090141.0,Drop,1220030141.0,Drop,1220030141.0,Dash,3220030141.0,Dash,3320040241.0,Drop,3320040241.0,Drop,,,,,,,,
6211068,wave_tower_default_012,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,15,63,0,20,,path_grd_mid_small_037,path_fly_mid_small_008,8.0,path_grd_close_special_024,,path_fly_mid_small_033,6.0,path_fly_mid_special_016,12.0,path_grd_mid_small_037,10.0,path_grd_mid_small_076,10.0,path_fly_mid_elite1_802,,path_fly_mid_elite1_802,15.0,3220050141,Normal,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3220050141.0,Dash,3220050141.0,Normal,2120010141.0,Drop,2220040141.0,Dash,3210010141.0,Normal,3210010141.0,Normal,3210010141.0,Normal,2310050241.0,Normal,2110010141.0,Drop,3210010141.0,Dash,2220040141.0,Drop,3310050241.0,Dash,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Normal,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,2220040141.0,Dash,3210010141.0,Drop,3210010141.0,Drop,2220040141.0,Dash,2310050241.0,Normal,3210010141.0,Drop,3210010141.0,Drop,2220040141.0,Drop,3310050241.0,Drop
6211069,wave_tower_default_012,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,0,27,33,,3310040141.0,path_grd_mid_small_055,path_fly_far_elite2_806,5.0,path_grd_far_small_044,10.0,path_fly_mid_small_002,,path_grd_far_small_050,0.0,path_fly_mid_elite2_805,,path_grd_far_small_056,8.0,path_fly_mid_small_021,,path_grd_far_small_006,,1220030141,Jump,2220040141.0,Jump,1220030141.0,Jump,2220040141.0,Jump,3210020141.0,Dash,1210050141.0,Dash,3310040241.0,Drop,3310040241.0,Drop,3220070141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,1210050141.0,Drop,2210010141.0,Jump,1210050141.0,Drop,2210010141.0,Jump,3220070141.0,Drop,3220070141.0,Drop,1220030141.0,Drop,1220030141.0,Drop,3210020141.0,Dash,1210050141.0,Dash,1310010241.0,Drop,3310040141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,1210050141.0,Drop,3210030141.0,Dash,1210050141.0,Drop,3310040241.0,Drop,3220070141.0,Jump,3220070141.0,Jump,1220030141.0,Jump,1220030141.0,Jump
6211070,wave_tower_default_012,Campaign,180,5,False,False,point_grd_ultra_01,point_fly_ultra_01,sbg_desertbbg006_001,Desert,Twilight,ibg_desert_001,1,0,0,,1520460141.0,b_g_ultra_01,,,,,,,,,,,,,,,,,1520460141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
