stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/1/private_monster_count,mod_value,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6133011,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,1310030141.0,path_grd_mid_small_052,2220030141,Drop,2220030141,Drop,2220030141,Drop,2220030141,Drop,path_fly_mid_elite1_802,3210020141,Dash,3210020141,Dash,1210040141,Drop,1310030241,Drop,path_fly_mid_small_050,8.0,3210020141,Dash,3210020141,Dash,3210020141,Dash,1210040141,Dash,path_fly_mid_elite2_805,0.0,3210020141,Drop,3210020141,Drop,1310010241,Drop,1310030141,Drop,path_grd_mid_small_052,8.0,2220030141,Drop,2220030141,Drop,2220030141,Drop,2220030141,Drop,0,42,0,,,path_fly_mid_small_050,7.0,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,1210040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133012,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,2310040141.0,path_grd_mid_small_002,3220010141,Jump,3220010141,Jump,3220010141,Jump,3220010141,Jump,path_fly_mid_elite1_802,3210010141,Dash,3210010141,Dash,1210040141,Drop,2310040241,Drop,path_fly_mid_small_005,8.0,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210010141,Dash,path_fly_mid_elite2_805,0.0,3210010141,Dash,3210010141,Dash,2310060241,Drop,2310040141,Drop,path_grd_mid_small_043,10.0,3220010141,Jump,3220010141,Jump,3220010141,Jump,3220010141,Jump,0,42,0,6.0,,path_fly_mid_small_024,,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133013,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,2320010141.0,path_grd_mid_small_002,3220040141,Dash,3220040141,Dash,3220040141,Dash,3220040141,Dash,path_fly_mid_small_050,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210030141,Dash,path_grd_mid_elite1_802,8.0,3220040141,Drop,3220040141,Drop,3220060141,Drop,2320010241,Drop,path_grd_mid_elite2_808,0.0,3220040141,Dash,3220060141,Dash,1320030241,Drop,2320010141,Drop,path_fly_mid_small_050,10.0,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210030141,Dash,0,42,0,,,path_grd_mid_small_043,7.0,3220040141.0,Drop,3220060141.0,Drop,3220040141.0,Drop,3220060141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133014,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,2320010141.0,path_grd_mid_small_002,1220030141,Drop,1220030141,Drop,1220030141,Drop,1220030141,Drop,path_grd_mid_small_043,1220030141,Dash,1220030141,Dash,1220030141,Dash,1220030141,Dash,path_grd_mid_elite2_805,10.0,1220030141,Dash,1220030141,Dash,2320010241,Drop,2320010241,Drop,path_grd_mid_small_005,,2220010141,Dash,1220030141,Dash,2220010141,Dash,1220030141,Dash,path_grd_mid_elite2_805,0.0,1220030141,Dash,1220030141,Dash,2320010241,Drop,2320010141,Drop,6,42,0,5.0,,path_grd_close_small_014,10.0,3320080241.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_grd_mid_small_052,8.0,1220030141.0,Drop,1220030141.0,Drop,1220030141.0,Drop,1220030141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133015,wave_lostsector_008,Defense,90,8,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_grd_mid_elite1_802,3220050141,Normal,3220050141,Normal,1220050141,Drop,2320020241,Drop,path_fly_mid_small_027,2210020141,Normal,3210040141,Drop,2210020141,Normal,3210050141,Drop,path_grd_mid_special_025,,3220050141,Normal,1120010141,Drop,1220050141,Drop,1220050141,Drop,path_fly_mid_small_008,,2210020141,Normal,2210020141,Normal,2210020141,Normal,2210020141,Normal,path_grd_mid_elite2_805,2.0,3220050141,Dash,1220050141,Dash,3320010241,Normal,2320020141,Drop,6,69,0,12.0,20,path_fly_close_small_026,,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210050141.0,Drop,path_grd_mid_elite1_802,10.0,1220050141.0,Dash,3220050141.0,Normal,3220050141.0,Dash,1220050141.0,Drop,path_grd_mid_small_075,3220050141.0,Dash,3220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,10.0,path_fly_mid_elite3_814,3220050141.0,Drop,3210050141.0,Drop,3320010241.0,Drop,2320020241.0,Drop,,,,,,,,,,
6133016,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,3310040141.0,path_grd_mid_small_043,2220020141,Jump,2220020141,Jump,2220020141,Jump,2220020141,Jump,path_fly_far_elite1_803,1210030141,Drop,1210030141,Drop,1210010141,Drop,3310040241,Drop,path_grd_mid_small_034,8.0,2220020141,Dash,2220020141,Dash,2220020141,Dash,2320030241,Dash,path_fly_far_elite1_803,0.0,1210030141,Drop,1210030141,Drop,1210010141,Drop,3310040141,Drop,path_grd_mid_small_034,10.0,2220020141,Dash,2220020141,Dash,2220020141,Dash,2320030241,Dash,0,24,18,5.0,,path_fly_mid_small_024,,1210030141.0,Drop,1210030141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133017,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,1320030141.0,path_fly_mid_small_018,1210030141,Dash,1210030141,Dash,1210030141,Dash,1210030141,Dash,path_grd_mid_elite2_805,2220010141,Dash,2120010141,Dash,3320010241,Dash,1320030241,Drop,path_fly_mid_special_016,10.0,1210030141,Dash,2110010141,Dash,1210030141,Dash,3210030141,Dash,path_grd_mid_elite2_808,0.0,2220010141,Dash,2220010141,Dash,3320010241,Drop,1320030141,Drop,path_fly_close_special_046,10.0,1210030141,Dash,2110010141,Dash,1210030141,Dash,3210030141,Dash,15,54,0,5.0,,path_grd_mid_elite2_805,,2220010141.0,Dash,2120010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,path_fly_mid_small_002,8.0,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133018,wave_lostsector_008,Campaign,90,7,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,3310040141.0,path_grd_mid_small_055,1220030141,Jump,2220040141,Jump,1220030141,Jump,2220040141,Jump,path_fly_far_elite2_806,3210020141,Dash,1210050141,Dash,3310040241,Drop,3310040241,Drop,path_grd_far_small_044,10.0,3220070141,Dash,3220070141,Dash,3220070141,Dash,2220040141,Dash,path_fly_mid_small_002,,1210050141,Drop,2210010141,Jump,1210050141,Drop,2210010141,Jump,path_grd_far_small_050,0.0,3220070141,Drop,3220070141,Drop,1220030141,Drop,1220030141,Drop,0,27,33,5.0,,path_fly_mid_elite2_805,,3210020141.0,Dash,1210050141.0,Dash,1310010241.0,Drop,3310040141.0,Drop,path_grd_far_small_056,8.0,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,3220070141.0,Drop,path_fly_mid_small_021,1210050141.0,Drop,3210030141.0,Dash,1210050141.0,Drop,3310040241.0,Drop,,path_grd_far_small_006,3220070141.0,Jump,3220070141.0,Jump,1220030141.0,Jump,1220030141.0,Jump,,,,,,,,,,
6134001,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,1320010141.0,path_grd_mid_small_055,1220060141,Drop,1220060141,Drop,1220060141,Drop,2220040141,Drop,path_grd_far_elite1_803,1220030141,Dash,1220030141,Dash,3220070141,Drop,3320020241,Drop,path_grd_mid_small_011,,3220010141,Dash,3220010141,Dash,3220070141,Dash,2220040141,Dash,path_grd_close_elite1_801,0.0,1220060141,Dash,1220060141,Dash,2220040141,Drop,1320010141,Drop,path_grd_far_small_074,6.0,3220070141,Dash,3220070141,Dash,3220070141,Dash,2220040141,Dash,9,12,15,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6134002,wave_lostsector_008,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,2310020141.0,path_grd_mid_small_002,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,path_fly_mid_elite1_802,2210020141,Dash,2210020141,Dash,1210050141,Drop,2310020241,Drop,path_fly_mid_small_039,7.0,2210020141,Drop,2210020141,Drop,2210020141,Drop,2210020141,Drop,path_fly_mid_small_039,0.0,2210020141,Drop,2210020141,Drop,1210050141,Drop,1210050141,Drop,path_fly_mid_elite1_802,8.0,2210020141,Dash,2210020141,Dash,1210050141,Drop,2310020141,Drop,0,42,0,,,path_grd_mid_small_043,8.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
