stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6123011,wave_lostsector_006,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,12,30,0,,3320010141.0,path_grd_mid_special_025,path_fly_close_small_029,7.0,path_grd_mid_small_058,7.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_045,6.0,,,,,,,,,1120010141,Jump,1120010141,Jump,3220050141,Drop,2320050241,Drop,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210030141,Dash,3220040141,Dash,3220040141,Dash,3220040141,Dash,3220040141,Dash,3220050141,Dash,3220050141,Dash,2220040141,Drop,2320050241,Drop,3220040141,Jump,3220040141,Jump,3220040141,Jump,3320010141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123012,wave_lostsector_006,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,0,27,30,,1320010141.0,path_grd_mid_small_073,path_grd_far_elite1_803,3.0,path_grd_mid_small_070,6.0,path_fly_far_small_031,10.0,path_grd_far_elite1_803,0.0,path_fly_mid_small_030,10.0,path_grd_mid_elite1_802,5.0,path_grd_far_small_044,9.0,,,3220070141,Drop,3220070141,Drop,3220070141,Drop,2220040141,Dash,3220010141,Jump,3220010141,Jump,3220070141,Drop,3320020241,Drop,3220010141,Dash,3220010141,Dash,3220010141,Dash,1320010241,Drop,3210010141,Drop,3210010141,Drop,3210010141,Drop,3310050241,Drop,3220070141,Dash,3220070141,Dash,2220040141,Drop,3320020241,Drop,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3310050241.0,Drop,3220010141.0,Dash,3220010141.0,Dash,3220070141.0,Drop,1320010141.0,Drop,3220070141.0,Dash,2220040141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,,,,,,,,
6123013,wave_lostsector_006,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,0,54,0,,2320020141.0,path_grd_mid_special_025,path_fly_mid_small_036,7.0,path_grd_mid_small_058,7.0,path_fly_mid_small_042,,path_fly_mid_small_030,0.0,path_grd_mid_elite1_802,,path_grd_mid_small_043,,,,,,1120010141,Jump,1120010141,Jump,3220020141,Drop,3320050241,Drop,3210030141,Dash,2210040141,Dash,3210010141,Dash,2210040141,Dash,3220030141,Dash,3220030141,Dash,3220030141,Dash,2220040141,Dash,3210010141,Dash,3210010141,Dash,3210030141,Drop,3210010141,Drop,1210010141,Drop,1210010141,Drop,2210040141,Drop,2310050241,Drop,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Drop,2320020141.0,Jump,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,
6123014,wave_lostsector_006,BaseDefense,60,6,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,6,57,0,normal,,path_grd_close_small_051,path_grd_mid_small_070,,path_grd_mid_small_011,,path_grd_mid_elite1_802,2.0,path_grd_mid_small_043,10.0,path_grd_mid_special_065,,path_grd_mid_small_075,4.0,path_grd_mid_elite1_802,7.0,,,3220040141,Dash,3220040141,Dash,3220040141,Dash,3220040141,Dash,2220020141,Jump,2220020141,Jump,2220020141,Jump,2220050141,Drop,2220020141,Jump,2220020141,Jump,2220020141,Jump,2220020141,Jump,2220020141,Dash,2220020141,Dash,3220040141,Drop,2320020241,Drop,3220040141,Jump,3220040141,Jump,1120010141,Jump,3320010241,Jump,1120010141.0,Jump,1120010141.0,Jump,3220040141.0,Drop,3220020141.0,Drop,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,3220040141.0,Jump,3220040141.0,Jump,3220020141.0,Drop,2320020241.0,Drop,,,,,,,,
6123015,wave_lostsector_006,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,51,36,0,,2310060141.0,path_fly_mid_small_018,path_fly_close_special_044,,path_fly_mid_small_030,,path_fly_close_special_046,10.0,path_fly_mid_elite2_808,0.0,path_fly_close_special_046,6.0,path_fly_close_small_041,9.0,path_fly_mid_special_016,10.0,,,1210030141,Drop,1210030141,Drop,1210010141,Dash,1210010141,Dash,3210010141,Drop,3210010141,Drop,3210050141,Drop,3310050241,Drop,1210030141,Drop,1210030141,Drop,1210030141,Drop,3210030141,Drop,2210020141,Dash,2210020141,Dash,3210040141,Drop,3210050141,Drop,1210030141,Dash,1210030141,Dash,3310030241,Dash,3310050241,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Drop,2310060141.0,Drop,3210040141.0,Drop,3210050141.0,Drop,3210040141.0,Drop,3210050141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,,,,,,,,
6123016,wave_lostsector_006,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,0,54,0,,2320020141.0,path_grd_mid_special_025,path_fly_mid_small_036,7.0,path_grd_mid_small_058,7.0,path_fly_mid_small_042,,path_fly_mid_small_030,0.0,path_grd_mid_elite1_802,,path_grd_mid_small_043,,,,,,1120010141,Jump,1120010141,Jump,3220020141,Drop,3320050241,Drop,3210030141,Dash,2210040141,Dash,3210010141,Dash,2210040141,Dash,3220030141,Dash,3220030141,Dash,3220030141,Dash,2220040141,Dash,3210010141,Dash,3210010141,Dash,3210030141,Drop,3210010141,Drop,1210010141,Drop,1210010141,Drop,2210040141,Drop,2310050241,Drop,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Drop,2320020141.0,Jump,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,
6123017,wave_lostsector_006,Campaign,90,6,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,0,48,0,,1320060141.0,path_fly_mid_small_036,path_grd_mid_elite1_802,7.0,path_grd_mid_small_058,7.0,path_fly_mid_small_030,8.0,path_fly_mid_small_050,0.0,path_grd_mid_elite1_802,,path_grd_mid_small_012,5.0,,,,,2210010141,Dash,2210010141,Dash,2210010141,Jump,3210030141,Jump,2220030141,Dash,2220030141,Dash,3220020141,Dash,2320050241,Jump,2220010141,Dash,3220050141,Dash,3220050141,Dash,2220040141,Dash,1210010141,Dash,1210010141,Dash,3210030141,Drop,1210010141,Dash,1210030141,Jump,1210030141,Jump,1210030141,Jump,2310050241,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Drop,1320060141.0,Drop,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,,,,,,,,,,,,,,,,
6123018,wave_lostsector_006,Campaign,90,7,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,21,27,9,,3310050141.0,path_grd_close_small_042,path_fly_close_elite2_804,,path_fly_mid_special_016,5.0,path_fly_mid_small_039,0.0,path_fly_far_elite1_803,7.0,path_grd_close_small_042,5.0,path_fly_mid_small_030,8.0,,,,,3220030141,Dash,2220050141,Dash,3220030141,Dash,2220050141,Dash,2210040141,Dash,3210010141,Dash,3310050241,Drop,1310030241,Drop,3210010141,Dash,2210040141,Dash,3210010141,Drop,1210040141,Drop,2210040141,Dash,2210040141,Dash,3310050241,Dash,2310020241,Dash,3210010141,Dash,3210010141,Dash,2210040141,Drop,3310050141,Drop,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3210010141.0,Drop,2210040141.0,Drop,3210010141.0,Drop,2210040141.0,Drop,,,,,,,,,,,,,,,,
6124001,wave_lostsector_006,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,0,36,0,,2310050141.0,path_grd_mid_small_070,path_fly_mid_elite2_808,7.0,path_grd_mid_small_058,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_040,6.0,,,,,,,,,1220010141,Dash,1220010141,Dash,1220010141,Jump,2220050141,Jump,1210010141,Dash,2210040141,Dash,1210010141,Dash,3210030141,Dash,3220030141,Dash,3220030141,Dash,3220030141,Dash,2220040141,Dash,2210020141,Dash,2210020141,Dash,1210010141,Drop,2310050141,Drop,2220020141,Dash,3220060141,Jump,2220020141,Dash,3220060141,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124002,wave_lostsector_006,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,6,27,0,,2310010141.0,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_close_small_036,7.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,,,,,,2220010141,Drop,2220010141,Drop,2220010141,Drop,2220040141,Jump,3210010141,Dash,2310060241,Dash,3210030141,Dash,2310010241,Dash,2220010141,Dash,2220010141,Dash,2220010141,Dash,2220040141,Dash,2220010141,Jump,2220010141,Jump,2220040141,Drop,1320020241,Drop,3210010141,Drop,2310060241,Drop,3210030141,Drop,2310010141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124003,wave_lostsector_006,Campaign,90,7,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,18,33,0,,3320030141.0,path_grd_close_small_042,path_fly_close_small_049,4.0,path_grd_mid_elite1_802,12.0,path_fly_mid_elite1_802,0.0,path_grd_mid_elite2_808,10.0,path_grd_mid_small_043,10.0,path_grd_close_small_013,5.0,,,,,3220030141,Dash,3220030141,Dash,3220040141,Dash,3220040141,Dash,1210010141,Dash,1210010141,Dash,1210010141,Drop,2310060241,Drop,3220030141,Dash,3220030141,Dash,3220020141,Drop,3320030241,Drop,1210010141,Jump,1210010141,Jump,1210040141,Drop,2310060241,Drop,3220030141,Dash,3220030141,Dash,2320020241,Drop,3320030141,Drop,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,,,,,,,,,,,,,,,,
