stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type
6501728,wave_eventdungeon_007,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,3320030121,path_grd_mid_small_002,3220050121,Dash,3220050121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_fly_close_small_017,5.0,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_fly_mid_small_027,10.0,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,3310030221.0,Drop,path_grd_close_elite3_813,,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_grd_mid_elite1_802,0.0,1220050121.0,Dash,3220050121.0,Dash,3220040121.0,Dash,3320030121.0,Drop,27,19,2,path_fly_mid_small_036,10.0,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,path_grd_close_small_042,,3220050121.0,Dash,3220050121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,,,,,,,,,,
6501729,wave_eventdungeon_007,Campaign,90,7,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,3320020121,path_grd_far_elite1_803,3120010121,Jump,3220030121.0,Jump,3220070121.0,Drop,3320020221.0,Drop,path_grd_mid_small_012,9.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,path_fly_mid_small_027,7.0,3210020121.0,Jump,3210020121.0,Jump,3210020121.0,Jump,1210040121.0,Jump,path_fly_mid_small_036,,1210010121.0,Dash,1210010121.0,Dash,1210020121.0,Drop,1210020121.0,Drop,path_grd_close_small_051,0.0,3220030121.0,Jump,3220030121.0,Jump,3220030121.0,Jump,1320040221.0,Jump,9,25,20,path_grd_far_elite1_803,4.0,3120010121.0,Jump,3120010121.0,Jump,3220070121.0,Drop,3320020121.0,Drop,path_fly_close_small_038,8.0,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,path_grd_mid_small_043,12.0,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Dash,1220050121.0,Dash
6501730,wave_eventdungeon_007,Campaign,90,7,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,2320060121,path_grd_mid_small_043,3220050121,Dash,2220050121.0,Dash,3220050121.0,Dash,2220050121.0,Dash,path_grd_close_elite2_807,,3220050121.0,Dash,3220050121.0,Dash,2320020221.0,Drop,3320040221.0,Drop,path_grd_mid_small_070,,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,path_grd_close_small_039,10.0,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,path_grd_mid_elite2_805,0.0,3220020121.0,Dash,2220050121.0,Dash,3320040221.0,Drop,2320060121.0,Drop,21,33,0,path_grd_close_small_048,10.0,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3320040221.0,Drop,path_grd_mid_small_043,6.0,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,3220020121.0,Dash,path_grd_mid_small_043,4.0,3220020121.0,Dash,3220020121.0,Dash,3220050121.0,Dash,3220050121.0,Dash
6501731,wave_eventdungeon_007,Campaign,90,7,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,2320030121,path_grd_close_small_051,3220050121,Dash,3220050121.0,Dash,3220050121.0,Jump,2220040121.0,Jump,path_grd_mid_small_068,7.0,2220010121.0,Dash,2220020121.0,Dash,3220020121.0,Dash,2320020221.0,Drop,path_fly_far_small_003,7.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,path_fly_close_elite1_801,0.0,2210020121.0,Jump,2210020121.0,Jump,2210020121.0,Drop,2310050221.0,Drop,path_grd_close_small_067,10.0,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,2320030121.0,Dash,30,15,6,path_grd_close_small_048,10.0,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,2220030121.0,Drop,path_grd_close_small_067,5.0,1220040121.0,Dash,1220040121.0,Dash,3220040121.0,Dash,2320020221.0,Drop,path_grd_mid_small_040,,3220040121.0,Dash,3220040121.0,Dash,2220030121.0,Drop,2220030121.0,Drop
6501732,wave_eventdungeon_007,Campaign,90,7,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,2310010121,path_grd_mid_small_070,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Jump,path_fly_mid_small_008,7.0,3210010121.0,Dash,3210030121.0,Dash,3210010121.0,Dash,2310010221.0,Dash,path_grd_close_small_036,7.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,0.0,2220010121.0,Jump,2220010121.0,Jump,2220040121.0,Drop,1320020221.0,Drop,path_fly_mid_small_030,7.0,3210010121.0,Drop,3210030121.0,Drop,3210010121.0,Drop,2310010121.0,Dash,6,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501733,wave_eventdungeon_007,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,1320040121,path_grd_mid_small_005,3220010121,Dash,3220010121.0,Dash,3220010121.0,Dash,2220040121.0,Dash,path_grd_mid_small_070,,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,1320060221.0,Drop,path_fly_close_elite1_801,,2210020121.0,Dash,2210020121.0,Dash,2210040121.0,Drop,2310040221.0,Drop,path_fly_close_small_029,0.0,2210020121.0,Dash,2210020121.0,Dash,2210040121.0,Drop,1310040221.0,Drop,path_grd_close_elite2_807,,3220010121.0,Jump,3220010121.0,Jump,1320060221.0,Drop,1320040121.0,Drop,31,17,0,path_grd_mid_small_040,5.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_fly_mid_small_039,10.0,2210020121.0,Dash,2210040121.0,Dash,2210020121.0,Dash,2210040121.0,Dash,,,,,,,,,,
6501734,wave_eventdungeon_007,Campaign,90,7,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,2310050121,path_grd_close_small_042,3220030121,Dash,1220050121.0,Dash,3220030121.0,Dash,1220050121.0,Dash,path_grd_mid_elite2_805,,3220030121.0,Drop,2220040121.0,Drop,1320040221.0,Dash,1320040221.0,Dash,path_grd_close_small_048,7.0,1220040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,1220050121.0,Drop,path_fly_close_small_038,10.0,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,3210030121.0,Dash,path_fly_close_elite2_807,0.0,2110010121.0,Dash,2110010121.0,Dash,3310010221.0,Dash,3310010221.0,Dash,27,30,0,path_fly_mid_elite1_802,10.0,2110010121.0,Jump,2110010121.0,Jump,3210030121.0,Dash,2310050121.0,Drop,path_grd_close_small_048,6.0,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,1220050121.0,Drop,path_grd_mid_small_043,12.0,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Dash,1220050121.0,Dash
6501735,wave_eventdungeon_007,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,2320030121,path_grd_mid_small_008,3220040121,Dash,2220030121.0,Drop,2220030121.0,Drop,3220040121.0,Dash,path_grd_close_small_067,,1220040121.0,Dash,1220040121.0,Dash,3320070221.0,Drop,2320020221.0,Drop,path_grd_mid_small_008,,3220040121.0,Dash,2220030121.0,Drop,2220030121.0,Drop,3220040121.0,Dash,path_grd_mid_elite1_802,0.0,3220040121.0,Dash,2220030121.0,Drop,3220040121.0,Dash,2320030121.0,Normal,path_grd_close_small_067,,1220040121.0,Dash,1220040121.0,Dash,2220030121.0,Drop,2320020221.0,Drop,28,23,0,path_grd_mid_small_037,,3220040121.0,Dash,3220040121.0,Dash,2220030121.0,Drop,2220030121.0,Drop,path_grd_close_small_067,5.0,1220040121.0,Dash,1220040121.0,Dash,3220040121.0,Dash,2320020221.0,Drop,path_grd_mid_small_040,,3220040121.0,Dash,3220040121.0,Dash,2220030121.0,Drop,2220030121.0,Drop
6501736,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_ocean_001,point_fly_ocean_sky_001,sbg_ocean_sky_001,Ocean,Day,ibg_ocean_001,2410030111,path_fly_mid_centurion_901,2410030111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501737,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501738,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501739,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501740,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501741,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501742,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501743,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501744,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501745,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501746,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501747,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501748,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501749,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501750,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501751,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501752,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501753,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501754,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501755,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501756,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501757,wave_eventdungeon_007,Campaign,180,5,False,False,point_grd_gravedigger_01,point_fly_gravedigger_01,sbg_gravedigger_001,gravedigger,Day,ibg_cityforestunder_001,3520020146,b_grd_gravedigger_01,3520020146,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
