stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6420011,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_003_oc,point_fly_arkcity_003_oc,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,1320010111,path_grd_mid_small_046,1220040111,Drop,1220040111.0,Drop,1220040111.0,Drop,3220080111.0,Drop,path_grd_mid_elite1_802,,1220040111,Drop,1220040111,Drop,2220040111,Drop,1320010211,Drop,path_grd_far_small_044,8.0,3220070111,Jump,1220040111,Jump,3220070111,Jump,1220040111,Jump,path_grd_far_elite2_809,0.0,1220040111,Drop,1220040111,Drop,3220080111,Drop,1320010111,Drop,path_grd_far_small_044,,3220070111,Jump,1220040111,Jump,3220070111,Jump,1220040111,Jump,0,21,21,path_grd_mid_small_070,8.0,1220040111.0,Drop,1220040111.0,Drop,3220080111.0,Drop,2220040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420012,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_004_oc,point_fly_arkcity_004_oc,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,2320020111,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,3220020111.0,Drop,3320050211.0,Drop,path_fly_mid_small_036,7.0,3210030111,Dash,2210040111,Dash,3210010111,Dash,2210040111,Dash,path_grd_mid_small_058,7.0,3220030111,Dash,3220030111,Dash,3220030111,Dash,2220040111,Dash,path_fly_mid_small_042,,3210010111,Dash,3210010111,Dash,3210030111,Drop,3210010111,Drop,path_fly_mid_small_030,0.0,1210010111,Drop,1210010111,Drop,2210040111,Drop,2310050211,Drop,0,54,0,path_grd_mid_elite1_802,,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Drop,2320020111.0,Jump,path_grd_mid_small_043,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420013,wave_simulationroom_004,Campaign,90,5,True,False,point_grd_arkcity_002_oc,point_fly_arkcity_002_oc,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,2310050111,path_grd_close_elite1_801,3220030111,Dash,3220030111.0,Dash,2220040111.0,Jump,2320030211.0,Jump,path_grd_mid_small_012,7.0,1220060111,Dash,1220060111,Dash,3220020111,Dash,1220060111,Dash,path_fly_mid_small_027,7.0,1210020111,Dash,2210040111,Dash,1210020111,Dash,3210030111,Dash,path_grd_mid_small_012,0.0,1220060111,Dash,1220060111,Dash,1220060111,Dash,2320030211,Dash,path_fly_mid_elite1_802,7.0,1210020111,Dash,1210020111,Dash,1210040111,Drop,2310050111,Drop,9,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420014,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_001_oc,point_fly_arkcity_001_oc,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,1320020111,path_grd_mid_small_070,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Normal,path_fly_mid_elite1_802,6.0,2210010111,Drop,2210010111,Drop,2210010111,Drop,3310040211,Drop,path_grd_mid_small_034,10.0,3220040111,Drop,3220040111,Drop,3220040111,Drop,1320020211,Drop,path_fly_mid_small_050,0.0,2210010111,Drop,2210010111,Drop,2210010111,Drop,3310040211,Drop,path_grd_mid_elite2_808,,3220040111,Drop,3220040111,Drop,1320030211,Drop,1320020111,Drop,0,42,0,path_grd_mid_small_070,,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,2220040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420015,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_005_oc,point_fly_arkcity_005_oc,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,3320020111,path_grd_mid_small_043,1220040111,Dash,3220070111.0,Dash,1220040111.0,Dash,3220070111.0,Dash,path_grd_mid_elite1_802,5.0,3120010111,Dash,3120010111,Dash,3220070111,Drop,3320020211,Drop,path_grd_far_small_071,10.0,1220040111,Drop,1220040111,Drop,1220040111,Drop,3220070111,Jump,path_grd_mid_small_049,0.0,1220040111,Drop,1220040111,Drop,1220040111,Drop,3320080211,Drop,path_grd_far_elite1_803,7.0,1220040111,Dash,1220040111,Dash,3220070111,Drop,3320020111,Drop,0,21,21,path_grd_far_small_044,9.0,1220040111.0,Dash,3220070111.0,Dash,1220040111.0,Dash,3220070111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420016,wave_simulationroom_004,Campaign,90,5,True,False,point_grd_arkcity_003_oc,point_fly_arkcity_003_oc,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,3320050111,path_grd_close_small_001,2220030111,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_grd_close_elite1_801,,2220030111,Dash,2220030111,Dash,3220060111,Drop,3320050211,Drop,path_grd_mid_small_043,8.0,2220030111,Dash,3220060111,Dash,2220030111,Dash,3220060111,Dash,path_grd_close_elite2_807,0.0,2220030111,Dash,3220060111,Dash,3320050111,Drop,3320070211,Drop,path_grd_mid_small_040,7.0,2220030111,Jump,2220030111,Jump,3220060111,Jump,3220060111,Jump,30,12,0,path_grd_close_small_036,7.0,2220030111.0,Jump,3220060111.0,Jump,2220030111.0,Jump,3220060111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420017,wave_simulationroom_004,Campaign,90,5,True,False,point_grd_arkcity_004_oc,point_fly_arkcity_004_oc,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,2310060111,path_grd_close_small_001,2220030111,Dash,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_fly_close_elite1_801,,2210020111,Dash,1210030111,Dash,1210010111,Drop,2310060211,Drop,path_fly_mid_small_021,8.0,2210020111,Drop,2210020111,Drop,1210030111,Drop,1210030111,Drop,path_fly_close_elite2_804,0.0,2210020111,Dash,1210030111,Dash,2310060111,Drop,1310030211,Drop,path_grd_mid_small_043,7.0,2220030111,Jump,2220030111,Jump,2220030111,Jump,2220030111,Jump,30,12,0,path_fly_close_small_023,7.0,2210020111.0,Dash,1210030111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420018,wave_simulationroom_004,Campaign,90,5,True,False,point_grd_arkcity_002_oc,point_fly_arkcity_002_oc,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,1320030111,path_grd_close_small_001,3220040111,Drop,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,path_grd_mid_elite1_802,,3220040111,Dash,3220060111,Dash,1220050111,Drop,1320030211,Drop,path_grd_close_small_014,10.0,3220040111,Dash,3220040111,Dash,1220050111,Dash,3220080111,Drop,path_grd_mid_elite1_802,0.0,3220040111,Dash,3220060111,Dash,3220040111,Drop,1320030111,Drop,path_grd_close_small_042,7.0,3220080111,Drop,3220080111,Drop,3220080111,Drop,3220080111,Drop,18,24,0,path_grd_mid_small_043,7.0,3220040111.0,Dash,1220050111.0,Dash,3220040111.0,Dash,1220050111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420019,wave_simulationroom_004,Campaign,90,5,True,False,point_grd_arkcity_001_oc,point_fly_arkcity_001_oc,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,1320040111,path_fly_mid_small_021,1210030111,Drop,1210030111.0,Drop,1210030111.0,Drop,1210030111.0,Drop,path_grd_close_elite1_801,,3220050111,Dash,2220010111,Dash,2220040111,Drop,2320050211,Drop,path_grd_mid_small_058,10.0,3220050111,Dash,2220010111,Dash,3220050111,Dash,2320050211,Drop,path_grd_mid_elite1_802,0.0,3220050111,Dash,2220010111,Dash,2220040111,Drop,1320040111,Drop,path_grd_close_small_036,10.0,2220010111,Dash,2220010111,Dash,3220050111,Dash,3220050111,Dash,21,21,0,path_grd_close_small_039,7.0,3220050111.0,Dash,3220050111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420020,wave_simulationroom_004,Campaign,90,5,True,False,point_grd_arkcity_005_oc,point_fly_arkcity_005_oc,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,1310020111,path_fly_close_small_017,3210010111,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,path_fly_mid_elite2_808,,3210010111,Dash,1210010111,Dash,1310020211,Drop,1310020211,Drop,path_fly_mid_small_002,8.0,3210010111,Dash,3210010111,Dash,1210010111,Dash,1210010111,Dash,path_fly_mid_elite2_808,0.0,3210010111,Dash,1210010111,Dash,1310020211,Drop,1310020111,Drop,path_fly_close_elite1_801,8.0,3210010111,Dash,3210010111,Dash,1210010111,Dash,1310020211,Drop,21,24,0,path_fly_close_small_001,7.0,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
