stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,mod_value,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7021011,wave_campaign_hard_008,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Night,ibg_desert_001,1310020121.0,path_grd_far_small_053,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,path_grd_mid_elite1_802,6.0,1220020121.0,Jump,1220020121.0,Jump,1220020121.0,Jump,2320010221.0,Jump,path_fly_mid_small_050,,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,3210030121.0,Drop,path_fly_far_elite1_803,0.0,1210030121.0,Jump,1210030121.0,Jump,1210040121.0,Drop,1310020121.0,Drop,path_grd_mid_special_065,6.0,1220060121.0,Dash,1220060121.0,Dash,3220040121.0,Drop,3220040121.0,Drop,,,,,,,,,,,,,,,,,,,,0,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021012,wave_campaign_hard_008,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Night,ibg_desert_001,2320030121.0,path_grd_close_elite1_801,1220040121,Jump,1220040121.0,Jump,1220050121.0,Drop,2320030221.0,Drop,path_grd_close_small_013,7.0,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,path_grd_mid_small_049,6.0,1220040121.0,Drop,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,path_fly_close_small_041,7.0,1110010121.0,Drop,1110010121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_grd_mid_small_055,0.0,1220040121.0,Drop,1220040121.0,Drop,3220020121.0,Drop,2320030121.0,Drop,path_grd_close_small_042,4.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_fly_mid_small_030,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,27,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021013,wave_campaign_hard_008,Campaign,90,7,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Night,ibg_desert_001,1320060121.0,path_grd_mid_small_043,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,path_fly_mid_elite2_808,,1210030121.0,Dash,1210030121.0,Dash,2310040221.0,Dash,2310040221.0,Dash,path_fly_far_small_054,6.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_special_025,14.0,2120010121.0,Dash,2120010121.0,Dash,1220060121.0,Drop,2220040121.0,Drop,path_fly_mid_elite1_802,0.0,1210030121.0,Dash,1210030121.0,Dash,3210030121.0,Drop,3310040221.0,Drop,path_grd_mid_elite1_802,10.0,1220060121.0,Jump,1220060121.0,Jump,2220040121.0,Drop,1320060121.0,Drop,path_fly_mid_small_024,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,0,60,6,,5.0,path_grd_mid_small_043,,1220060121.0,Dash,2220040121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,
7021014,wave_campaign_hard_008,BaseDefense,60,6,True,True,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Night,ibg_desert_basedefense_001,,path_grd_close_small_042,1220010121,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,path_grd_close_small_051,,1220010121.0,Jump,1220050121.0,Jump,1220010121.0,Jump,1220050121.0,Jump,path_grd_mid_small_070,,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220050121.0,Drop,path_grd_mid_special_025,3.0,3120010121.0,Jump,3120010121.0,Jump,1220050121.0,Drop,1320030221.0,Drop,path_fly_mid_small_030,10.0,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_grd_mid_small_070,8.0,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,2220040121.0,Jump,path_grd_close_small_051,1220050121.0,Jump,1220050121.0,Jump,1220050121.0,Jump,1220050121.0,Jump,27,39,0,normal,,path_grd_mid_small_075,5.0,1220010121.0,Drop,1220010121.0,Drop,1220010121.0,Drop,2220040121.0,Drop,path_grd_close_elite1_801,7.0,1220010121.0,Jump,1220010121.0,Jump,1220050121.0,Drop,1320030221.0,Drop,,,,,,,,,,
7021015,wave_campaign_hard_008,BaseDefense,60,6,True,True,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Night,ibg_desert_basedefense_001,,path_grd_mid_small_049,3220050121,Drop,3220050121.0,Drop,3220050121.0,Drop,3220020121.0,Drop,path_grd_mid_small_043,5.0,3220050121.0,Jump,3220020121.0,Jump,3220050121.0,Jump,3220020121.0,Jump,path_grd_mid_small_040,10.0,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,3220020121.0,Dash,path_grd_mid_elite1_802,3.0,3220020121.0,Dash,3220020121.0,Dash,2220050121.0,Drop,2320030221.0,Drop,path_grd_close_small_069,10.0,3220020121.0,Dash,3220020121.0,Dash,3220020121.0,Dash,2220050121.0,Dash,path_fly_mid_small_030,,3220020121.0,Drop,3220020121.0,Drop,3220020121.0,Drop,1210040121.0,Drop,path_grd_mid_small_075,3220050121.0,Jump,3220020121.0,Jump,3220050121.0,Jump,3220020121.0,Jump,6,48,0,normal,5.0,path_grd_mid_elite1_802,7.0,3220020121.0,Dash,3220020121.0,Dash,2220050121.0,Drop,2320030221.0,Drop,,,,,,,,,,,,,,,,,,,,
7021016,wave_campaign_hard_008,Campaign,90,7,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Night,ibg_desert_001,1320010121.0,path_grd_mid_small_073,3220070121,Drop,3220070121.0,Drop,3220070121.0,Drop,2220040121.0,Dash,path_grd_far_elite1_803,3.0,3220010121.0,Jump,3220010121.0,Jump,3220070121.0,Drop,3320020221.0,Drop,path_grd_mid_small_070,6.0,3220010121.0,Dash,3220010121.0,Dash,3220010121.0,Dash,1320010221.0,Drop,path_grd_far_small_044,5.0,3220070121.0,Jump,2220040121.0,Jump,3220070121.0,Jump,2220040121.0,Jump,path_grd_far_elite1_803,0.0,3220070121.0,Dash,3220070121.0,Dash,2220040121.0,Drop,3320020221.0,Drop,path_fly_mid_small_030,10.0,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3310030221.0,Drop,path_grd_mid_elite1_802,3220010121.0,Dash,3220010121.0,Dash,3220070121.0,Drop,1320010121.0,Drop,0,27,30,,5.0,path_grd_far_small_044,9.0,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,
7021017,wave_campaign_hard_008,Campaign,90,7,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Night,ibg_desert_001,3320020121.0,path_grd_mid_elite1_802,3220060121,Dash,3220060121.0,Dash,3220070121.0,Drop,3320030221.0,Dash,path_grd_far_small_059,6.0,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,1320010221.0,Dash,path_fly_mid_special_047,9.0,2110010121.0,Dash,2110010121.0,Dash,1210010121.0,Drop,1210010121.0,Drop,path_grd_far_small_044,12.0,3220070121.0,Dash,3220060121.0,Dash,3220070121.0,Dash,3220060121.0,Dash,path_fly_mid_elite2_808,0.0,1210010121.0,Dash,1210010121.0,Dash,3310030221.0,Dash,3310030221.0,Dash,path_grd_far_elite1_803,8.0,3220060121.0,Jump,3220060121.0,Jump,3220070121.0,Drop,3320020121.0,Drop,path_grd_mid_special_065,3220060121.0,Dash,3220060121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,0,48,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021018,wave_campaign_hard_008,Campaign,90,7,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Night,ibg_desert_001,2320060121.0,path_grd_mid_small_043,3220050121,Dash,2220050121.0,Dash,3220050121.0,Dash,2220050121.0,Dash,path_grd_close_elite2_807,,3220050121.0,Dash,3220050121.0,Dash,2320020221.0,Drop,3320040221.0,Drop,path_grd_mid_small_070,,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,path_grd_close_small_039,10.0,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,path_grd_mid_elite2_805,0.0,3220020121.0,Dash,2220050121.0,Dash,3320040221.0,Drop,2320060121.0,Drop,path_grd_close_small_048,10.0,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3320040221.0,Drop,path_grd_mid_small_043,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,3220020121.0,Dash,21,33,0,,6.0,path_grd_mid_small_043,4.0,3220020121.0,Dash,3220020121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,,,,,,,,,,,,,,,,,,,,
7021019,wave_campaign_hard_008,Campaign,90,7,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Night,ibg_desert_001,1320030121.0,path_grd_close_special_064,2120010121,Jump,2120010121.0,Jump,3220040121.0,Drop,3320010221.0,Drop,path_grd_mid_elite2_805,12.0,3220040121.0,Drop,2220040121.0,Drop,2320010221.0,Jump,2320010221.0,Jump,path_fly_mid_small_024,10.0,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,path_fly_close_small_038,8.0,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,path_grd_mid_elite3_811,0.0,3220040121.0,Drop,3320010221.0,Drop,3320010221.0,Drop,2320010221.0,Drop,path_grd_close_elite1_801,10.0,3220040121.0,Jump,3220040121.0,Jump,2220040121.0,Drop,1320030121.0,Drop,path_fly_mid_small_005,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,35,31,0,,8.0,path_fly_close_small_007,12.0,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,,,,,,,,,,,,,,,,,,,,
7021020,wave_campaign_hard_008,Campaign,90,7,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Night,ibg_desert_001,3320020121.0,path_grd_close_elite1_801,1220060121,Dash,1220060121.0,Dash,2320030221.0,Drop,2220040121.0,Drop,path_grd_far_small_044,,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,1320010221.0,Dash,path_grd_close_small_013,8.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,path_fly_close_small_029,8.0,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,path_grd_close_elite1_801,0.0,1220060121.0,Jump,1220060121.0,Jump,2320030221.0,Drop,2220040121.0,Drop,path_grd_far_elite2_809,6.0,1220060121.0,Dash,3220070121.0,Dash,2320030221.0,Drop,3320020121.0,Drop,path_grd_close_small_048,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,1220060121.0,Jump,42,0,15,,5.0,path_fly_close_small_035,8.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,,,,,,,,,,,,,,,,,,,,
7021021,wave_campaign_hard_008,Campaign,90,7,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Night,ibg_desert_001,1320060121.0,path_grd_close_small_067,1220010121,Dash,1220010121.0,Dash,2220040121.0,Drop,2320020221.0,Drop,path_grd_mid_elite2_805,,2220010121.0,Dash,2220010121.0,Dash,2320050221.0,Dash,2320050221.0,Dash,path_fly_close_small_049,,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,3210030121.0,Dash,path_grd_mid_small_043,12.0,1220010121.0,Dash,1220010121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_grd_mid_small_049,0.0,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_grd_close_elite2_807,5.0,2220010121.0,Dash,2220010121.0,Dash,1320030221.0,Drop,1320060121.0,Drop,path_grd_mid_special_025,1220010121.0,Dash,1220010121.0,Dash,1220050121.0,Drop,2220040121.0,Drop,21,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021022,wave_campaign_hard_008,Defense,90,7,True,True,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Night,ibg_desert_defense_001,,path_grd_far_small_044,3220050121,Dash,3220070121.0,Dash,3220050121.0,Dash,3220070121.0,Dash,path_grd_mid_special_025,8.0,3120010121.0,Drop,3120010121.0,Drop,3220050121.0,Dash,2220040121.0,Dash,path_grd_far_small_038,10.0,3220050121.0,Dash,3220070121.0,Drop,3220050121.0,Dash,3220070121.0,Drop,path_grd_mid_elite1_802,2.0,3220050121.0,Dash,3220050121.0,Dash,3220070121.0,Drop,1320030221.0,Drop,path_grd_far_small_053,12.0,3220070121.0,Drop,3220050121.0,Dash,3220070121.0,Drop,3220050121.0,Dash,path_fly_mid_special_047,10.0,2110010121.0,Jump,2110010121.0,Jump,3210020121.0,Normal,3210020121.0,Normal,path_grd_mid_small_075,3220050121.0,Jump,3220070121.0,Jump,3220050121.0,Jump,3220070121.0,Jump,0,51,27,20,10.0,path_grd_far_elite1_803,,3220050121.0,Drop,3220050121.0,Drop,2220040121.0,Jump,3320020221.0,Drop,path_grd_mid_small_037,15.0,3220070121.0,Drop,3220070121.0,Drop,2220040121.0,Drop,2320010221.0,Normal,,,,,,,,,,
7021023,wave_campaign_hard_008,Defense,90,4,True,True,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Night,ibg_desert_defense_001,,path_grd_close_elite1_801,3220050121,Jump,3220050121.0,Jump,1220060121.0,Drop,2320010221.0,Normal,path_fly_mid_small_005,9.0,3110010121.0,Dash,3110010121.0,Dash,3110010121.0,Dash,1310020221.0,Dash,path_grd_close_small_048,,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3320010221.0,Dash,path_grd_mid_small_043,,1220060121.0,Normal,1220060121.0,Normal,1220060121.0,Normal,2320010221.0,Normal,path_grd_mid_elite1_802,2.0,3220050121.0,Jump,3220050121.0,Jump,1220060121.0,Normal,3320010221.0,Drop,path_fly_mid_small_030,12.0,3110010121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,1310020221.0,Drop,path_grd_mid_small_061,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,2320010221.0,Dash,15,48,0,20,,path_grd_mid_small_075,8.0,1220060121.0,Normal,1220060121.0,Normal,1220060121.0,Normal,1220060121.0,Normal,path_grd_mid_elite1_802,,3220050121.0,Jump,3220050121.0,Jump,1220060121.0,Normal,2320010221.0,Jump,,,,,,,,,,
7021024,wave_campaign_hard_008,BaseDefense,60,6,True,True,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Night,ibg_desert_basedefense_001,,path_grd_close_small_051,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_small_070,,2220020121.0,Jump,2220020121.0,Jump,2220020121.0,Jump,2220050121.0,Drop,path_grd_mid_small_011,,2220020121.0,Jump,2220020121.0,Jump,2220020121.0,Jump,2220020121.0,Jump,path_grd_mid_elite1_802,2.0,2220020121.0,Dash,2220020121.0,Dash,3220040121.0,Drop,2320020221.0,Drop,path_grd_mid_small_043,10.0,3220040121.0,Jump,3220040121.0,Jump,1120010121.0,Jump,3320010221.0,Jump,path_grd_mid_special_065,,1120010121.0,Jump,1120010121.0,Jump,3220040121.0,Drop,3220020121.0,Drop,path_grd_mid_small_075,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,6,57,0,normal,4.0,path_grd_mid_elite1_802,7.0,3220040121.0,Jump,3220040121.0,Jump,3220020121.0,Drop,2320020221.0,Drop,,,,,,,,,,,,,,,,,,,,
7021025,wave_campaign_hard_008,BaseDefense,60,7,True,True,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Night,ibg_desert_basedefense_001,,path_grd_mid_elite1_802,3220030121,Drop,3220030121.0,Drop,1220050121.0,Drop,2320030221.0,Drop,path_grd_close_small_042,4.0,3220030121.0,Dash,1220050121.0,Dash,3220030121.0,Dash,1220050121.0,Dash,path_grd_mid_small_070,5.0,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3220020121.0,Drop,path_fly_close_small_032,5.0,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210030121.0,Drop,path_grd_mid_elite2_808,1.0,3220030121.0,Jump,3220030121.0,Jump,1320030221.0,Drop,2320030221.0,Drop,path_fly_mid_small_039,7.0,3210040121.0,Jump,3210040121.0,Jump,3210040121.0,Jump,2210030121.0,Jump,path_grd_mid_special_065,3120010121.0,Jump,3120010121.0,Jump,3220030121.0,Drop,3220030121.0,Drop,12,57,0,normal,3.0,path_grd_mid_small_076,8.0,3220030121.0,Dash,2220040121.0,Dash,3220030121.0,Dash,2220040121.0,Dash,path_grd_mid_small_049,,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,2320030121.0,Drop,,,,,,,,,,
7021026,wave_campaign_hard_008,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Night,ibg_desert_001,3310040121.0,path_grd_close_elite1_801,3220030121,Dash,3220030121.0,Dash,2220040121.0,Jump,2320030221.0,Jump,path_grd_mid_small_012,7.0,1220060121.0,Dash,1220060121.0,Dash,3220020121.0,Dash,1220060121.0,Dash,path_fly_mid_small_027,7.0,1210020121.0,Dash,2210040121.0,Dash,1210020121.0,Dash,3210030121.0,Dash,path_grd_mid_small_012,0.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2320030221.0,Dash,path_fly_mid_elite1_802,7.0,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Drop,3310040121.0,Drop,,,,,,,,,,,,,,,,,,,,9,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021027,wave_campaign_hard_008,Campaign,90,7,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Night,ibg_desert_001,3320070121.0,path_grd_close_small_007,3220050121,Drop,3220050121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,path_grd_mid_elite2_805,,3220050121.0,Dash,3220050121.0,Dash,2320010221.0,Dash,2320010221.0,Dash,path_fly_mid_special_016,8.0,3110010121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,3210030121.0,Drop,path_grd_close_small_013,12.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_mid_elite2_808,0.0,2220030121.0,Dash,2220030121.0,Dash,2320020221.0,Drop,3320070121.0,Drop,path_fly_close_small_029,,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,path_grd_mid_special_065,2220030121.0,Dash,2220030121.0,Dash,3220050121.0,Drop,2220040121.0,Drop,18,48,0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021028,wave_campaign_hard_008,Campaign,90,7,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Night,ibg_desert_001,3320020121.0,path_grd_mid_small_043,2220030121,Dash,3220070121.0,Dash,2220030121.0,Dash,1320010221.0,Dash,path_fly_mid_small_036,,3210020121.0,Dash,3210020121.0,Dash,2210040121.0,Dash,2210040121.0,Dash,path_grd_mid_elite1_802,3.0,2220030121.0,Jump,2220030121.0,Jump,3220070121.0,Drop,3320020221.0,Drop,path_fly_mid_small_042,12.0,2210040121.0,Drop,2210040121.0,Drop,2210040121.0,Drop,1210040121.0,Drop,path_fly_close_elite1_801,0.0,3210020121.0,Dash,3210020121.0,Dash,2210040121.0,Drop,2310050221.0,Drop,path_grd_mid_elite2_808,10.0,2220030121.0,Dash,3220070121.0,Dash,1320030221.0,Drop,3320020121.0,Drop,path_fly_mid_small_039,3210020121.0,Dash,3210020121.0,Dash,2210040121.0,Dash,2210040121.0,Dash,9,48,0,,6.0,path_grd_mid_small_043,10.0,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,,,,,,,,,,,,,,,,,,,,
7021029,wave_campaign_hard_008,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Night,ibg_desert_001,2310040121.0,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220050121.0,Drop,2320050221.0,Drop,path_fly_close_small_029,7.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,path_grd_mid_small_058,7.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Drop,2320050221.0,Drop,path_grd_close_small_045,6.0,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,2310040121.0,Dash,,,,,,,,,,,,,,,,,,,,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021030,wave_campaign_hard_008,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Night,ibg_desert_001,2310050121.0,path_grd_close_elite1_801,3220030121,Dash,3220030121.0,Dash,2220040121.0,Jump,2320030221.0,Jump,path_grd_mid_small_012,7.0,1220060121.0,Dash,1220060121.0,Dash,3220020121.0,Dash,1220060121.0,Dash,path_fly_mid_small_027,7.0,1210020121.0,Dash,2210040121.0,Dash,1210020121.0,Dash,3210030121.0,Dash,path_grd_mid_small_012,0.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2320030221.0,Dash,path_fly_mid_elite1_802,7.0,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Drop,2310050121.0,Drop,,,,,,,,,,,,,,,,,,,,9,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021031,wave_campaign_hard_008,Campaign,90,7,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Night,ibg_desert_001,3310040121.0,path_grd_mid_elite1_802,3220050121,Jump,3220050121.0,Jump,2220050121.0,Drop,2320030221.0,Drop,path_fly_close_small_029,9.0,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,2310050221.0,Drop,path_grd_mid_small_043,6.0,3220050121.0,Dash,3220020121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,path_grd_mid_elite3_811,0.0,3220020121.0,Dash,2320030221.0,Drop,2320030221.0,Drop,2320030221.0,Drop,path_fly_mid_small_030,10.0,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,3310040121.0,Drop,path_grd_close_small_042,6.0,3220050121.0,Dash,3220020121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,path_grd_mid_small_043,3220050121.0,Jump,3220020121.0,Jump,3220050121.0,Jump,3220020121.0,Jump,12,36,0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
