stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,mod_value,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/2/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6230101,wave_tower_missilis_002,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_grd_close_small_036,2220010141,Normal,2220010141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,path_grd_mid_small_075,12.0,3220030141.0,Drop,3220030141.0,Drop,3220030141.0,Drop,3220020141.0,Drop,path_grd_close_special_064,1120010141.0,Dash,1120010141.0,Dash,2220010141.0,Drop,2220050141.0,Dash,path_grd_mid_special_025,4.0,1120010141.0,Jump,1120010141.0,Jump,2220010141.0,Drop,2320050241.0,Drop,path_grd_mid_small_075,16.0,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220020141.0,Dash,30,48,0,20,path_grd_mid_small_040,,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,3220020141.0,Drop,path_grd_mid_special_025,9.0,1120010141.0,Dash,1120010141.0,Dash,2220010141.0,Drop,2220050141.0,Drop,path_grd_close_elite1_801,19.0,3220030141.0,Jump,3220030141.0,Jump,3220020141.0,Normal,3320010141.0,Normal,,,,,,,,,,,
6230102,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,1320030141.0,path_grd_mid_small_043,1220010141,Dash,1220010141.0,Dash,3220060141.0,Jump,3220060141.0,Jump,path_grd_far_small_071,6.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2320030241.0,Dash,path_fly_mid_small_039,1210010141.0,Drop,1210030141.0,Drop,1210010141.0,Drop,1210030141.0,Drop,path_grd_far_elite1_803,0.0,3220060141.0,Jump,3220060141.0,Jump,1220010141.0,Drop,1320030141.0,Drop,path_fly_mid_small_030,,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,1210030141.0,Drop,0,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,
6230103,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,3310010141.0,path_grd_mid_small_037,3220060141,Dash,2220040141.0,Dash,3220060141.0,Dash,1320040241.0,Dash,path_grd_far_small_041,7.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Dash,path_fly_far_small_031,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,3210030141.0,Drop,path_fly_mid_elite2_805,0.0,1210010141.0,Jump,1210010141.0,Jump,3210030141.0,Drop,3310010141.0,Drop,path_grd_far_small_044,,3220060141.0,Dash,2220040141.0,Dash,3220060141.0,Dash,2220040141.0,Dash,0,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230104,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,3320020141.0,path_grd_mid_small_043,2220030141,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_grd_far_elite1_803,7.0,1120010141.0,Dash,1120010141.0,Dash,3220070141.0,Drop,3320020241.0,Drop,path_grd_far_small_044,2220030141.0,Dash,3220070141.0,Dash,2220030141.0,Dash,3220070141.0,Dash,path_grd_mid_small_070,11.0,1120010141.0,Jump,1120010141.0,Jump,1120010141.0,Jump,2220040141.0,Jump,path_grd_far_elite1_803,0.0,2220030141.0,Dash,2220030141.0,Dash,3220070141.0,Drop,3320020141.0,Drop,0,18,24,,path_grd_mid_small_073,5.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
6230105,wave_tower_missilis_002,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,,path_fly_close_elite1_801,1210020141,Normal,1210020141.0,Normal,1210030141.0,Dash,1310010241.0,Dash,path_grd_mid_small_040,12.0,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Normal,2320040241.0,Normal,path_grd_mid_small_040,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,path_fly_mid_special_016,7.0,1110010141.0,Drop,1110010141.0,Drop,1210020141.0,Normal,1210020141.0,Normal,path_grd_mid_elite2_805,3.0,3220050141.0,Drop,3220050141.0,Drop,3320040141.0,Drop,2320040241.0,Normal,24,57,0,20,path_fly_mid_small_008,,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,1210020141.0,Normal,path_fly_close_special_044,7.0,1110010141.0,Drop,1110010141.0,Drop,1210020141.0,Normal,2310030241.0,Drop,path_grd_mid_small_075,,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2320040241.0,Normal,8.0,path_fly_mid_elite2_808,5.0,1210020141.0,Normal,1210020141.0,Normal,2310020241.0,Drop,2310020241.0,Drop
6230106,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,3310020141.0,path_fly_close_small_029,3210020141,Drop,3210020141.0,Drop,3210020141.0,Drop,2310020241.0,Drop,path_grd_mid_small_037,7.0,3220010141.0,Dash,3220010141.0,Jump,3220010141.0,Dash,1220050141.0,Jump,path_grd_mid_small_040,3220010141.0,Dash,3220010141.0,Jump,3220010141.0,Dash,1220050141.0,Jump,path_fly_mid_special_016,0.0,3110010141.0,Drop,3110010141.0,Drop,3210020141.0,Drop,3310020141.0,Drop,path_grd_mid_small_012,7.0,3220010141.0,Dash,3220010141.0,Dash,3220010141.0,Dash,2220040141.0,Dash,6,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,
6230107,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,3320050141.0,path_grd_close_small_067,3220030141,Dash,3220030141.0,Dash,3220030141.0,Drop,2320020241.0,Drop,path_grd_mid_small_012,,3220030141.0,Dash,3220030141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,path_grd_mid_small_046,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,1220050141.0,Drop,path_grd_close_elite1_801,0.0,2120010141.0,Jump,2120010141.0,Jump,2220040141.0,Drop,3320050141.0,Drop,path_grd_mid_small_043,6.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,30,18,0,,path_grd_close_special_064,3.0,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,1220050141.0,Drop,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
6230108,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,3320040141.0,path_grd_close_small_010,2220010141,Jump,3220020141.0,Jump,2220010141.0,Jump,3220020141.0,Jump,path_grd_mid_elite1_802,6.0,2220010141.0,Dash,2220010141.0,Dash,3220020141.0,Drop,2320060241.0,Drop,path_fly_close_small_029,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,1210040141.0,Drop,path_grd_close_elite1_801,0.0,2220010141.0,Dash,2220010141.0,Dash,3220020141.0,Drop,3320040141.0,Drop,path_grd_mid_small_043,,2220010141.0,Dash,3220020141.0,Dash,2220010141.0,Dash,3220020141.0,Dash,21,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230109,wave_tower_missilis_002,BaseDefense,60,6,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Missilis,ibg_tower_basedefense_001,,path_grd_close_small_048,3220050141,Drop,3220050141.0,Drop,3220020141.0,Dash,3220020141.0,Dash,path_grd_mid_small_043,,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,path_grd_mid_small_040,3220050141.0,Dash,3220020141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,path_grd_mid_elite1_802,3.0,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Jump,2320030241.0,Jump,path_grd_close_small_069,,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,12,42,0,normal,path_fly_mid_small_030,10.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,1210040141.0,Drop,path_grd_mid_small_075,5.0,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,3220020141.0,Jump,path_grd_mid_elite1_802,7.0,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Drop,2320030141.0,Drop,,,,,,,,,,,
6230110,wave_tower_missilis_002,Campaign,180,6,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,1520010111.0,b_g_harvester_01,1520010111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230111,wave_tower_missilis_002,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,1320060121.0,path_grd_far_small_059,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,7.0,3220040121.0,Drop,3220040121.0,Drop,1220050121.0,Dash,1320060221.0,Dash,path_fly_mid_small_005,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,3210030121.0,Dash,path_grd_mid_elite1_802,0.0,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Drop,1320060121.0,Drop,path_grd_far_small_074,6.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
