stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6210022,wave_tower_default_001,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,0,45,27,20,,path_grd_far_small_044,path_grd_mid_special_025,12.0,path_grd_far_small_038,10.0,path_grd_mid_elite1_802,2.0,path_grd_far_small_053,11.0,path_fly_mid_special_047,,path_grd_mid_small_075,12.0,path_grd_far_elite1_803,,,,3220050141,Dash,3220070141.0,Dash,3220050141.0,Dash,3220070141.0,Dash,3120010141.0,Drop,3120010141.0,Drop,3220050141.0,Dash,2220040141.0,Dash,3220050141.0,Dash,3220070141.0,Drop,3220050141.0,Dash,3220070141.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220070141.0,Drop,1320030241.0,Drop,3220070141.0,Drop,3220050141.0,Dash,3220070141.0,Drop,3220050141.0,Dash,2110010141.0,Jump,2110010141.0,Jump,3210020141.0,Normal,3210020141.0,Normal,3220050141.0,Jump,3220070141.0,Jump,3220050141.0,Jump,3220070141.0,Jump,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Jump,1320010141.0,Jump,,,,,,,,
6210023,wave_tower_default_001,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,45,39,0,,1310010141.0,path_grd_close_special_024,path_fly_mid_elite1_802,12.0,path_fly_close_special_046,,path_fly_mid_special_016,0.0,path_grd_close_special_024,11.0,path_grd_mid_special_065,7.0,,,,,,,2120010141,Jump,2120010141.0,Jump,2120010141.0,Drop,2220050141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,3210030141.0,Drop,1310010241.0,Drop,2110010141.0,Dash,2110010141.0,Dash,2110010141.0,Dash,2110010141.0,Dash,2110010141.0,Drop,2110010141.0,Drop,3210030141.0,Dash,1310010141.0,Drop,3120010141.0,Jump,3120010141.0,Jump,1220050141.0,Drop,2220040141.0,Drop,3120010141.0,Dash,3120010141.0,Dash,3120010141.0,Dash,3120010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6210024,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,36,21,0,,3320060141.0,path_grd_close_small_007,path_fly_mid_small_036,6.0,path_fly_close_special_044,6.0,path_grd_mid_elite1_802,0.0,path_fly_close_special_046,6.0,path_fly_mid_small_036,3.0,,,,,,,2120010141,Drop,2120010141.0,Drop,2120010141.0,Drop,3320060241.0,Drop,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,3210030141.0,Drop,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,3320060141.0,Drop,2110010141.0,Dash,2110010141.0,Dash,3210040141.0,Dash,3210030141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6210025,wave_tower_default_001,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,30,45,30,,1320030141.0,path_grd_mid_small_002,path_grd_close_special_064,,path_grd_far_special_066,12.0,path_grd_mid_special_025,12.0,path_grd_mid_elite2_808,0.0,path_grd_far_special_066,12.0,path_grd_mid_special_025,14.0,path_grd_close_special_064,12.0,,,3220050141,Dash,3220050141.0,Dash,3220050141.0,Drop,3220050141.0,Drop,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,3320040241.0,Dash,3220070141.0,Jump,3220070141.0,Jump,3220070141.0,Jump,2220040141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,3220070141.0,Drop,3220020141.0,Drop,1220020141.0,Drop,1220020141.0,Drop,2320020241.0,Drop,1320030141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,2220040141.0,Dash,2220040141.0,Dash,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,1220020141.0,Drop,1220020141.0,Drop,1220020141.0,Drop,1220020141.0,Drop,,,,,,,,
6210026,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,9,15,12,,3320070141.0,path_grd_close_elite1_801,path_grd_mid_small_012,7.0,path_grd_far_small_059,4.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_044,,,,,,,,,,3220030141,Dash,3220030141.0,Dash,2220040141.0,Jump,2320050241.0,Jump,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Drop,3320070141.0,Drop,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210027,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,18,21,,1320040141.0,path_grd_mid_small_049,path_grd_far_small_071,6.0,path_grd_mid_small_012,4.0,path_grd_mid_small_055,0.0,path_grd_far_special_066,,,,,,,,,,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,1320040241.0,Drop,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220020141.0,Dash,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,1320040141.0,Drop,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210028,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,24,12,0,,1310020141.0,path_fly_mid_small_002,path_grd_close_elite1_801,6.0,path_fly_close_small_029,4.0,path_fly_close_elite1_801,0.0,path_grd_mid_small_052,,,,,,,,,,2210010141,Drop,2210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3220040141.0,Dash,3220040141.0,Dash,2220050141.0,Dash,2320010241.0,Dash,3210010141.0,Drop,3210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Dash,2210010141.0,Dash,3210030141.0,Drop,1310020141.0,Drop,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210029,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,30,21,,2320050141.0,path_grd_far_small_003,path_grd_mid_small_008,6.0,path_fly_mid_special_016,6.0,path_grd_mid_elite1_802,0.0,path_grd_far_special_066,9.0,,,,,,,,,3220060141,Drop,3220060141.0,Drop,3220060141.0,Dash,3220060141.0,Dash,2220030141.0,Drop,2220030141.0,Drop,3220020141.0,Drop,2320050241.0,Drop,3110010141.0,Drop,3110010141.0,Drop,3110010141.0,Drop,3110010141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,3220060141.0,Drop,2320050141.0,Drop,3220060141.0,Dash,3220060141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210030,wave_tower_default_001,Campaign,180,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,0,0,1,,1520030111.0,b_grd_blacksmith_01,,,,,,,,,,,,,,,,,1520030111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210031,wave_tower_default_001,BaseDefense,60,10,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,30,51,15,normal,,path_grd_mid_special_025,path_grd_close_small_042,,path_grd_mid_special_065,12.0,path_grd_close_elite1_801,3.0,path_grd_far_special_066,,path_fly_close_special_044,,path_grd_mid_small_070,,path_grd_mid_small_076,,path_grd_mid_elite1_802,7.0,2120010121,Jump,2120010121.0,Jump,2120010121.0,Drop,2220040121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,3120010121.0,Dash,3120010121.0,Dash,3120010121.0,Dash,3220020121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Drop,3320060221.0,Drop,3120010121.0,Dash,3120010121.0,Dash,3120010121.0,Drop,2220040121.0,Drop,1110010121.0,Drop,1110010121.0,Drop,1210020121.0,Drop,1210040121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,2220040121.0,Jump,2220010121.0,Dash,2220010121.0,Dash,3220020121.0,Drop,1320040121.0,Drop
6210032,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,15,18,0,,2320030121.0,path_grd_close_small_039,path_grd_mid_small_049,6.0,path_fly_mid_small_050,7.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_012,7.0,,,,,,,,,3220010121,Dash,3220010121.0,Dash,3220010121.0,Dash,3220010121.0,Dash,3220010121.0,Jump,3220010121.0,Jump,3220070121.0,Jump,1320010221.0,Jump,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,3210030121.0,Drop,3220070121.0,Jump,3220070121.0,Jump,3220010121.0,Drop,2320030121.0,Drop,3220010121.0,Jump,3220010121.0,Jump,3220010121.0,Jump,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210033,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,0,12,27,,1320010121.0,path_grd_far_small_044,path_fly_mid_small_039,6.0,path_grd_far_small_071,3.0,path_grd_far_small_044,7.0,path_grd_far_elite1_803,0.0,path_grd_mid_small_012,9.0,,,,,,,3220070121,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,3310020221.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220060121.0,Drop,1320010121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6210034,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,21,12,0,,1320040121.0,path_grd_close_small_048,path_grd_close_small_054,6.0,path_fly_mid_small_053,3.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_012,7.0,,,,,,,,,3120010121,Dash,1220040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,2220040121.0,Drop,2320050221.0,Drop,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,3210030121.0,Drop,1220040121.0,Dash,1220040121.0,Dash,2220040121.0,Drop,1320040121.0,Drop,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210035,wave_tower_default_001,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,54,12,,2320070121.0,path_grd_mid_elite1_802,path_fly_mid_special_047,,path_grd_far_small_044,6.0,path_grd_mid_small_040,9.0,path_fly_mid_elite2_808,0.0,path_grd_mid_elite1_802,5.0,path_grd_far_small_044,8.0,path_grd_mid_small_049,9.0,,,3220030121,Dash,3220030121.0,Dash,3220070121.0,Drop,1320020221.0,Drop,2110010121.0,Dash,2110010121.0,Dash,2210010121.0,Drop,2310010221.0,Drop,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2310010221.0,Dash,2310010221.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Drop,2320070121.0,Drop,3220070121.0,Dash,2220040121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,,,,,,,,
6210036,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,27,30,0,,3320040121.0,path_grd_close_small_042,path_grd_mid_elite1_802,6.0,path_grd_close_special_064,10.0,path_grd_mid_special_025,0.0,path_grd_close_small_042,8.0,path_grd_mid_small_012,,,,,,,,1220010121,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,2220030121.0,Jump,2220030121.0,Jump,3220020121.0,Jump,3320010221.0,Jump,2120010121.0,Dash,2120010121.0,Dash,2220030121.0,Jump,3220020121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,3320040121.0,Drop,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6210037,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,21,15,0,,2320060121.0,path_grd_close_small_010,path_grd_mid_elite1_802,6.0,path_fly_close_small_029,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_070,,,,,,,,,,2220010121,Jump,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Dash,2220010121.0,Dash,2220050121.0,Jump,1320040221.0,Jump,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,1210040121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220050121.0,Drop,2320060121.0,Drop,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220050121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210038,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,45,39,0,,1310010121.0,path_grd_close_special_024,path_fly_mid_elite1_802,12.0,path_fly_close_special_046,,path_fly_mid_special_016,0.0,path_grd_close_special_024,13.0,path_grd_mid_special_065,6.0,,,,,,,2120010121,Jump,2120010121.0,Jump,2120010121.0,Drop,2220050121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210040121.0,Drop,3310020221.0,Drop,2110010121.0,Dash,2110010121.0,Dash,2110010121.0,Dash,2110010121.0,Dash,3110010121.0,Drop,3110010121.0,Drop,3210030121.0,Drop,1310010121.0,Drop,3120010121.0,Jump,3120010121.0,Jump,2220020121.0,Jump,2220050121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6210039,wave_tower_default_001,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,0,45,27,20,,path_grd_far_small_044,path_grd_mid_special_025,12.0,path_grd_far_small_038,10.0,path_grd_mid_elite1_802,2.0,path_grd_far_small_053,11.0,path_fly_mid_special_047,,path_grd_mid_small_075,12.0,path_grd_far_elite1_803,,,,3220050121,Dash,3220070121.0,Dash,3220050121.0,Dash,3220070121.0,Dash,3120010121.0,Drop,3120010121.0,Drop,3220050121.0,Dash,2220040121.0,Dash,3220050121.0,Dash,3220070121.0,Drop,3220050121.0,Dash,3220070121.0,Drop,3220050121.0,Dash,3220050121.0,Dash,3220070121.0,Drop,1320030221.0,Drop,3220070121.0,Drop,3220050121.0,Dash,3220070121.0,Drop,3220050121.0,Dash,2110010121.0,Jump,2110010121.0,Jump,3210020121.0,Normal,3210020121.0,Normal,3220050121.0,Jump,3220070121.0,Jump,3220050121.0,Jump,3220070121.0,Jump,3220050121.0,Drop,3220050121.0,Drop,2220040121.0,Jump,1320010121.0,Jump,,,,,,,,
6210040,wave_tower_default_001,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,6,40,0,,1420040131.0,path_grd_mid_centurion_902,path_fly_mid_small_002,,path_fly_mid_special_016,4.0,path_grd_mid_small_049,4.0,path_grd_mid_small_076,,path_grd_close_small_001,8.0,path_fly_mid_small_024,,,,,,1420040131,Normal,,,,,,,3210010131.0,Jump,3210010131.0,Jump,3210010131.0,Jump,3210030131.0,Dash,2110010131.0,Drop,2110010131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,2220020131.0,Dash,2220020131.0,Dash,2120010131.0,Dash,3320030231.0,Drop,1220010131.0,Jump,1220010131.0,Jump,1220010131.0,Jump,2220040131.0,Jump,2120010131.0,Normal,2120010131.0,Normal,1220010131.0,Normal,1220010131.0,Normal,1210030131.0,Dash,1210030131.0,Dash,3110010131.0,Dash,1310030231.0,Dash,,,,,,,,,,,,,,,,
6210041,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,15,18,,3320060131.0,path_grd_far_small_003,path_grd_mid_elite1_802,6.0,path_grd_far_small_044,,path_grd_mid_small_055,0.0,path_grd_far_small_062,,,,,,,,,,3220070131,Drop,3220070131.0,Drop,3220010131.0,Dash,3220010131.0,Dash,3220010131.0,Jump,3220010131.0,Jump,3220020131.0,Drop,1320010231.0,Drop,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220010131.0,Drop,3220010131.0,Drop,2220040131.0,Drop,3320060131.0,Drop,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210042,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,30,12,,2310010131.0,path_grd_mid_special_065,path_grd_far_small_074,12.0,path_fly_mid_small_050,,path_fly_mid_elite1_802,0.0,path_grd_far_small_071,7.0,,,,,,,,,3120010131,Dash,3120010131.0,Dash,2220020131.0,Drop,2320070231.0,Drop,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220040131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,2310010131.0,Drop,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220040131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210043,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,27,30,0,,3320040131.0,path_grd_close_small_042,path_grd_mid_elite1_802,6.0,path_grd_close_special_064,10.0,path_grd_mid_special_025,0.0,path_grd_close_small_042,8.0,path_grd_mid_small_012,,,,,,,,1220010131,Dash,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,2220030131.0,Jump,2220030131.0,Jump,3220020131.0,Jump,3320010231.0,Jump,2120010131.0,Dash,2120010131.0,Dash,2220030131.0,Jump,3220020131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,3320040131.0,Drop,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6210044,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,60,24,,1310010131.0,path_grd_mid_special_025,path_fly_far_elite1_803,12.0,path_fly_mid_special_016,,path_fly_far_special_045,0.0,path_grd_mid_special_065,13.0,path_fly_mid_special_016,8.0,,,,,,,1120010131,Jump,1120010131.0,Jump,1120010131.0,Drop,2220040131.0,Drop,1210030131.0,Dash,1210030131.0,Dash,1210010131.0,Drop,2310020231.0,Drop,3110010131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,1110010131.0,Drop,1110010131.0,Drop,3210030131.0,Drop,1310010131.0,Drop,1120010131.0,Dash,1120010131.0,Dash,1220010131.0,Dash,2220040131.0,Dash,3110010131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6210045,wave_tower_default_001,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,0,45,18,normal,,path_grd_mid_small_068,path_grd_far_small_053,4.0,path_grd_mid_special_065,5.0,path_grd_mid_elite2_808,2.0,path_fly_far_small_006,,path_grd_far_small_044,,path_grd_mid_small_075,5.0,path_grd_mid_elite1_802,,,,2220030131,Dash,2220030131.0,Dash,2220030131.0,Drop,3320030231.0,Drop,3220060131.0,Dash,2220050131.0,Dash,3220060131.0,Dash,2220050131.0,Dash,1120010131.0,Dash,1120010131.0,Dash,2220030131.0,Drop,2220050131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,3320010231.0,Drop,3320070131.0,Drop,1210010131.0,Dash,1210010131.0,Dash,1210010131.0,Dash,2310030231.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2220050131.0,Dash,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Drop,3320030131.0,Drop,,,,,,,,
6210046,wave_tower_default_001,Campaign,90,6,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,6,27,0,,3320070131.0,path_grd_mid_small_002,path_grd_mid_small_011,6.0,path_fly_mid_small_024,3.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_072,7.0,,,,,,,,,1220010131,Dash,1220010131.0,Dash,1120010131.0,Drop,1120010131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,3320060231.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Drop,3320070131.0,Drop,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,3220020131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
