stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,ui_theme
6501611,wave_eventdungeon_008,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,3320030121,path_grd_far_small_044,2220030121,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,path_fly_mid_elite1_802,,1210010121.0,Dash,1210010121.0,Dash,1210010121.0,Drop,1210010121.0,Drop,path_grd_far_small_056,6.0,2220030121.0,Drop,2220030121.0,Drop,2220040121.0,Drop,3320070221.0,Drop,path_fly_mid_small_039,10.0,2210020121.0,Dash,2210020121.0,Dash,2210040121.0,Dash,2210040121.0,Dash,path_grd_far_elite2_806,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Drop,2220030121.0,Drop,0,43,23,0.0,path_grd_far_elite1_803,10.0,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,3320030121.0,Drop,path_fly_mid_special_047,8.0,2110010121.0,Dash,2110010121.0,Dash,2110010121.0,Drop,2210040121.0,Drop,path_grd_far_small_044,2220030121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,4.0,
6501612,wave_eventdungeon_008,Campaign,180,6,False,False,point_grd_ocean_001,point_fly_ocean_sky_001,sbg_ocean_sky_001,Ocean,Day,ibg_ocean_001,3410020131,path_fly_mid_centurion_902,3410020131,Normal,,,,,,,path_fly_mid_small_033,,2210020121.0,Normal,2210020121.0,Normal,2210020121.0,Normal,2210020121.0,Normal,path_fly_mid_small_002,,2110010121.0,Dash,2110010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,path_fly_mid_small_033,4.0,1110010121.0,Drop,1110010121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,path_fly_mid_small_042,3210040121.0,Normal,2210010121.0,Normal,2110010121.0,Normal,2110010121.0,Normal,9,28,3,,path_fly_close_elite2_804,4.0,3110010121.0,Jump,3110010121.0,Jump,3110010121.0,Jump,3210030121.0,Jump,path_fly_mid_small_005,4.0,2210010121.0,Normal,2210010121.0,Normal,2210010121.0,Normal,2210010121.0,Normal,,,,,,,,,,,
6501613,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Night,ibg_ocean_001,2320050121,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220050121.0,Drop,2320050221.0,Drop,path_fly_mid_small_030,10.0,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210040121.0,Drop,path_grd_close_small_013,4.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,1220050121.0,Drop,1320030221.0,Drop,path_grd_mid_special_025,3120010121.0,Dash,3120010121.0,Dash,1220050121.0,Drop,2320050121.0,Dash,20,36,1,6.0,path_grd_mid_small_043,3.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,
6501614,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Night,ibg_ocean_001,3320030121,path_grd_mid_small_002,3220050121,Dash,3220050121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_fly_close_small_017,5.0,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_fly_mid_small_027,10.0,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,3310030221.0,Drop,path_grd_close_elite3_813,,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_grd_mid_elite1_802,1220050121.0,Dash,3220050121.0,Dash,3220040121.0,Dash,3320030121.0,Drop,19,27,2,0.0,path_fly_mid_small_036,10.0,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,path_grd_close_small_042,,3220050121.0,Dash,3220050121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,,,,,,,,,,,
6501615,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Night,ibg_ocean_001,1320060121,path_grd_mid_small_043,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,path_fly_mid_elite2_808,,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,3310010221.0,Dash,path_fly_far_small_054,6.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_special_025,14.0,2120010121.0,Dash,2120010121.0,Dash,1220060121.0,Drop,2220040121.0,Drop,path_fly_mid_elite1_802,1210030121.0,Dash,1210030121.0,Dash,3210030121.0,Drop,1310040221.0,Drop,0,57,9,0.0,path_grd_mid_elite1_802,10.0,1220060121.0,Jump,1220060121.0,Jump,2220040121.0,Drop,1320060121.0,Drop,path_fly_mid_small_024,5.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_small_043,1220060121.0,Dash,2220040121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,,
6501616,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Night,ibg_ocean_001,3320010121,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220050121.0,Drop,2320050221.0,Drop,path_fly_close_small_029,7.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,path_grd_mid_small_058,7.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Drop,2320050221.0,Drop,path_grd_close_small_045,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,3320010121.0,Dash,21,21,0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501617,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Night,ibg_ocean_001,2320020121,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220020121.0,Drop,3320050221.0,Drop,path_fly_mid_small_036,7.0,3210030121.0,Dash,2210040121.0,Dash,3210010121.0,Dash,2210040121.0,Dash,path_grd_mid_small_058,7.0,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Dash,path_fly_mid_small_042,,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Drop,3210010121.0,Drop,path_fly_mid_small_030,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,0,51,3,0.0,path_grd_mid_elite1_802,,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Drop,2320020121.0,Jump,path_grd_mid_small_043,,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,,,,,,,,,,,
6501618,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Night,ibg_ocean_001,3320050121,path_grd_close_small_051,3220050121,Dash,3220050121.0,Dash,3220050121.0,Jump,2220040121.0,Jump,path_grd_mid_small_068,7.0,2220010121.0,Dash,2220020121.0,Dash,3220020121.0,Dash,2320020221.0,Drop,path_fly_far_small_003,7.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,path_fly_close_elite1_801,0.0,2210020121.0,Jump,2210020121.0,Jump,2210020121.0,Drop,2210020121.0,Drop,path_grd_close_small_067,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,3320050121.0,Dash,23,4,6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501619,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Night,ibg_ocean_001,2310050121,path_grd_close_elite1_801,3220030121,Dash,3220030121.0,Dash,2220040121.0,Jump,2320030221.0,Jump,path_grd_mid_small_012,7.0,1220060121.0,Dash,1220060121.0,Dash,3220020121.0,Dash,1220060121.0,Dash,path_fly_mid_small_027,7.0,1210020121.0,Dash,2210040121.0,Dash,1210020121.0,Dash,3210030121.0,Dash,path_grd_mid_small_012,0.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2320030221.0,Dash,path_fly_mid_elite1_802,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Drop,2310050121.0,Drop,9,27,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501620,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Night,ibg_ocean_001,3320060121,path_grd_close_special_064,1220060121,Dash,1220060121.0,Dash,1120010121.0,Drop,1120010121.0,Drop,path_fly_mid_small_039,8.0,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,2210040121.0,Dash,path_grd_close_elite1_801,10.0,3220010121.0,Jump,3220010121.0,Jump,1220060121.0,Drop,1220060121.0,Drop,path_grd_close_small_048,5.0,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,path_fly_mid_elite1_802,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Drop,1210020121.0,Drop,43,22,1,0.0,path_grd_close_elite2_807,10.0,3220010121.0,Jump,3220010121.0,Jump,3220010121.0,Drop,3320060121.0,Drop,path_fly_close_small_004,,1110010121.0,Dash,1110010121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,path_fly_mid_small_008,1110010121.0,Dash,1110010121.0,Dash,1110010121.0,Dash,1110010121.0,Dash,14.0,
6501621,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Night,ibg_ocean_001,2320070121,path_grd_mid_special_065,3120010121,Dash,3120010121.0,Dash,2220020121.0,Drop,2320070221.0,Drop,path_grd_far_small_074,12.0,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2220040121.0,Dash,path_fly_mid_small_005,,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,path_fly_mid_elite1_802,0.0,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Drop,2310010221.0,Drop,path_grd_far_small_071,2220020121.0,Dash,2220020121.0,Dash,3220060121.0,Dash,2320070121.0,Jump,4,29,9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501622,wave_eventdungeon_008,Campaign,90,7,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Night,ibg_ocean_001,3320020121,path_grd_far_elite1_803,3120010121,Jump,3220030121.0,Jump,3220070121.0,Drop,3320020221.0,Drop,path_grd_mid_small_012,9.0,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,path_fly_mid_small_027,7.0,3210020121.0,Jump,3210020121.0,Jump,3210020121.0,Jump,1210040121.0,Jump,path_fly_mid_small_036,,1210010121.0,Dash,1210010121.0,Dash,1210020121.0,Drop,1210020121.0,Drop,path_grd_close_small_051,3220030121.0,Jump,3220030121.0,Jump,3220030121.0,Jump,1320040221.0,Jump,9,19,20,0.0,path_grd_far_elite1_803,4.0,3120010121.0,Jump,3120010121.0,Jump,3220070121.0,Drop,3320020121.0,Drop,path_fly_close_small_038,8.0,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,,,,,,,,,,,
