stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6503211,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,12,30,0,3310040131,path_grd_mid_small_052,path_fly_mid_special_047,7.0,path_grd_close_small_042,7.0,path_fly_mid_elite1_802,0.0,path_grd_close_small_069,7.0,,,,,,,,,,3220040131,Drop,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,1110010131.0,Jump,1110010131.0,Jump,2210010131.0,Drop,3310040231.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Drop,3310040131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503212,wave_eventdungeon_013,Campaign,180,6,False,False,point_grd_cityforestunder_004_midclear,point_fly_cityforestunder_004,sbg_cityforestunder_004_midclear,CityForestUnder,Day,ibg_cityforestunder_001,7,42,0,1410010131,path_fly_mid_centurion_901,path_grd_mid_small_002,,path_grd_mid_small_005,4.0,path_grd_mid_small_075,,path_fly_mid_small_042,3.0,path_grd_mid_small_075,4.0,path_fly_close_small_038,4.0,path_grd_mid_elite3_814,4.0,path_grd_mid_small_075,path_fly_close_small_038,4.0,1410010131,Normal,,,,,,,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,2220010131.0,Dash,2220010131.0,Dash,1220030131.0,Dash,1220030131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,1210010131.0,Jump,1210030131.0,Jump,1110010131.0,Jump,1110010131.0,Jump,3220050131.0,Drop,2120010131.0,Drop,2120010131.0,Drop,2120010131.0,Drop,1210010131.0,Normal,2210020131.0,Normal,2210020131.0,Normal,2210020131.0,Normal,1120010131.0,Drop,1120010131.0,Drop,1120010131.0,Drop,2220040131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,2220020131.0,Drop,3220060131.0,Drop,1210020131.0,Dash,3210020131.0,Dash,1210020131.0,Dash,1310030231.0,Dash
6503213,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,0,18,18,3320020131,path_grd_mid_small_055,path_grd_far_elite1_803,7.0,path_fly_mid_small_030,,path_grd_far_elite1_803,0.0,path_grd_mid_small_043,6.0,,,,,,,,,,1220060131,Drop,1220060131.0,Drop,1220060131.0,Drop,2220040131.0,Drop,1220060131.0,Dash,1220060131.0,Dash,3220070131.0,Dash,1320010231.0,Dash,1210020131.0,Dash,1210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Drop,3320020131.0,Drop,1220060131.0,Jump,1220060131.0,Jump,1220060131.0,Jump,3220020131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503214,wave_eventdungeon_013,Campaign,90,7,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,12,45,15,2310060131,path_grd_close_small_004,path_grd_mid_special_025,,path_fly_mid_special_016,10.0,path_fly_far_special_045,0.0,path_grd_close_small_048,9.0,path_fly_mid_special_047,8.0,,,,,,,,2220010131,Jump,1120010131.0,Jump,2220010131.0,Jump,1120010131.0,Jump,2220030131.0,Jump,1120010131.0,Jump,2220030131.0,Jump,2320020231.0,Jump,3110010131.0,Drop,3110010131.0,Drop,3210030131.0,Drop,2210020131.0,Drop,3110010131.0,Drop,2210020131.0,Drop,3210030131.0,Drop,2310060131.0,Drop,3220020131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3210010131.0,Drop,3210010131.0,Drop,2110010131.0,Drop,2110010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503215,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,6,27,0,2310010131,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_close_small_036,7.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,,,,,,,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Jump,3210010131.0,Dash,2310060231.0,Dash,3210030131.0,Dash,2310010231.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,2220010131.0,Jump,2220010131.0,Jump,2220040131.0,Drop,1320020231.0,Drop,3210010131.0,Drop,2310060231.0,Drop,3210030131.0,Drop,2310010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503216,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,0,33,0,3310050131,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_mid_small_037,7.0,path_fly_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,,,,,,,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Jump,3210010131.0,Dash,3210030131.0,Dash,3210010131.0,Dash,3310050231.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,1210030131.0,Jump,1210030131.0,Jump,3210030131.0,Drop,3310050231.0,Drop,3210010131.0,Drop,3210030131.0,Drop,3210010131.0,Drop,3310050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503217,wave_eventdungeon_013,Campaign,90,7,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,0,42,6,1320030131,path_fly_mid_small_024,path_grd_mid_elite2_805,,path_grd_far_small_071,,path_grd_mid_small_043,11.0,path_grd_mid_elite3_814,0.0,path_fly_mid_small_053,10.0,path_grd_mid_small_049,,,,,,,1210030131,Drop,1210030131.0,Drop,1210030131.0,Drop,3210030131.0,Drop,3220040131.0,Jump,3220040131.0,Jump,2320050231.0,Jump,2320050231.0,Jump,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220070131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Dash,2320010231.0,Dash,2320010231.0,Dash,1320030131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,1210030131.0,Drop,3210030131.0,Dash,3220040131.0,Drop,3220040131.0,Drop,3220040131.0,Drop,3220070131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6503218,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,0,45,0,2310040131,path_fly_mid_small_018,path_grd_mid_elite1_802,,path_grd_mid_small_070,,path_fly_mid_small_033,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_elite1_802,8.0,,,,,,,,3210020131,Jump,3210020131.0,Jump,3210020131.0,Jump,3210020131.0,Jump,3220050131.0,Drop,3220050131.0,Drop,2220050131.0,Drop,2320030231.0,Drop,2220010131.0,Drop,2220010131.0,Drop,3220020131.0,Drop,2220010131.0,Drop,3210020131.0,Drop,3210020131.0,Drop,3210020131.0,Drop,3210040131.0,Drop,2210010131.0,Dash,2210010131.0,Dash,1210040131.0,Drop,2310040131.0,Drop,2120010131.0,Drop,2220010131.0,Drop,3220020131.0,Drop,2220050131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503219,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,0,36,0,3320010131,path_grd_mid_special_025,path_fly_close_small_029,7.0,path_grd_mid_small_058,7.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_045,6.0,,,,,,,,,,1120010131,Jump,1120010131.0,Jump,3220050131.0,Drop,2320050231.0,Drop,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210030131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Drop,2320050231.0,Drop,3220040131.0,Jump,3220040131.0,Jump,3220040131.0,Jump,3320010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503220,wave_eventdungeon_013,Campaign,90,7,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,36,24,0,1310020131,path_fly_close_special_044,path_grd_mid_elite2_805,10.0,path_fly_mid_small_053,,path_fly_close_small_029,,path_grd_close_elite1_801,0.0,path_fly_mid_elite1_802,10.0,path_fly_close_small_029,4.0,,,,,,2110010131,Drop,2110010131.0,Drop,2210020131.0,Drop,2210030131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2320050231.0,Drop,2320050231.0,Drop,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,1210040131.0,Dash,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,3320040231.0,Drop,2210020131.0,Jump,2210020131.0,Jump,3210030131.0,Drop,1310020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6503221,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,0,24,12,1320060131,path_grd_far_small_059,path_grd_mid_elite1_802,7.0,path_fly_mid_small_005,,path_grd_mid_elite1_802,0.0,path_grd_far_small_074,10.0,,,,,,,,,,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Drop,3220040131.0,Drop,1220050131.0,Dash,1320060231.0,Dash,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,3210030131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Drop,2320030231.0,Drop,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Dash,1320060131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503222,wave_eventdungeon_013,Campaign,90,7,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,27,60,0,1320030131,path_grd_close_small_001,path_grd_mid_special_065,,path_grd_close_small_042,,path_grd_mid_special_025,12.0,path_grd_close_elite2_807,0.0,path_grd_mid_special_065,9.0,path_grd_close_small_048,9.0,path_grd_mid_special_065,10.0,,,,1220060131,Dash,1220060131.0,Dash,1220060131.0,Drop,2220040131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,1220060131.0,Drop,1320030231.0,Drop,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,1220060131.0,Jump,1220060131.0,Jump,2220010131.0,Drop,2220040131.0,Drop,2220010131.0,Jump,2220010131.0,Jump,2320020231.0,Drop,1320030131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,2220010131.0,Drop,2220040131.0,Drop,1220060131.0,Drop,1220060131.0,Drop,1220060131.0,Drop,1220060131.0,Drop,3220060131.0,Jump,3220060131.0,Jump,2220010131.0,Drop,2220040131.0,Drop,,,,,,,,,,,,,,,,
6503223,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,0,24,12,1320060131,path_grd_far_small_059,path_grd_mid_elite1_802,7.0,path_fly_mid_small_005,,path_grd_mid_elite1_802,0.0,path_grd_far_small_074,10.0,,,,,,,,,,3220040131,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Drop,3220040131.0,Drop,1220050131.0,Dash,1320060231.0,Dash,3210020131.0,Dash,3210020131.0,Dash,3210030131.0,Dash,3310050231.0,Dash,3220040131.0,Dash,3220040131.0,Dash,2220040131.0,Drop,2320030231.0,Drop,3220040131.0,Dash,2220040131.0,Dash,3220040131.0,Dash,1320060131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503224,wave_eventdungeon_013,Campaign,180,7,False,False,point_grd_cityforestunder_004_midclear,point_fly_cityforestunder_004,sbg_cityforestunder_004_midclear,CityForestUnder,Day,ibg_cityforestunder_001,9,30,1,1420040131,path_grd_mid_centurion_901,path_fly_mid_elite2_808,,path_fly_far_small_054,6.0,path_fly_mid_small_036,,path_fly_mid_elite1_802,0.0,path_fly_mid_small_036,10.0,path_fly_mid_small_024,5.0,path_fly_mid_small_008,,,,,1420040131,Normal,,,,,,,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210010131.0,Dash,1210010131.0,Dash,1210020131.0,Drop,1210020131.0,Drop,1210030131.0,Dash,1210030131.0,Dash,3210030131.0,Drop,1210030131.0,Drop,3110010131.0,Jump,3110010131.0,Jump,1210030131.0,Drop,1210030131.0,Drop,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1110010131.0,Dash,1110010131.0,Dash,1110010131.0,Dash,1110010131.0,Dash,,,,,,,,,,,,,,,,
6503225,wave_eventdungeon_013,Campaign,180,5,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,0,0,1,1520010116,b_g_harvester_01,,,,,,,,,,,,,,,,,,1520010116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503226,wave_eventdungeon_013,Campaign,180,5,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,0,0,1,1520010116,b_g_harvester_01,,,,,,,,,,,,,,,,,,1520010116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503227,wave_eventdungeon_013,Campaign,180,5,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,0,0,1,1520010116,b_g_harvester_01,,,,,,,,,,,,,,,,,,1520010116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503228,wave_eventdungeon_013,Campaign,180,5,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,0,0,1,1520010116,b_g_harvester_01,,,,,,,,,,,,,,,,,,1520010116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503229,wave_eventdungeon_013,Campaign,180,5,False,False,point_grd_harvester_01,point_fly_harvester_01,sbg_desert_b_001_01,Desert,Day,ibg_desert_001,0,0,1,1520010116,b_g_harvester_01,,,,,,,,,,,,,,,,,,1520010116,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503301,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_000,CityForestUnder,Day,ibg_cityforestunder_001,30,12,0,1310020141,path_fly_mid_small_018,path_fly_close_special_046,6.0,path_grd_close_small_013,6.0,path_fly_close_elite1_801,0.0,path_fly_mid_small_050,7.0,,,,,,,,,,3210010141,Drop,3210010141.0,Drop,3210010141.0,Dash,3210010141.0,Dash,2210010141.0,Drop,1110010141.0,Drop,1110010141.0,Drop,1310030241.0,Drop,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,2210010141.0,Drop,1310020141.0,Drop,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,3210030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503302,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,18,24,0,3320020141,path_grd_close_small_051,path_grd_mid_elite1_802,7.0,path_grd_mid_small_043,4.0,path_grd_close_small_069,,path_grd_mid_elite1_802,0.0,path_grd_close_small_069,5.0,,,,,,,,2220020141,Dash,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,3120010141.0,Jump,3120010141.0,Jump,3220070141.0,Drop,3320020241.0,Drop,3220010141.0,Dash,3220070141.0,Drop,3220010141.0,Dash,3220070141.0,Drop,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,2220040141.0,Jump,1220040141.0,Dash,1220040141.0,Dash,3220070141.0,Drop,3320020141.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503303,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,21,27,0,2320060141,path_grd_mid_small_049,path_fly_mid_special_016,7.0,path_grd_close_small_051,6.0,path_fly_mid_small_050,0.0,path_grd_close_elite1_801,7.0,path_grd_close_small_001,,,,,,,,,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2210020141.0,Jump,2110010141.0,Jump,2110010141.0,Jump,1310010241.0,Jump,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1210020141.0,Jump,1210040141.0,Jump,1210020141.0,Dash,1210040141.0,Drop,3220030141.0,Jump,3220030141.0,Jump,3220030141.0,Dash,2320060141.0,Drop,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503304,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,12,30,0,3310040141,path_grd_mid_small_052,path_fly_mid_special_047,7.0,path_grd_close_small_042,7.0,path_fly_mid_elite1_802,0.0,path_grd_close_small_069,7.0,,,,,,,,,,3220040141,Drop,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,1110010141.0,Jump,1110010141.0,Jump,2210010141.0,Drop,3310040241.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220040141.0,Dash,2220040141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,3310040141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503305,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,0,30,0,2320060141,path_grd_mid_small_070,path_fly_mid_small_039,,path_grd_mid_small_034,7.0,path_grd_mid_small_068,0.0,path_grd_mid_small_043,10.0,,,,,,,,,,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,1310010241.0,Dash,3220060141.0,Drop,3220080141.0,Drop,3220060141.0,Drop,2220050141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Drop,2320060141.0,Drop,3220050141.0,Dash,3220060141.0,Dash,2220050141.0,Dash,3220080141.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503306,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,0,36,27,2320020141,path_grd_mid_small_049,path_grd_mid_special_065,7.0,path_grd_far_small_044,,path_fly_far_special_045,0.0,path_grd_mid_special_065,10.0,path_grd_far_small_006,8.0,,,,,,,,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,2220040141.0,Drop,1120010141.0,Dash,1120010141.0,Dash,2220030141.0,Dash,2320020241.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,1110010141.0,Drop,1110010141.0,Drop,1110010141.0,Drop,1210040141.0,Drop,1120010141.0,Drop,1120010141.0,Drop,2220030141.0,Drop,2320020141.0,Drop,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503307,wave_eventdungeon_013,Campaign,90,5,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,30,12,0,3320010141,path_grd_close_small_001,path_grd_close_special_024,4.0,path_fly_mid_small_050,6.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,,,,,,,,,,,2220020141,Drop,2220020141.0,Drop,2220020141.0,Dash,2220020141.0,Dash,1220040141.0,Drop,1120010141.0,Drop,1120010141.0,Drop,1320040241.0,Drop,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,3210030141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Drop,3320010141.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
