stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6500411,wave_eventdungeon_002,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,1320060121,path_grd_far_small_059,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,7.0,3220040121,Drop,3220040121,Drop,1220050121,Dash,1320060221,Dash,path_fly_mid_small_005,,3210020121,Dash,3210020121,Dash,3210020121,Dash,3210030121,Dash,path_grd_mid_elite1_802,0.0,3220040121,Dash,3220040121,Dash,2220040121,Drop,1320060121,Drop,path_grd_far_small_074,6.0,3220040121,Dash,3220040121,Dash,3220040121,Dash,2220040121,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500412,wave_eventdungeon_002,Campaign,180,5,False,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,3410020131,path_fly_mid_centurion_902,3410020131,Normal,,,,,,,path_grd_mid_small_052,,1220040131,Drop,1220040131,Drop,1220040131,Drop,2220020131,Drop,path_fly_mid_special_047,3.0,1110010131,Dash,1110010131,Dash,2110010131,Dash,2110010131,Dash,path_fly_mid_small_024,,1110010131,Drop,1210020131,Drop,1210020131,Drop,3310020231,Drop,path_grd_mid_small_076,,2220020131,Drop,2220020131,Drop,2220020131,Drop,2220020131,Drop,0,41,5,path_grd_mid_small_046,4.0,3120010131.0,Drop,3120010131.0,Drop,3220050131.0,Drop,2220040131.0,Drop,path_fly_mid_small_024,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,2310020231.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500413,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_iceland_006,point_fly_iceland_006,sbg_iceland_006,IceLand,Day,ibg_iceland_001,1320030151,path_grd_close_small_001,3220050151,Dash,3220050151.0,Dash,3220050151.0,Drop,3220020151.0,Drop,path_grd_mid_special_065,,1220020151,Dash,1220020151,Dash,3220050151,Drop,3320040251,Drop,path_grd_close_small_042,,2220010151,Dash,2220010151,Dash,2220010151,Dash,2220010151,Dash,path_grd_mid_special_025,12.0,3220050151,Jump,3220050151,Jump,2220010151,Drop,3220020151,Drop,path_grd_close_elite2_807,0.0,2220010151,Jump,2220010151,Jump,2320020251,Drop,1320030151,Drop,27,60,0,path_grd_mid_special_065,9.0,1220020151.0,Dash,1220020151.0,Dash,2220010151.0,Drop,3220020151.0,Drop,path_grd_close_small_048,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,3220050151.0,Drop,9.0,path_grd_mid_special_065,10.0,1220020151.0,Jump,1220020151.0,Jump,2220010151.0,Drop,3220020151.0,Drop,,,,,,,,,,,,,,,,,,,,
6500414,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,3320070151,path_grd_close_small_007,3220050151,Drop,3220050151.0,Drop,2220010151.0,Drop,2220010151.0,Drop,path_grd_mid_elite2_805,,3220050151,Dash,3220050151,Dash,2320010251,Dash,2320010251,Dash,path_fly_mid_special_016,8.0,3110010151,Drop,3110010151,Drop,3110010151,Drop,3210030151,Drop,path_grd_close_small_013,12.0,2220010151,Dash,2220010151,Dash,2220010151,Dash,2220040151,Dash,path_grd_mid_elite2_808,0.0,2220030151,Dash,2220030151,Dash,2320020251,Drop,3320070151,Drop,18,48,0,path_fly_close_small_029,,3210010151.0,Drop,3210010151.0,Drop,3210010151.0,Drop,3210030151.0,Drop,path_grd_mid_special_065,2220030151.0,Dash,2220030151.0,Dash,3220050151.0,Drop,2220040151.0,Drop,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500415,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Day,ibg_iceland_001,2310020151,path_fly_mid_elite1_802,3210020151,Dash,3210020151.0,Dash,3210010151.0,Drop,2310020251.0,Drop,path_grd_mid_elite1_802,10.0,3220060151,Dash,3220060151,Dash,2220040151,Drop,3320060251,Drop,path_fly_far_small_025,,3210010151,Drop,3210010151,Drop,3210010151,Drop,3210010151,Drop,path_fly_mid_small_036,10.0,3210020151,Dash,3210020151,Dash,3210020151,Dash,3210020151,Dash,path_fly_mid_elite2_805,0.0,3210010151,Jump,3210010151,Jump,2310020251,Drop,2310020151,Drop,0,48,12,path_grd_far_small_074,,3220060151.0,Dash,3220060151.0,Dash,3220060151.0,Dash,2220040151.0,Dash,path_fly_mid_special_047,3110010151.0,Dash,3110010151.0,Dash,3210020151.0,Drop,3210020151.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500416,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,1310030151,path_fly_far_elite1_803,1210010151,Dash,1210010151.0,Dash,3210030151.0,Drop,3310030251.0,Drop,path_grd_mid_elite1_802,5.0,2220030151,Dash,2220030151,Dash,2220040151,Drop,3320070251,Drop,path_fly_mid_small_039,11.0,1210010151,Dash,1210010151,Dash,1210010151,Dash,1210010151,Dash,path_fly_mid_special_016,,2110010151,Drop,2110010151,Drop,2210010151,Drop,2210010151,Drop,path_fly_mid_elite2_805,0.0,1210010151,Jump,1210010151,Jump,3310020251,Drop,1310030151,Drop,0,45,15,path_grd_far_small_071,10.0,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,2220040151.0,Dash,path_fly_mid_small_039,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,2210010151.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500417,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,1320040141,path_grd_mid_small_043,3220010141,Jump,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,path_grd_close_small_054,,1220030141,Drop,1220030141,Drop,1220030141,Drop,2320030241,Drop,path_fly_mid_elite1_802,10.0,1210030141,Jump,1210030141,Jump,3210030141,Drop,3310010241,Drop,path_grd_mid_special_065,,1120010141,Jump,1120010141,Jump,1220030141,Drop,2220040141,Drop,path_grd_close_elite2_807,0.0,3220010141,Jump,3220010141,Jump,2320030241,Drop,1320040141,Drop,21,45,0,path_grd_mid_special_025,,3220010141.0,Jump,3220010141.0,Jump,1120010141.0,Drop,1120010141.0,Drop,path_fly_close_small_038,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500418,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Day,ibg_iceland_001,2320060151,path_grd_mid_small_043,3220030151,Dash,3220030151.0,Dash,3220030151.0,Dash,2220050151.0,Dash,path_grd_close_elite2_807,,3220030151,Dash,3220030151,Dash,2320020251,Drop,3320040251,Drop,path_grd_mid_small_070,,3220030151,Dash,3220030151,Dash,3220030151,Dash,3220020151,Dash,path_grd_close_small_039,10.0,3220030151,Dash,3220030151,Dash,3220030151,Dash,3220020151,Dash,path_grd_mid_elite2_805,0.0,3220020151,Dash,2220050151,Dash,3320040251,Drop,2320060151,Drop,15,39,0,path_fly_mid_small_005,10.0,3210020151.0,Dash,3210020151.0,Dash,3210020151.0,Dash,2210030151.0,Normal,path_grd_mid_small_043,3220030151.0,Dash,3220030151.0,Dash,3220020151.0,Dash,3220020151.0,Dash,6.0,path_grd_mid_small_043,4.0,3220020151.0,Dash,3220020151.0,Dash,3220030151.0,Dash,3220030151.0,Dash,,,,,,,,,,,,,,,,,,,,
6500419,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Day,ibg_iceland_001,1320030151,path_grd_mid_small_049,1220010151,Drop,1220010151.0,Drop,1220010151.0,Drop,1220050151.0,Drop,path_grd_close_elite2_804,0.0,1220050151,Jump,1220050151,Jump,1320030251,Drop,1320030251,Drop,path_fly_close_special_046,4.0,1110010151,Dash,1110010151,Dash,3210040151,Drop,3210040151,Drop,path_grd_mid_small_043,5.0,1220010151,Dash,1220050151,Dash,1220010151,Dash,1220050151,Dash,path_grd_close_small_042,,1220050151,Dash,1220010151,Dash,1220050151,Dash,1220010151,Dash,45,27,0,path_grd_mid_elite1_802,0.0,1220010151.0,Dash,1220010151.0,Dash,1220050151.0,Drop,1320030151.0,Drop,path_grd_close_elite2_804,1220050151.0,Jump,1220010151.0,Jump,3320060251.0,Drop,3320060251.0,Drop,,path_grd_mid_small_043,5.0,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,1220050151.0,Dash,path_grd_close_small_010,4.0,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,1220050151.0,Jump,,,,,,,,,,
6500420,wave_eventdungeon_002,Campaign,90,7,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,3320040151,path_grd_far_small_044,2220030151,Dash,2220030151.0,Dash,2220030151.0,Dash,2220030151.0,Dash,path_grd_mid_elite2_805,,3220060151,Dash,3220060151,Dash,3320060251,Dash,3320060251,Dash,path_grd_mid_special_065,8.0,3120010151,Dash,3120010151,Dash,2220030151,Drop,2220030151,Drop,path_grd_far_small_044,12.0,2220030151,Dash,3220060151,Dash,2220030151,Dash,3220060151,Dash,path_grd_close_elite2_804,0.0,2220030151,Dash,2220030151,Dash,3320060251,Dash,3320060251,Dash,0,48,21,path_grd_mid_elite1_802,10.0,3220060151.0,Jump,3220060151.0,Jump,2220040151.0,Drop,3320040151.0,Drop,path_grd_mid_special_065,2220030151.0,Dash,2220030151.0,Dash,3220060151.0,Drop,3220060151.0,Drop,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
