stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6220411,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,0,36,0,,2320060141.0,path_grd_mid_small_070,path_fly_mid_small_039,,path_grd_mid_small_034,7.0,path_grd_mid_small_068,0.0,path_grd_mid_small_037,10.0,path_fly_mid_small_039,,,,,,,,,,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,2310060241.0,Dash,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Drop,2320060141.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Normal,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,2310060241.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220412,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,6,27,0,,2310010141.0,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_close_small_036,7.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,,,,,,,,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220040141.0,Jump,3210010141.0,Dash,2310060241.0,Dash,3210030141.0,Dash,2310010241.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,2220010141.0,Jump,2220010141.0,Jump,2220040141.0,Drop,1320020241.0,Drop,3210010141.0,Drop,2310060241.0,Drop,3210030141.0,Drop,2310010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220413,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,0,42,0,,1320020141.0,path_grd_mid_small_070,path_fly_mid_elite1_802,6.0,path_grd_mid_small_034,10.0,path_fly_mid_small_050,0.0,path_grd_mid_elite2_808,,path_grd_mid_small_070,,,,,,,,,,3220040141,Dash,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Normal,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,3310040241.0,Drop,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,1320020241.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,3310040241.0,Drop,3220040141.0,Drop,3220040141.0,Drop,1320030241.0,Drop,1320020141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,2220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220414,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,36,24,0,,1310020141.0,path_fly_close_special_044,path_grd_mid_elite2_805,10.0,path_fly_mid_small_053,,path_fly_close_small_029,,path_grd_close_elite1_801,0.0,path_fly_mid_elite1_802,10.0,path_fly_close_small_029,4.0,,,,,,,2110010141,Drop,2110010141.0,Drop,2210020141.0,Drop,2210030141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,2320050241.0,Drop,2320050241.0,Drop,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,1210040141.0,Dash,2210020141.0,Jump,2210020141.0,Jump,2210020141.0,Jump,3310050241.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Drop,3320040241.0,Drop,2210020141.0,Jump,3210030141.0,Jump,3310050241.0,Drop,1310020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,3310050241.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6220415,wave_tower_elysion_006,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,12,60,0,20,,path_grd_mid_elite1_802,path_grd_close_small_067,12.0,path_grd_mid_special_025,10.0,path_fly_close_small_004,,path_grd_mid_elite2_805,3.0,path_fly_mid_small_030,12.0,path_fly_mid_small_005,,path_grd_mid_small_076,10.0,path_grd_mid_elite2_805,,,,1220060141,Normal,1220060141.0,Normal,2220040141.0,Drop,1320060241.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Normal,3220020141.0,Normal,2120010141.0,Jump,2120010141.0,Jump,1220060141.0,Dash,2220040141.0,Dash,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,1320060241.0,Drop,1320060141.0,Normal,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2310030241.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,3220050141.0,Jump,3220050141.0,Jump,2220040141.0,Jump,2220040141.0,Jump,1220060141.0,Normal,1220060141.0,Normal,1320060241.0,Jump,1320060241.0,Dash,,,,,,,,
6220416,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,0,18,18,,3320020141.0,path_grd_mid_small_055,path_grd_far_elite1_803,7.0,path_fly_mid_small_030,,path_grd_far_elite1_803,0.0,path_grd_mid_small_043,6.0,,,,,,,,,,,1220060141,Drop,1220060141.0,Drop,1220060141.0,Drop,2220040141.0,Drop,1220060141.0,Dash,1220060141.0,Dash,3220070141.0,Dash,1320010241.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,2220040141.0,Drop,3320020141.0,Drop,1220060141.0,Jump,1220060141.0,Jump,1220060141.0,Jump,3220020141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220417,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,0,33,0,,3320030141.0,path_grd_mid_small_040,path_fly_mid_small_005,7.0,path_fly_mid_small_050,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_043,7.0,,,,,,,,,,,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1210040141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,1210010141.0,Drop,1310010241.0,Drop,2220030141.0,Jump,3220020141.0,Jump,2220030141.0,Jump,3320030141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220418,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,0,54,0,,2320020141.0,path_grd_mid_special_025,path_fly_mid_small_036,7.0,path_grd_mid_small_058,7.0,path_fly_mid_small_042,,path_fly_mid_small_030,0.0,path_grd_mid_elite1_802,,path_grd_mid_small_043,,,,,,,,1120010141,Jump,1120010141.0,Jump,3220020141.0,Drop,3320050241.0,Drop,3210030141.0,Dash,2210040141.0,Dash,3210010141.0,Dash,2210040141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,3210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,2210040141.0,Drop,2310050241.0,Drop,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Drop,2320020141.0,Jump,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6220419,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,6,45,9,,3320080141.0,path_grd_mid_small_002,path_fly_mid_small_030,,path_grd_far_elite1_803,7.0,path_fly_mid_elite1_802,10.0,path_fly_mid_elite2_808,0.0,path_grd_mid_elite1_802,,path_grd_close_small_042,9.0,path_fly_mid_small_030,8.0,,,,,3220030141,Drop,1220050141.0,Drop,1220050141.0,Drop,3220030141.0,Drop,1210020141.0,Drop,3210040141.0,Drop,1210020141.0,Drop,2310040241.0,Drop,3220030141.0,Jump,3220030141.0,Jump,2220040141.0,Drop,3320080241.0,Drop,1210020141.0,Dash,1210020141.0,Dash,3210040141.0,Drop,2310040241.0,Drop,1210020141.0,Dash,1210020141.0,Dash,2310040241.0,Dash,2310040241.0,Dash,3220030141.0,Jump,3220020141.0,Jump,1220050141.0,Drop,3320080141.0,Drop,1220050141.0,Dash,3220020141.0,Dash,1220050141.0,Dash,3220020141.0,Dash,3210040141.0,Drop,3210040141.0,Drop,3210040141.0,Drop,2310040241.0,Drop,,,,,,,,,,,,,,,,
6220420,wave_tower_elysion_006,Campaign,180,6,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,0,1,0,,2421040111.0,path_grd_mid_centurion_902,,,,,,,,,,,,,,,,,,,2421040111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220421,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,0,30,15,,3310050121.0,path_grd_far_small_053,path_fly_mid_elite1_802,6.0,path_fly_mid_small_050,,path_fly_far_elite1_803,0.0,path_grd_mid_special_065,6.0,,,,,,,,,,,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1210030121.0,Jump,1210030121.0,Jump,1210030121.0,Jump,3310050221.0,Jump,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,3210030121.0,Drop,1210030121.0,Jump,1210030121.0,Jump,1210040121.0,Drop,3310050121.0,Drop,1220060121.0,Dash,1220060121.0,Dash,3220040121.0,Drop,3220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220422,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,12,42,0,,2310040121.0,path_grd_mid_small_002,path_fly_mid_elite1_802,6.0,path_grd_close_small_060,,path_fly_mid_small_021,6.0,path_fly_mid_elite2_805,0.0,path_fly_close_small_049,,path_grd_mid_small_043,,path_grd_mid_small_005,8.0,,,,,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1210030121.0,Drop,3210050121.0,Drop,3210030121.0,Drop,2310040221.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,3210050121.0,Drop,1210030121.0,Drop,3210050121.0,Drop,2310060221.0,Drop,2310040121.0,Drop,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,3210030121.0,Normal,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,,,,,,,,,,,,,,,,
6220423,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,36,24,0,,1310020121.0,path_fly_close_special_044,path_grd_mid_elite2_805,10.0,path_fly_mid_small_053,,path_fly_close_small_029,,path_grd_close_elite1_801,0.0,path_fly_mid_elite1_802,10.0,path_fly_close_small_029,4.0,,,,,,,2110010121,Drop,2110010121.0,Drop,2210020121.0,Drop,2210030121.0,Drop,2220030121.0,Dash,2220030121.0,Dash,2320050221.0,Drop,2320050221.0,Drop,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,1210040121.0,Dash,2210020121.0,Jump,2210020121.0,Jump,2210020121.0,Jump,3310050221.0,Jump,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Drop,3320040221.0,Drop,2210020121.0,Jump,3210030121.0,Jump,3310050221.0,Drop,1310020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,3310050221.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6220424,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,0,45,0,,2310040121.0,path_grd_mid_small_043,path_fly_mid_elite1_802,,path_grd_mid_small_058,8.0,path_fly_mid_elite2_808,0.0,path_fly_mid_small_050,,path_grd_mid_elite1_802,,,,,,,,,,1220010121,Drop,3220020121.0,Drop,1220010121.0,Drop,3220020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,1210040121.0,Drop,2310040221.0,Drop,1220010121.0,Drop,3220020121.0,Drop,1220010121.0,Drop,3320040221.0,Drop,2210020121.0,Dash,2210020121.0,Dash,2310040221.0,Dash,2310040121.0,Dash,1210030121.0,Drop,1210030121.0,Drop,3210030121.0,Drop,2310060221.0,Drop,1220010121.0,Dash,1220010121.0,Dash,3220020121.0,Dash,3320040221.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220425,wave_tower_elysion_006,BaseDefense,60,5,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,12,39,0,normal,,path_grd_mid_small_002,path_grd_close_small_036,,path_grd_mid_small_040,7.0,path_grd_mid_small_070,3.0,path_grd_close_small_039,,path_grd_mid_small_037,,path_grd_mid_small_075,6.0,path_grd_mid_elite2_808,2.0,,,,,1220020121,Drop,1220020121.0,Drop,1220020121.0,Drop,2320020221.0,Drop,2220010121.0,Drop,2220010121.0,Drop,1220020121.0,Drop,3220080121.0,Drop,2220010121.0,Drop,1220020121.0,Drop,3220080121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,3220080121.0,Drop,1220020121.0,Drop,2220050121.0,Normal,2220010121.0,Drop,2220010121.0,Drop,1220020121.0,Drop,2320020221.0,Drop,1220020121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,1220020121.0,Drop,1220020121.0,Drop,3220080121.0,Drop,3220080121.0,Drop,1220020121.0,Drop,2220010121.0,Drop,2320020121.0,Drop,3320070221.0,Drop,,,,,,,,,,,,,,,,
6220426,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,6,30,0,,3320070121.0,path_grd_mid_small_049,path_fly_mid_elite1_802,7.0,path_grd_mid_small_058,,path_grd_mid_elite1_802,0.0,path_fly_close_small_023,6.0,,,,,,,,,,,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,2220040121.0,Dash,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1310030221.0,Drop,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,2220030121.0,Drop,3320070121.0,Drop,3210020121.0,Jump,3210020121.0,Jump,3210020121.0,Jump,3210030121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220427,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,27,18,0,,2320030121.0,path_grd_close_elite1_801,path_grd_close_small_013,7.0,path_grd_mid_small_049,6.0,path_fly_close_small_041,7.0,path_grd_mid_small_055,0.0,path_grd_close_small_042,4.0,path_fly_mid_small_030,,,,,,,,1220040121,Jump,1220040121.0,Jump,1220050121.0,Drop,2320030221.0,Drop,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Drop,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,1110010121.0,Drop,1110010121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,3220020121.0,Drop,2320030121.0,Drop,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6220428,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,0,45,0,,2310040121.0,path_grd_mid_small_043,path_fly_mid_elite1_802,,path_grd_mid_small_058,8.0,path_fly_mid_elite2_808,0.0,path_grd_mid_small_070,,path_grd_mid_elite1_802,,,,,,,,,,1220010121,Drop,3220020121.0,Drop,1220010121.0,Drop,3220020121.0,Drop,2210020121.0,Drop,2210020121.0,Drop,1210040121.0,Drop,2310040221.0,Drop,1220010121.0,Drop,3220020121.0,Drop,1220010121.0,Drop,3320040221.0,Drop,2210020121.0,Dash,2210020121.0,Dash,2310040221.0,Dash,2310040121.0,Dash,3220020121.0,Drop,3220020121.0,Drop,3220020121.0,Drop,2220050121.0,Normal,1220010121.0,Dash,1220010121.0,Dash,3220020121.0,Dash,3320040221.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220429,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,21,36,12,,2320030121.0,path_fly_mid_small_030,path_grd_close_small_054,5.0,path_grd_mid_special_065,5.0,path_grd_far_small_044,6.0,path_grd_close_small_042,10.0,path_grd_mid_elite2_805,0.0,path_grd_close_elite2_807,,path_fly_far_small_040,6.0,path_grd_mid_small_043,10.0,,,1210010121,Drop,1210010121.0,Drop,1210010121.0,Drop,3210040121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,2320030221.0,Drop,3220060121.0,Dash,3220060121.0,Dash,1220050121.0,Drop,3320030221.0,Drop,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,3220050121.0,Drop,3220050121.0,Drop,3320030221.0,Drop,3320030221.0,Drop,1220050121.0,Dash,1220050121.0,Dash,3320030221.0,Drop,2320030121.0,Drop,1210010121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,1210010121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,,,,,,,,
6220430,wave_tower_elysion_006,Campaign,180,5,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,0,1,0,,3421010111.0,path_grd_mid_centurion_902,,,,,,,,,,,,,,,,,,,3421010111,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220431,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,21,12,0,,1310020131.0,path_fly_mid_small_018,path_fly_close_small_029,6.0,path_grd_close_small_013,,path_fly_close_elite1_801,0.0,path_fly_mid_small_039,7.0,,,,,,,,,,,3210010131,Drop,3210010131.0,Drop,2110010131.0,Dash,2110010131.0,Dash,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,1310030231.0,Drop,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,2220020131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,2210010131.0,Drop,1310020131.0,Drop,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,2210010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220432,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,6,27,0,,2310010131.0,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_close_small_036,7.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,,,,,,,,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,2220040131.0,Jump,3210010131.0,Dash,2310060231.0,Dash,3210030131.0,Dash,2310010231.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,2220010131.0,Jump,2220010131.0,Jump,2220040131.0,Drop,1320020231.0,Drop,3210010131.0,Drop,2310060231.0,Drop,3210030131.0,Drop,2310010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220433,wave_tower_elysion_006,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,36,24,0,,1310020131.0,path_fly_close_special_044,path_grd_mid_elite2_805,10.0,path_fly_mid_small_053,,path_fly_close_small_029,,path_grd_close_elite1_801,0.0,path_fly_mid_elite1_802,10.0,path_fly_close_small_029,4.0,,,,,,,2110010131,Drop,2110010131.0,Drop,2210020131.0,Drop,2210030131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2320050231.0,Drop,2320050231.0,Drop,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,1210040131.0,Dash,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Jump,3310050231.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,3320040231.0,Drop,2210020131.0,Jump,3210030131.0,Jump,3310050231.0,Drop,1310020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,2210020131.0,Drop,3310050231.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6220434,wave_tower_elysion_006,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,21,6,6,,3320050131.0,path_grd_close_small_051,path_grd_mid_small_068,7.0,path_fly_far_small_003,7.0,path_fly_close_elite1_801,0.0,path_grd_close_small_067,10.0,,,,,,,,,,,3220050131,Dash,3220050131.0,Dash,3220050131.0,Jump,2220040131.0,Jump,2220010131.0,Dash,2220020131.0,Dash,3220020131.0,Dash,2320020231.0,Drop,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Dash,2210020131.0,Jump,2210020131.0,Jump,2210020131.0,Drop,2310050231.0,Drop,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,3320050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
