stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6114011,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,0,24,18,,1310040131.0,path_grd_far_small_003,path_grd_mid_elite1_802,6.0,path_grd_far_small_044,,path_fly_mid_special_047,0.0,path_grd_far_small_044,9.0,,,,,,,,,,,2220030131,Drop,2220030131,Drop,3220070131,Dash,3220070131,Dash,2220030131,Drop,2220030131,Drop,3220070131,Drop,3320060231,Drop,2220030131,Dash,2220030131,Dash,3220070131,Dash,3220070131,Dash,2110010131,Dash,2110010131,Dash,2210040131,Drop,1310040131,Drop,2220030131,Dash,2220030131,Dash,3220070131,Dash,3220070131,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114012,wave_lostsector_003,BaseDefense,60,7,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,0,63,12,normal,,path_grd_mid_elite2_805,path_grd_far_small_038,4.0,path_grd_mid_special_025,5.0,path_fly_mid_elite1_802,2.0,path_grd_mid_elite1_802,,path_grd_far_small_044,,path_grd_mid_small_075,5.0,path_grd_mid_special_025,,,,,,1220060131,Jump,1220060131,Jump,1320060231,Drop,1320060231,Drop,2220030131,Dash,2220030131,Dash,2220030131,Dash,2220040131,Dash,2120010131,Dash,2120010131,Dash,2220030131,Drop,2220040131,Drop,3210040131,Drop,3210040131,Drop,2210040131,Drop,1310040131,Drop,1220060131,Dash,1220060131,Dash,2220040131,Drop,1320060131,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,1220060131.0,Jump,2220040131.0,Jump,1220060131.0,Jump,2220040131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Drop,1320060131.0,Drop,,,,,,,,,,,,,,,,
6114013,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,21,12,0,,1310010131.0,path_grd_close_small_010,path_grd_mid_small_052,,path_fly_close_small_029,7.0,path_fly_close_elite1_801,0.0,path_grd_mid_small_040,10.0,,,,,,,,,,,3220040131,Jump,3220040131,Jump,3220040131,Jump,3220040131,Jump,3220030131,Dash,3220030131,Dash,2220050131,Dash,2320060231,Dash,2210020131,Drop,2210020131,Drop,2210020131,Drop,1210040131,Drop,2210020131,Dash,2210020131,Dash,2210020131,Drop,1310010131,Drop,3220040131,Dash,3220040131,Dash,3220040131,Dash,2220050131,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114014,wave_lostsector_003,Defense,90,10,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,45,51,15,20,,path_grd_close_special_064,path_fly_mid_special_016,,path_grd_mid_special_025,,path_fly_mid_special_047,4.0,path_grd_close_special_024,,path_grd_far_special_066,,path_grd_mid_small_075,12.0,path_grd_close_special_024,,,,,,1120010131,Dash,1120010131,Dash,1220060131,Normal,1220060131,Normal,1110010131,Drop,1110010131,Drop,3210020131,Normal,3210020131,Normal,3120010131,Drop,3120010131,Drop,1220060131,Normal,2220040131,Jump,2110010131,Dash,2110010131,Dash,1210020131,Normal,1310020231,Normal,3120010131,Dash,3120010131,Dash,1220060131,Normal,1220060131,Normal,1120010131.0,Drop,1120010131.0,Drop,1120010131.0,Drop,1120010131.0,Drop,1220060131.0,Normal,1220060131.0,Normal,1220060131.0,Normal,1220060131.0,Normal,2120010131.0,Jump,2120010131.0,Jump,1220060131.0,Normal,2320010131.0,Normal,,,,,,,,,,,,,,,,
6114015,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,21,45,0,,1320040131.0,path_grd_mid_small_043,path_grd_close_small_054,,path_fly_mid_elite1_802,10.0,path_grd_mid_special_065,,path_grd_close_elite2_807,0.0,path_grd_mid_special_025,,path_fly_close_small_038,5.0,,,,,,,1220060131,Jump,1220060131,Jump,1220060131,Jump,1220060131,Jump,1220030131,Drop,1220030131,Drop,1220030131,Drop,2320030231,Drop,2210040131,Jump,2210040131,Jump,3210030131,Drop,1310040231,Drop,1120010131,Jump,1120010131,Jump,1220030131,Drop,2220040131,Drop,1220060131,Jump,1220060131,Jump,2320030231,Drop,1320040131,Drop,1220060131.0,Jump,1220060131.0,Jump,1120010131.0,Drop,1120010131.0,Drop,2210040131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6114016,wave_lostsector_003,BaseDefense,60,6,True,True,point_grd_lostsector_004_midclear,point_fly_lostsector_004,sbg_lostsector_004_midclear,lostsector,Day,ibg_lostsector_basedefense_001,6,42,6,normal,,path_grd_close_small_042,path_grd_mid_small_070,,path_grd_mid_small_061,,path_grd_mid_elite1_802,3.0,path_grd_far_small_041,8.0,path_fly_mid_small_053,10.0,path_grd_mid_small_076,5.0,path_grd_mid_elite1_802,7.0,,,,,3220010131,Dash,3220010131,Dash,3220010131,Dash,3220010131,Dash,2220010131,Drop,2220010131,Drop,2220010131,Drop,2220040131,Dash,3220010131,Jump,3220010131,Jump,3220010131,Jump,3220010131,Jump,1220010131,Dash,1220010131,Dash,2220050131,Drop,1320040231,Drop,2220010131,Dash,2220010131,Dash,2220010131,Dash,2220040131,Dash,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,3210030131.0,Drop,3220010131.0,Dash,2220040131.0,Dash,3220010131.0,Dash,2220050131.0,Dash,3220010131.0,Jump,3220010131.0,Jump,3220070131.0,Drop,1320040131.0,Drop,,,,,,,,,,,,,,,,
6114017,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,6,27,0,,2320020131.0,path_grd_mid_small_068,path_grd_mid_small_043,7.0,path_grd_close_small_048,,path_grd_mid_elite1_802,0.0,path_grd_mid_small_049,11.0,,,,,,,,,,,3220050131,Dash,3220050131,Dash,3220070131,Drop,3320050231,Drop,3220070131,Dash,3220070131,Dash,3220050131,Dash,3220050131,Dash,3220050131,Drop,3220050131,Drop,3220050131,Drop,3220050131,Drop,3220050131,Dash,3220050131,Dash,3220070131,Drop,2320020131,Drop,3220050131,Drop,3220070131,Drop,3220050131,Drop,3220070131,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6114018,wave_lostsector_003,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,24,39,0,,1310040131.0,path_grd_close_elite1_801,path_grd_mid_small_055,10.0,path_fly_close_small_029,,path_grd_mid_small_070,9.0,path_grd_close_elite2_804,0.0,path_fly_mid_special_016,5.0,path_grd_mid_small_043,9.0,path_fly_mid_small_053,4.0,,,,,1220010131,Dash,1220010131,Dash,3220020131,Jump,2320030231,Jump,1220010131,Drop,1220010131,Drop,1220010131,Drop,2320030231,Drop,2210040131,Drop,2210040131,Drop,2210040131,Drop,1210040131,Drop,1220010131,Dash,1220010131,Dash,1220010131,Dash,3220020131,Dash,1220010131,Jump,1220010131,Jump,2320030231,Drop,2320030231,Drop,2210010131.0,Drop,2210010131.0,Drop,2210040131.0,Drop,1310040131.0,Drop,1220010131.0,Jump,1220010131.0,Jump,1220010131.0,Jump,1220010131.0,Jump,2210040131.0,Dash,2210040131.0,Dash,2210040131.0,Dash,1210040131.0,Drop,,,,,,,,,,,,,,,,
6115001,wave_lostsector_003,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,0,18,24,,3320020131.0,path_grd_mid_small_043,path_grd_far_elite1_803,7.0,path_grd_far_small_044,4.0,path_grd_mid_small_070,11.0,path_grd_far_elite1_803,0.0,path_grd_mid_small_073,5.0,,,,,,,,,2220030131,Dash,2220030131,Dash,2220030131,Dash,2220030131,Dash,1120010131,Dash,1120010131,Dash,3220070131,Drop,3320020231,Drop,2220030131,Dash,3220070131,Dash,2220030131,Dash,3220070131,Dash,1120010131,Jump,1120010131,Jump,1120010131,Jump,2220040131,Jump,2220030131,Dash,2220030131,Dash,3220070131,Drop,3320020131,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6115002,wave_lostsector_003,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,0,45,27,20,,path_grd_far_small_044,path_grd_mid_special_025,12.0,path_grd_far_small_038,10.0,path_grd_mid_elite1_802,2.0,path_grd_far_small_053,11.0,path_fly_mid_special_047,,path_grd_mid_small_075,12.0,path_grd_far_elite1_803,,,,,,3220050131,Dash,3220070131,Dash,3220050131,Dash,3220070131,Dash,3120010131,Drop,3120010131,Drop,3220050131,Dash,2220040131,Dash,3220050131,Dash,3220070131,Drop,3220050131,Dash,3220070131,Drop,3220050131,Dash,3220050131,Dash,3220070131,Drop,1320030231,Drop,3220070131,Drop,3220050131,Dash,3220070131,Drop,3220050131,Dash,2110010131.0,Jump,2110010131.0,Jump,3210020131.0,Normal,3210020131.0,Normal,3220050131.0,Jump,3220070131.0,Jump,3220050131.0,Jump,3220070131.0,Jump,3220050131.0,Drop,3220050131.0,Drop,2220040131.0,Jump,1320010131.0,Jump,,,,,,,,,,,,,,,,
