stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/2/private_monster_count,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/5/private_monster_count,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,mod_value,wave_data/9/wave_path,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7009011,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Night,ibg_wasteland_001,1320040121.0,path_grd_close_small_048,3120010121,Dash,1220040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,path_grd_close_small_054,6.0,1220040121.0,Drop,2220040121.0,Drop,2220040121.0,Drop,2320050221.0,Drop,path_fly_mid_small_053,3210020121.0,Drop,3210020121.0,Drop,3210020121.0,Drop,3210030121.0,Drop,path_grd_close_elite1_801,0.0,1220040121.0,Dash,1220040121.0,Dash,2220040121.0,Drop,1320040121.0,Drop,path_grd_mid_small_012,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,21,12,0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009012,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Night,ibg_wasteland_001,1320030121.0,path_grd_mid_small_049,1220010121,Drop,1220010121.0,Drop,1220010121.0,Drop,1220050121.0,Drop,path_grd_close_elite2_804,0.0,1220050121.0,Jump,1220050121.0,Jump,1320030221.0,Drop,1320030221.0,Drop,path_fly_close_special_046,1110010121.0,Dash,1110010121.0,Dash,3210040121.0,Drop,3210040121.0,Drop,path_grd_mid_small_043,5.0,1220010121.0,Dash,1220050121.0,Dash,1220010121.0,Dash,1220050121.0,Dash,path_grd_close_small_042,1220050121.0,Dash,1220010121.0,Dash,1220050121.0,Dash,1220010121.0,Dash,45,27,0,4.0,,path_grd_mid_elite1_802,1220010121.0,Dash,1220010121.0,Dash,1220050121.0,Drop,1320030121.0,Drop,path_grd_close_elite2_804,,1220050121.0,Jump,1220010121.0,Jump,3320060221.0,Drop,3320060221.0,Drop,0.0,path_grd_mid_small_043,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,5.0,path_grd_close_small_010,4.0,1220050121.0,Jump,1220050121.0,Jump,1220050121.0,Jump,1220050121.0,Jump,,,,,,,,,,
7009013,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Night,ibg_wasteland_001,3310010121.0,path_grd_mid_small_037,3220060121,Dash,3220060121.0,Dash,3220060121.0,Dash,1320040221.0,Dash,path_grd_far_small_041,4.0,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220050121.0,Dash,path_fly_far_small_031,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,path_fly_mid_elite2_805,0.0,1210010121.0,Jump,1210010121.0,Jump,1210040121.0,Drop,3310010121.0,Drop,path_grd_far_small_044,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,0,15,18,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009014,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Night,ibg_wasteland_001,2320030121.0,path_grd_close_elite1_801,1220040121,Jump,1220040121.0,Jump,1220050121.0,Drop,2320030221.0,Drop,path_grd_close_small_013,7.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_grd_mid_small_049,1220040121.0,Drop,1220040121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,path_fly_close_small_041,7.0,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_grd_mid_small_055,1220040121.0,Drop,1220040121.0,Drop,3220020121.0,Drop,2320030121.0,Dash,27,18,0,4.0,0.0,path_grd_close_small_042,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,path_fly_mid_small_030,10.0,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009015,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Night,ibg_wasteland_001,3320040121.0,path_grd_far_small_044,2220030121,Dash,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,path_grd_mid_elite2_805,,3220060121.0,Dash,3220060121.0,Dash,3320060221.0,Dash,3320060221.0,Dash,path_grd_mid_special_065,3120010121.0,Dash,3120010121.0,Dash,2220030121.0,Drop,2220030121.0,Drop,path_grd_far_small_044,12.0,2220030121.0,Dash,3220060121.0,Dash,2220030121.0,Dash,3220060121.0,Dash,path_grd_close_elite2_804,2220030121.0,Dash,2220030121.0,Dash,3320060221.0,Dash,3320060221.0,Dash,9,48,12,8.0,0.0,path_grd_mid_elite1_802,3220060121.0,Jump,3220060121.0,Jump,2220040121.0,Drop,3320040121.0,Drop,path_grd_mid_special_065,6.0,2220030121.0,Dash,2220030121.0,Dash,3220060121.0,Drop,3220060121.0,Drop,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009016,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Night,ibg_wasteland_001,1310010121.0,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,1120010121.0,Drop,2220040121.0,Drop,path_fly_far_elite1_803,12.0,1210030121.0,Dash,1210030121.0,Dash,1210010121.0,Drop,2310020221.0,Drop,path_fly_mid_special_016,3110010121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,path_fly_far_special_045,0.0,1110010121.0,Drop,1110010121.0,Drop,3210030121.0,Drop,1310010121.0,Drop,path_grd_mid_special_065,1120010121.0,Dash,1120010121.0,Dash,1220010121.0,Dash,2220040121.0,Dash,0,60,24,,13.0,path_fly_mid_special_016,3110010121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009017,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Night,ibg_wasteland_001,1310020121.0,path_fly_mid_small_036,3210020121,Dash,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,path_grd_close_elite1_801,6.0,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,3320010221.0,Dash,path_grd_mid_small_058,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_fly_close_elite1_801,0.0,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Drop,1310020121.0,Drop,path_grd_close_special_064,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,33,12,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009018,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Night,ibg_wasteland_001,1310010121.0,path_fly_mid_small_018,1210020121,Drop,1210020121.0,Drop,1210010121.0,Dash,1210010121.0,Dash,path_fly_close_special_044,,3210010121.0,Drop,3210010121.0,Drop,3210040121.0,Drop,1310010221.0,Drop,path_fly_mid_small_030,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,path_fly_close_special_046,10.0,2210020121.0,Dash,2210020121.0,Dash,3210040121.0,Drop,3210040121.0,Drop,path_fly_mid_elite2_805,1210020121.0,Dash,1210020121.0,Dash,3310030221.0,Dash,3310030221.0,Dash,51,36,0,,0.0,path_fly_close_special_046,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Drop,1310010121.0,Drop,path_fly_close_small_041,9.0,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,6.0,path_fly_mid_special_016,2210020121.0,Drop,2210020121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,10.0,,,,,,,,,,,,,,,,,,,,
7009019,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Night,ibg_wasteland_001,3310010121.0,path_grd_mid_small_037,3220060121,Dash,3220060121.0,Dash,3220060121.0,Dash,1320040221.0,Dash,path_grd_far_small_041,4.0,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220050121.0,Dash,path_fly_far_small_031,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,path_fly_mid_elite2_805,0.0,1210010121.0,Jump,1210010121.0,Jump,1210040121.0,Drop,3310010121.0,Drop,path_grd_far_small_044,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,0,15,18,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009020,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Night,ibg_wasteland_001,1320040121.0,path_grd_mid_small_002,1220020121,Drop,1220020121.0,Drop,2120010121.0,Dash,2120010121.0,Dash,path_grd_mid_small_055,6.0,1220020121.0,Drop,1220020121.0,Drop,2220040121.0,Drop,2320050221.0,Drop,path_fly_close_small_029,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,path_grd_mid_elite1_802,0.0,1220020121.0,Dash,1220020121.0,Dash,2220040121.0,Drop,1320040121.0,Drop,path_grd_far_small_071,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220040121.0,Drop,6,21,6,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009021,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Night,ibg_wasteland_001,1320060121.0,path_grd_mid_small_043,2220010121,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_fly_mid_elite2_808,,1210030121.0,Dash,1210030121.0,Dash,3310010221.0,Dash,3310010221.0,Dash,path_fly_far_small_054,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_grd_mid_special_025,14.0,2120010121.0,Dash,2120010121.0,Dash,2220010121.0,Drop,2220040121.0,Drop,path_fly_mid_elite1_802,1210030121.0,Dash,1210030121.0,Dash,3210030121.0,Drop,1310040221.0,Drop,0,54,6,6.0,0.0,path_grd_mid_elite1_802,2220010121.0,Jump,2220010121.0,Jump,2220040121.0,Drop,1320060121.0,Drop,path_fly_mid_small_024,5.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009022,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Night,ibg_wasteland_001,1320010121.0,path_grd_mid_small_052,3220070121,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_fly_mid_small_033,6.0,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,2310020221.0,Drop,path_grd_mid_small_070,3220060121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,2220040121.0,Drop,path_grd_mid_small_043,7.0,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_grd_mid_elite1_802,3220070121.0,Drop,3220070121.0,Drop,3220060121.0,Drop,1320010121.0,Drop,6,33,0,3.0,0.0,path_grd_close_small_072,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009023,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Night,ibg_wasteland_001,1320040121.0,path_grd_mid_small_002,1220020121,Drop,1220020121.0,Drop,2120010121.0,Dash,2120010121.0,Dash,path_grd_mid_small_055,6.0,1220020121.0,Drop,1220020121.0,Drop,2220040121.0,Drop,2320050221.0,Drop,path_fly_close_small_029,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,path_grd_mid_elite1_802,0.0,1220020121.0,Dash,1220020121.0,Dash,2220040121.0,Drop,1320040121.0,Drop,path_grd_far_small_071,3220060121.0,Dash,3220060121.0,Dash,3220060121.0,Dash,2220040121.0,Drop,6,21,6,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009024,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Night,ibg_wasteland_001,2320050121.0,path_grd_close_elite1_801,2220010121,Dash,2220010121.0,Dash,2220040121.0,Drop,2320030221.0,Drop,path_grd_mid_small_055,5.0,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2320030221.0,Drop,path_fly_close_special_046,2110010121.0,Dash,2110010121.0,Dash,3210040121.0,Drop,3210030121.0,Drop,path_grd_mid_small_037,,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,3220020121.0,Dash,path_grd_close_elite3_813,2220010121.0,Drop,2320030221.0,Drop,2320030221.0,Drop,2320050121.0,Drop,33,24,0,10.0,0.0,path_grd_mid_small_043,2220010121.0,Dash,2220040121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_mid_small_070,8.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009025,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Night,ibg_wasteland_001,2320030121.0,path_grd_far_small_003,1220030121,Dash,1220030121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_grd_mid_small_011,6.0,1220030121.0,Jump,1220030121.0,Jump,3220070121.0,Jump,1320010221.0,Jump,path_fly_mid_small_053,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210030121.0,Drop,path_grd_mid_elite1_802,0.0,3220070121.0,Jump,3220070121.0,Jump,1220030121.0,Drop,2320030121.0,Drop,path_grd_far_small_074,1220030121.0,Drop,1220030121.0,Drop,3220070121.0,Drop,2220040121.0,Dash,0,21,12,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009026,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Night,ibg_wasteland_001,3320010121.0,path_grd_close_small_001,3220050121,Drop,3220050121.0,Drop,3120010121.0,Dash,3120010121.0,Dash,path_grd_close_small_013,6.0,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,2320010221.0,Jump,path_fly_mid_small_050,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,1210040121.0,Dash,path_grd_close_elite1_801,0.0,3220050121.0,Dash,3220050121.0,Dash,3220040121.0,Drop,3320010121.0,Drop,path_grd_mid_small_043,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,21,12,0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009027,wave_campaign_hard_003,Campaign,180,6,False,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Night,ibg_wasteland_001,3420050241.0,path_grd_mid_centurion_902,3420050241,Normal,,,,,,,path_grd_close_small_001,,1220020141.0,Jump,1220020141.0,Jump,1220020141.0,Jump,2220040141.0,Jump,path_grd_mid_small_005,1120010141.0,Dash,1120010141.0,Drop,2220010141.0,Drop,2220010141.0,Dash,path_fly_mid_elite2_805,4.0,2110010141.0,Jump,2110010141.0,Jump,2210020141.0,Jump,1310020241.0,Jump,path_fly_close_small_023,1110010141.0,Dash,1110010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,13,21,6,,4.0,path_grd_mid_small_005,1220010141.0,Jump,1220010141.0,Jump,2120010141.0,Jump,2120010141.0,Jump,path_grd_far_small_033,7.0,2120010141.0,Drop,2120010141.0,Drop,2220030141.0,Drop,1320030241.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7009028,wave_campaign_hard_003,BaseDefense,60,15,True,True,point_grd_wasteland_001_midclear,point_fly_wasteland_001,sbg_wasteland_001_midclear,Wasteland,Night,ibg_wasteland_basedefense_001,,path_grd_mid_special_025,1120010511,Jump,1120010511.0,Jump,3220060111.0,Drop,3320020211.0,Drop,path_fly_mid_small_030,,3210040511.0,Drop,1210010511.0,Drop,1210010511.0,Drop,2310030211.0,Drop,path_grd_mid_special_065,1120010511.0,Dash,1120010511.0,Dash,3220060111.0,Drop,3220060111.0,Drop,path_fly_close_elite1_801,,3210040111.0,Drop,3210040111.0,Drop,1210010511.0,Drop,2310030211.0,Drop,path_grd_mid_elite2_808,1120010511.0,Dash,1120010511.0,Dash,2320050111.0,Drop,3320020211.0,Drop,9,90,0,,,path_fly_mid_elite1_802,3210040111.0,Drop,3210040111.0,Drop,1210010511.0,Drop,2310030211.0,Drop,path_grd_mid_special_025,,1120010511.0,Jump,1120010511.0,Jump,3220060111.0,Drop,3220060111.0,Drop,,path_fly_mid_small_030,1210010511.0,Drop,1210010511.0,Drop,3210040111.0,Drop,2310030211.0,Drop,,path_grd_mid_small_075,,1220020111.0,Jump,1220020111.0,Jump,1220020111.0,Jump,1220020111.0,Jump,easy,path_grd_mid_elite2_805,1220020111.0,Dash,1220020111.0,Dash,2320050211.0,Drop,2320050211.0,Drop
7009029,wave_campaign_hard_003,Campaign,180,6,False,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Night,ibg_wasteland_001,2420030211.0,path_grd_mid_centurion_902,2420030211,Normal,,,,,,,path_grd_mid_small_040,,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,path_grd_mid_small_075,2220010111.0,Dash,2220010111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,path_grd_mid_elite2_805,4.0,1120010111.0,Drop,1120010111.0,Drop,3220030111.0,Drop,2320030211.0,Drop,path_grd_close_small_001,3220010111.0,Jump,3220010111.0,Jump,3220010111.0,Jump,3220020111.0,Jump,13,27,0,,,path_fly_close_small_049,2210020111.0,Normal,1210010111.0,Normal,2110010111.0,Normal,2110010111.0,Normal,path_grd_mid_small_075,,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2320050211.0,Dash,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010001,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Wasteland,Night,ibg_desert_001,3320010121.0,path_fly_far_small_019,3210010121,Drop,3210010121.0,Drop,2210010121.0,Dash,2210010121.0,Dash,path_fly_mid_elite1_802,6.0,3210010121.0,Drop,3210010121.0,Drop,1210040121.0,Drop,1310020221.0,Drop,path_grd_mid_small_058,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_elite1_802,0.0,3220040121.0,Jump,3220040121.0,Jump,2220040121.0,Drop,3320010121.0,Drop,path_fly_far_small_040,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,0,24,12,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010002,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Wasteland,Night,ibg_desert_001,3320070121.0,path_grd_close_small_007,3220050121,Drop,3220050121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,path_grd_mid_elite2_805,,3220050121.0,Dash,3220050121.0,Dash,2320010221.0,Dash,2320010221.0,Dash,path_fly_mid_special_016,3110010121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,3210030121.0,Drop,path_grd_close_small_013,12.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_mid_elite2_808,2220030121.0,Dash,2220030121.0,Dash,2320020221.0,Drop,3320070121.0,Drop,18,48,0,8.0,0.0,path_fly_close_small_029,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,path_grd_mid_special_065,5.0,2220030121.0,Dash,2220030121.0,Dash,3220050121.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010003,wave_campaign_hard_003,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Wasteland,Night,ibg_desert_001,3320060121.0,path_grd_mid_small_002,2220030121,Drop,2220030121.0,Drop,1220050121.0,Dash,1220050121.0,Dash,path_grd_close_elite1_801,6.0,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,3320060221.0,Drop,path_fly_mid_small_053,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,path_grd_close_small_048,,1220050121.0,Jump,1220050121.0,Jump,1220050121.0,Jump,1220050121.0,Jump,path_grd_mid_elite1_802,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Jump,3320060121.0,Dash,21,21,0,,0.0,path_grd_close_small_051,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7010004,wave_campaign_hard_003,Campaign,90,7,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Wasteland,Night,ibg_desert_001,3320020121.0,path_grd_close_small_054,3220030121,Drop,3220030121.0,Drop,2220040121.0,Drop,2320030221.0,Drop,path_grd_mid_elite1_802,,3220030121.0,Dash,3220030121.0,Dash,3220070121.0,Drop,1320010221.0,Drop,path_fly_mid_special_047,2110010121.0,Dash,2110010121.0,Dash,2210010121.0,Drop,3210030121.0,Drop,path_grd_far_small_044,,3220030121.0,Dash,3220030121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,path_grd_mid_elite2_808,3220030121.0,Dash,3220030121.0,Dash,2320020221.0,Drop,3320020121.0,Drop,6,39,18,8.0,0.0,path_grd_mid_small_070,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,2220040121.0,Dash,path_grd_far_small_038,,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Dash,,path_grd_far_small_044,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,3220070121.0,Dash,,,,,,,,,,,,,,,,,,,,,
