stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,mod_value,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6027011,wave_campaign_normal_012,Campaign,90,5,True,False,point_grd_desertcrystal_001,point_fly_desertcrystal_001,sbg_desertcrystal_001,Desert,Day,ibg_desertcrystal_001,2320050121.0,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220050121.0,Drop,2320050221.0,Drop,path_fly_mid_small_030,10.0,1210020121.0,Drop,1210020121.0,Drop,1210020121.0,Drop,3210040121.0,Drop,path_grd_close_small_013,4.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,1220050121.0,Drop,1320030221.0,Drop,path_grd_mid_special_025,6.0,3120010121.0,Dash,3120010121.0,Dash,1220050121.0,Drop,2320050121.0,Dash,6,51,0,path_grd_mid_small_043,3.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027012,wave_campaign_normal_012,Campaign,90,7,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Day,ibg_desertcrystal_001,1320060121.0,path_grd_mid_small_002,1220030121,Jump,1220030121.0,Jump,1220030121.0,Jump,1220030121.0,Jump,path_fly_mid_elite2_808,5.0,1210030121.0,Drop,1210030121.0,Drop,3310050221.0,Drop,3310050221.0,Drop,path_grd_mid_small_034,8.0,1220030121.0,Drop,1220030121.0,Drop,2220040121.0,Drop,1320060221.0,Drop,path_grd_mid_small_043,,1220030121.0,Drop,1220030121.0,Drop,1220030121.0,Drop,1220030121.0,Drop,path_fly_mid_elite2_808,0.0,1210030121.0,Drop,3210030121.0,Drop,3310050221.0,Drop,3310050221.0,Drop,0,54,0,path_grd_mid_small_034,10.0,1220030121.0,Drop,1220030121.0,Drop,2220040121.0,Drop,1320060121.0,Drop,path_grd_mid_small_058,,1220030121.0,Drop,1220030121.0,Drop,1220030121.0,Drop,1320060221.0,Drop,path_fly_mid_small_050,,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,3210030121.0,Drop,,,,,,,,,,,,,,,,,,,,,
6027013,wave_campaign_normal_012,Campaign,90,5,True,False,point_grd_desertcrystal_001,point_fly_desertcrystal_001,sbg_desertcrystal_001,Desert,Day,ibg_desertcrystal_001,3320010121.0,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,3220050121.0,Drop,2320050221.0,Drop,path_fly_close_small_029,7.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210030121.0,Dash,path_grd_mid_small_058,7.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_grd_mid_elite1_802,0.0,3220050121.0,Dash,3220050121.0,Dash,2220040121.0,Drop,2320050221.0,Drop,path_grd_close_small_045,6.0,3220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,3320010121.0,Dash,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027014,wave_campaign_normal_012,Campaign,90,5,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Day,ibg_desertcrystal_001,2320030121.0,path_grd_close_small_067,3220030121,Dash,3220030121.0,Dash,3220030121.0,Drop,2320020221.0,Drop,path_grd_mid_small_012,,3220030121.0,Dash,3220030121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_grd_mid_small_046,4.0,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,path_grd_close_elite1_801,0.0,2120010121.0,Jump,2120010121.0,Jump,2220040121.0,Drop,3320050221.0,Drop,path_grd_mid_small_043,6.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,2320030121.0,Dash,30,18,0,path_grd_close_special_064,3.0,2120010121.0,Dash,2120010121.0,Dash,1220050121.0,Drop,1220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027015,wave_campaign_normal_012,Campaign,90,7,True,False,point_grd_desertcrystal_001,point_fly_desertcrystal_001,sbg_desertcrystal_001,Desert,Day,ibg_desertcrystal_001,3320080121.0,path_grd_mid_special_025,1120010121,Jump,1120010121.0,Jump,2220010121.0,Drop,1320030221.0,Drop,path_grd_close_elite1_801,8.0,2220010121.0,Jump,2220010121.0,Jump,3220080121.0,Drop,3320080221.0,Drop,path_grd_mid_small_012,7.0,1220060121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,3320080221.0,Drop,path_fly_close_small_038,12.0,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,2210020121.0,Dash,path_grd_close_elite2_807,0.0,1220060121.0,Jump,1220060121.0,Jump,1320030221.0,Drop,3320080221.0,Drop,30,23,13,path_grd_mid_elite1_802,,2220010121.0,Jump,2220010121.0,Jump,3220080121.0,Drop,3320080121.0,Drop,path_fly_mid_small_030,10.0,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,path_grd_close_small_013,8.0,1220060121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,3220080121.0,Drop,,,,,,,,,,,,,,,,,,,,,
6027016,wave_campaign_normal_012,Campaign,90,5,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Day,ibg_desertcrystal_001,2310010121.0,path_grd_mid_small_070,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Jump,path_fly_mid_small_008,7.0,3210010121.0,Dash,3210030121.0,Dash,3210010121.0,Dash,2310010221.0,Dash,path_grd_close_small_036,7.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,0.0,2220010121.0,Jump,2220010121.0,Jump,2220040121.0,Drop,1320020221.0,Drop,path_fly_mid_small_030,7.0,3210010121.0,Drop,3210030121.0,Drop,3210010121.0,Drop,2310010121.0,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027017,wave_campaign_normal_012,Campaign,90,7,True,False,point_grd_desertcrystal_001,point_fly_desertcrystal_001,sbg_desertcrystal_001,Desert,Day,ibg_desertcrystal_001,1320040121.0,path_grd_mid_small_070,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,2220050121.0,Normal,path_fly_mid_elite1_802,5.0,1210020121.0,Drop,1210020121.0,Drop,1210040121.0,Drop,3310040221.0,Drop,path_grd_mid_small_058,9.0,3220040121.0,Jump,3220020121.0,Jump,3220020121.0,Jump,1320040221.0,Jump,path_fly_mid_small_050,,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Normal,path_grd_mid_elite2_805,0.0,3220040121.0,Drop,3220040121.0,Drop,1320040221.0,Drop,1320040121.0,Drop,0,57,0,path_fly_mid_elite1_802,10.0,1210020121.0,Drop,1210020121.0,Drop,1210040121.0,Drop,3310040221.0,Drop,path_grd_mid_small_070,,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,2220040121.0,Normal,path_fly_mid_small_021,,1210020121.0,Drop,1210040121.0,Drop,1210040121.0,Drop,1210020121.0,Drop,,,,,,,,,,,,,,,,,,,,,
6027018,wave_campaign_normal_012,Campaign,90,5,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Day,ibg_desertcrystal_001,1320060121.0,path_grd_far_small_059,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,path_grd_mid_elite1_802,7.0,3220040121.0,Drop,3220040121.0,Drop,1220050121.0,Dash,1320060221.0,Dash,path_fly_mid_small_005,,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,3210030121.0,Dash,path_grd_mid_elite1_802,0.0,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Drop,2320030221.0,Drop,path_grd_far_small_074,10.0,3220040121.0,Dash,2220040121.0,Dash,3220040121.0,Dash,1320060121.0,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027019,wave_campaign_normal_012,Campaign,90,7,True,False,point_grd_desertcrystal_001,point_fly_desertcrystal_001,sbg_desertcrystal_001,Desert,Day,ibg_desertcrystal_001,3320070121.0,path_grd_close_small_007,3220050121,Drop,3220050121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,path_grd_mid_elite2_805,,3220050121.0,Dash,3220050121.0,Dash,2320010221.0,Dash,2320010221.0,Dash,path_fly_mid_special_016,8.0,3110010121.0,Drop,3110010121.0,Drop,3110010121.0,Drop,3210030121.0,Drop,path_grd_close_small_013,12.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220040121.0,Dash,path_grd_mid_elite2_808,0.0,2220030121.0,Dash,2220030121.0,Dash,2320020221.0,Drop,3320070121.0,Drop,18,48,0,path_fly_close_small_029,,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210030121.0,Drop,path_grd_mid_special_065,5.0,2220030121.0,Dash,2220030121.0,Dash,3220050121.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027020,wave_campaign_normal_012,Campaign,90,7,True,False,point_grd_desertcrystal_003,point_fly_desertcrystal_003,sbg_desertcrystal_003,Desert,Day,ibg_desertcrystal_001,1320030121.0,path_grd_close_elite2_804,1220060121,Dash,1220060121.0,Dash,3320060221.0,Jump,3320060221.0,Jump,path_fly_mid_special_047,,2110010121.0,Dash,2110010121.0,Dash,2210040121.0,Drop,2210040121.0,Drop,path_fly_mid_small_030,10.0,2210040121.0,Drop,2210040121.0,Drop,2210040121.0,Drop,2210040121.0,Drop,path_fly_mid_elite2_808,0.0,2210040121.0,Dash,2210040121.0,Dash,2310020221.0,Dash,2310020221.0,Dash,path_grd_close_elite1_801,10.0,1220060121.0,Dash,1220060121.0,Dash,3220060121.0,Drop,1320030121.0,Drop,12,42,0,path_fly_mid_small_039,5.0,2210040121.0,Dash,2210040121.0,Dash,2210040121.0,Dash,2210040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027021,wave_campaign_normal_012,Campaign,90,5,True,False,point_grd_desertcrystal_001,point_fly_desertcrystal_001,sbg_desertcrystal_001,Desert,Day,ibg_desertcrystal_001,2320030121.0,path_grd_close_elite1_801,1220040121,Jump,1220040121.0,Jump,1220050121.0,Drop,2320030221.0,Drop,path_grd_close_small_013,7.0,1220040121.0,Dash,1220050121.0,Dash,1220040121.0,Dash,1220050121.0,Dash,path_grd_mid_small_049,6.0,1220040121.0,Drop,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,path_fly_close_small_041,7.0,1110010121.0,Drop,1110010121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_grd_mid_small_055,0.0,1220040121.0,Drop,1220040121.0,Drop,3220020121.0,Drop,2320030121.0,Drop,27,18,0,path_grd_close_small_042,4.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,path_fly_mid_small_030,,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027022,wave_campaign_normal_012,Campaign,90,7,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Day,ibg_desertcrystal_001,1320010121.0,path_grd_mid_small_046,1220040121,Drop,1220040121.0,Drop,1220040121.0,Drop,3220080121.0,Drop,path_grd_mid_elite1_802,,1220040121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,1320010221.0,Drop,path_grd_far_small_044,8.0,3220070121.0,Jump,1220040121.0,Jump,3220070121.0,Jump,1220040121.0,Jump,path_grd_far_elite2_809,0.0,1220040121.0,Drop,1220040121.0,Drop,3220080121.0,Drop,1320010121.0,Drop,path_grd_far_small_044,,3220070121.0,Jump,1220040121.0,Jump,3220070121.0,Jump,1220040121.0,Jump,0,21,21,path_grd_mid_small_070,8.0,1220040121.0,Drop,1220040121.0,Drop,3220080121.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027023,wave_campaign_normal_012,Campaign,90,7,True,False,point_grd_desertcrystal_003,point_fly_desertcrystal_003,sbg_desertcrystal_003,Desert,Day,ibg_desertcrystal_001,2310040121.0,path_fly_mid_small_018,1210030121,Dash,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,path_fly_mid_elite2_808,5.0,1210030121.0,Drop,1210030121.0,Drop,3310050221.0,Drop,2310040221.0,Drop,path_fly_mid_small_027,10.0,1210030121.0,Drop,1210030121.0,Drop,1210040121.0,Drop,2310060221.0,Drop,path_fly_mid_small_036,,1210030121.0,Drop,1210030121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_fly_mid_elite3_811,0.0,1210030121.0,Drop,2310060221.0,Drop,3310050221.0,Drop,2310040121.0,Drop,12,42,0,path_fly_close_small_023,,3210040121.0,Drop,1210030121.0,Drop,3210040121.0,Drop,1210030121.0,Drop,path_fly_mid_small_027,,1210030121.0,Drop,1210030121.0,Drop,1210030121.0,Drop,2310060221.0,Drop,path_fly_close_small_023,,1210030121.0,Drop,3210040121.0,Drop,1210030121.0,Drop,3210040121.0,Drop,,,,,,,,,,,,,,,,,,,,,
6027024,wave_campaign_normal_012,BaseDefense,60,6,True,True,point_grd_desertcrystal_002_midclear,point_fly_desertcrystal_002,sbg_desertcrystal_002_midclear,Desert,Day,ibg_desertcrystal_002_midclear,,path_fly_mid_small_050,3220050121,Drop,3220050121.0,Drop,3220050121.0,Drop,3210030121.0,Normal,path_grd_mid_small_040,,3220050121.0,Drop,3220050121.0,Drop,1220050121.0,Drop,3220080121.0,Drop,path_grd_mid_small_037,,3220050121.0,Drop,1220050121.0,Drop,3220050121.0,Drop,3220080121.0,Drop,path_grd_mid_elite2_808,2.0,3220050121.0,Drop,3220050121.0,Drop,3320070221.0,Drop,1320030221.0,Drop,path_grd_mid_small_043,8.0,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220080121.0,Drop,0,60,0,path_fly_mid_small_050,,3210040121.0,Dash,3220050121.0,Drop,3220050121.0,Drop,3210030121.0,Normal,path_grd_mid_small_075,4.0,3220050121.0,Drop,1220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,path_fly_mid_small_050,7.0,3220050121.0,Drop,3220080121.0,Drop,3220050121.0,Drop,3210030121.0,Normal,normal,path_grd_mid_elite2_808,10.0,1220050121.0,Drop,3220050121.0,Drop,3320070221.0,Drop,1320030221.0,Drop,,,,,,,,,,
6027025,wave_campaign_normal_012,BaseDefense,60,6,True,True,point_grd_desertcrystal_002_midclear,point_fly_desertcrystal_002,sbg_desertcrystal_002_midclear,Desert,Day,ibg_desertcrystal_002_midclear,,path_grd_mid_small_046,2220020121,Drop,2220020121.0,Drop,2220020121.0,Drop,2220020121.0,Drop,path_fly_mid_small_050,,3210040121.0,Drop,3210050121.0,Drop,3210040121.0,Drop,3210030121.0,Normal,path_grd_mid_small_070,,2220020121.0,Dash,2220020121.0,Dash,2220020121.0,Dash,2220040121.0,Dash,path_grd_mid_elite2_808,3.0,2220020121.0,Drop,2220040121.0,Drop,3320040221.0,Drop,1320040221.0,Drop,path_fly_mid_small_050,10.0,3210040121.0,Drop,3210050121.0,Drop,3210040121.0,Drop,3210030121.0,Normal,0,69,0,path_grd_mid_small_043,10.0,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,path_grd_mid_small_075,4.0,2220010121.0,Drop,2220010121.0,Drop,2220040121.0,Normal,2220010121.0,Drop,path_grd_mid_elite1_802,,2220010121.0,Drop,1220050121.0,Drop,2220040121.0,Drop,2220010121.0,Drop,normal,path_fly_mid_small_050,8.0,3210040121.0,Drop,3210050121.0,Drop,3210040121.0,Drop,3210030121.0,Normal,path_grd_mid_elite2_808,10.0,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,1320040221.0,Drop
6027026,wave_campaign_normal_012,Defense,90,7,True,True,point_grd_desertcrystal_001_rightclear,point_fly_desertcrystal_001_rightclear,sbg_desertcrystal_001_rightclear,Desert,Day,ibg_desertcrystal_001_rightclear,,path_grd_mid_small_037,1220060121,Normal,2120010121.0,Dash,1220060121.0,Normal,1220060121.0,Normal,path_fly_mid_small_005,8.0,1210030121.0,Dash,3210050121.0,Dash,1110010121.0,Dash,1210030121.0,Dash,path_grd_mid_small_070,,3220050121.0,Jump,3220050121.0,Jump,2120010121.0,Jump,2220050121.0,Normal,path_fly_mid_elite1_802,4.0,1210030121.0,Dash,1210030121.0,Dash,1110010121.0,Dash,1310020221.0,Drop,path_grd_mid_small_043,12.0,1220060121.0,Normal,1220060121.0,Normal,2120010121.0,Dash,1220060121.0,Normal,0,27,27,path_fly_mid_small_030,8.0,1210030121.0,Dash,1110010121.0,Dash,1210030121.0,Dash,3210050121.0,Dash,path_grd_mid_small_075,10.0,1220060121.0,Normal,1220060121.0,Normal,2120010121.0,Dash,1220060121.0,Normal,path_fly_far_elite2_809,,1210030121.0,Dash,1110010121.0,Dash,1310030221.0,Drop,1310020221.0,Drop,20,,,,,,,,,,,,,,,,,,,,
6027027,wave_campaign_normal_012,Defense,90,7,True,True,point_grd_desertcrystal_001_rightclear,point_fly_desertcrystal_001_rightclear,sbg_desertcrystal_001_rightclear,Desert,Day,ibg_desertcrystal_001_rightclear,,path_fly_mid_small_005,1210020121,Normal,1210020121.0,Normal,1210020121.0,Normal,1210020121.0,Normal,path_fly_mid_small_050,8.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Drop,path_grd_far_small_038,10.0,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,path_fly_mid_elite1_802,2.0,1210020121.0,Normal,1210020121.0,Normal,1210020121.0,Normal,1310020221.0,Drop,path_grd_far_small_062,12.0,2220010121.0,Jump,2220010121.0,Jump,2220010121.0,Jump,3220020121.0,Dash,0,27,33,path_fly_mid_small_053,10.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,path_grd_mid_small_076,10.0,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,path_fly_mid_elite1_802,,1210020121.0,Normal,1210020121.0,Normal,1210040121.0,Normal,1310020221.0,Dash,20,path_fly_mid_small_039,15.0,1210020121.0,Normal,1210020121.0,Normal,1210020121.0,Normal,1310020221.0,Normal,,,,,,,,,,
6027028,wave_campaign_normal_012,Campaign,90,5,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Day,ibg_desertcrystal_001,2310060121.0,path_fly_close_small_026,2210020121,Dash,2210020121.0,Dash,2210020121.0,Drop,2310060221.0,Drop,path_fly_mid_small_027,,1210020121.0,Dash,1210020121.0,Dash,3210040121.0,Dash,3210050121.0,Dash,path_fly_mid_small_021,4.0,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,path_fly_close_elite1_801,0.0,3110010121.0,Jump,1210030121.0,Jump,1210040121.0,Drop,1210030121.0,Drop,path_fly_mid_small_021,6.0,3210040121.0,Dash,3210040121.0,Dash,3210040121.0,Dash,2310060121.0,Dash,15,33,0,path_fly_mid_special_016,3.0,2110010121.0,Dash,2110010121.0,Dash,3210040121.0,Drop,3210050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027029,wave_campaign_normal_012,Campaign,90,7,True,False,point_grd_desertcrystal_003,point_fly_desertcrystal_003,sbg_desertcrystal_003,Desert,Day,ibg_desertcrystal_001,1320020121.0,path_grd_mid_small_070,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Normal,path_fly_mid_elite1_802,6.0,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,3310040221.0,Drop,path_grd_mid_small_034,10.0,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,1320020221.0,Drop,path_fly_mid_small_050,0.0,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,3310040221.0,Drop,path_grd_mid_elite2_808,,3220040121.0,Drop,3220040121.0,Drop,1320030221.0,Drop,1320020121.0,Drop,0,42,0,path_grd_mid_small_070,,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,2220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6027030,wave_campaign_normal_012,Campaign,90,7,True,False,point_grd_desertcrystal_002,point_fly_desertcrystal_002,sbg_desertcrystal_002,Desert,Day,ibg_desertcrystal_001,1320060121.0,path_grd_mid_small_070,1220010121,Drop,1220010121.0,Drop,1220010121.0,Drop,2220040121.0,Normal,path_grd_mid_elite2_805,,1220010121.0,Dash,1220010121.0,Dash,1320060221.0,Dash,1320060221.0,Dash,path_fly_mid_small_021,,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210050121.0,Drop,path_fly_mid_small_050,5.0,3210040121.0,Drop,3210040121.0,Drop,3210050121.0,Drop,3210030121.0,Drop,path_fly_mid_small_021,0.0,3210040121.0,Drop,3210050121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,0,60,0,path_grd_mid_elite2_805,10.0,1220010121.0,Dash,2220040121.0,Dash,1320060221.0,Dash,1320060121.0,Dash,path_grd_mid_small_070,5.0,1220050121.0,Drop,1320060221.0,Drop,1220010121.0,Drop,2220040121.0,Dash,path_fly_mid_small_024,,3210050121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,,path_grd_mid_small_005,,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,1220010121.0,Dash,,,,,,,,,,
6027031,wave_campaign_normal_012,Campaign,90,7,True,False,point_grd_desertcrystal_003,point_fly_desertcrystal_003,sbg_desertcrystal_003,Desert,Day,ibg_desertcrystal_001,1310010121.0,path_grd_mid_small_002,3220040121,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_fly_mid_elite1_802,5.0,3210010121.0,Drop,3210010121.0,Drop,3210050121.0,Drop,2310060221.0,Drop,path_fly_mid_small_024,8.0,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,3210010121.0,Dash,path_fly_mid_elite2_805,0.0,3210010121.0,Drop,3210010121.0,Drop,2310060221.0,Drop,1310010121.0,Drop,path_fly_close_small_020,9.0,3210050121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,3210010121.0,Drop,6,42,0,path_grd_mid_small_043,5.0,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_fly_mid_small_042,8.0,3210050121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,3220040121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
