stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6220861,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,21,27,0,,2320060141.0,path_grd_mid_small_049,path_fly_mid_special_016,7.0,path_grd_close_small_051,6.0,path_fly_mid_small_050,0.0,path_grd_close_elite1_801,7.0,path_grd_close_small_001,,,,,,,,,,3220050141,Drop,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2210020141.0,Jump,2110010141.0,Jump,2110010141.0,Jump,1310010241.0,Jump,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1210020141.0,Jump,1210040141.0,Jump,1210020141.0,Dash,1210040141.0,Drop,3220030141.0,Jump,3220030141.0,Jump,3220030141.0,Dash,2320060141.0,Drop,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,3220040141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220862,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,6,45,0,,3320070141.0,path_grd_close_small_001,path_grd_mid_elite1_802,7.0,path_fly_mid_small_053,6.0,path_grd_mid_special_065,0.0,path_fly_mid_special_016,11.0,,,,,,,,,,,1220020141,Drop,1220020141.0,Drop,1220020141.0,Dash,1220020141.0,Dash,1120010141.0,Jump,1120010141.0,Jump,2220030141.0,Drop,3320070241.0,Drop,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,3210030141.0,Dash,1120010141.0,Dash,1120010141.0,Dash,2220030141.0,Drop,3320070141.0,Drop,1110010141.0,Drop,1110010141.0,Drop,2210020141.0,Drop,3210030141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220863,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,12,30,0,,3310040141.0,path_grd_mid_small_052,path_fly_mid_special_047,7.0,path_grd_close_small_042,7.0,path_fly_mid_elite1_802,0.0,path_grd_close_small_069,7.0,,,,,,,,,,,3220040141,Drop,3220040141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,1110010141.0,Jump,1110010141.0,Jump,2210010141.0,Drop,3310040241.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220040141.0,Dash,2220040141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,3310040141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,3220040141.0,Drop,3220040141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220864,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,6,36,0,,2320020141.0,path_grd_mid_small_002,path_grd_mid_elite1_802,5.0,path_grd_mid_small_049,10.0,path_grd_mid_elite2_805,0.0,path_grd_close_small_004,8.0,path_grd_mid_small_005,6.0,,,,,,,,,1220040141,Jump,1220040141.0,Jump,1220040141.0,Jump,1220040141.0,Jump,1220040141.0,Dash,1220040141.0,Dash,3220060141.0,Drop,2320070241.0,Drop,1220040141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,3220060141.0,Drop,1220040141.0,Drop,3220060141.0,Drop,2320070241.0,Drop,2320020141.0,Drop,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,1220040141.0,Dash,3220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220865,wave_tower_elysion_010,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,6,57,0,normal,,path_grd_mid_elite1_802,path_fly_close_small_049,,path_fly_mid_elite1_802,6.0,path_grd_mid_elite2_805,3.0,path_fly_mid_small_050,10.0,path_grd_mid_elite3_814,,path_grd_mid_small_075,8.0,path_grd_mid_elite1_802,,,,,,1220010141,Jump,1220010141.0,Jump,3220060141.0,Drop,1320060241.0,Drop,1220010141.0,Jump,1320060241.0,Jump,1220010141.0,Jump,3210030141.0,Dash,1220010141.0,Drop,3220060141.0,Drop,1220010141.0,Drop,3210030141.0,Normal,1220010141.0,Dash,3220060141.0,Dash,1320060241.0,Drop,1320060241.0,Drop,1220010141.0,Jump,1320060241.0,Jump,1220010141.0,Jump,3210030141.0,Dash,1220010141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,1220010141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,3220060141.0,Dash,1220010141.0,Dash,1320060141.0,Drop,,,,,,,,,,,,,,,,
6220866,wave_tower_elysion_010,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,0,42,0,,2310040141.0,path_grd_mid_small_002,path_fly_mid_elite1_802,6.0,path_fly_mid_small_005,8.0,path_fly_mid_elite2_805,0.0,path_grd_mid_small_043,10.0,path_fly_mid_small_024,,,,,,,,,,3220010141,Jump,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,3210010141.0,Dash,3210010141.0,Dash,1210040141.0,Drop,2310040241.0,Drop,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,2310060241.0,Drop,2310040141.0,Drop,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,3220010141.0,Jump,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220867,wave_tower_elysion_010,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,0,33,9,,3310040141.0,path_grd_mid_small_049,path_fly_mid_elite1_802,,path_grd_mid_small_046,10.0,path_grd_mid_small_034,0.0,path_fly_far_elite1_803,7.0,path_grd_mid_small_008,,,,,,,,,,1220020141,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,1210020141.0,Drop,1210020141.0,Drop,3210030141.0,Drop,3310040241.0,Drop,1220020141.0,Drop,1220020141.0,Drop,1220020141.0,Drop,1220020141.0,Drop,1220020141.0,Jump,1220020141.0,Jump,1220020141.0,Jump,1320030241.0,Drop,1210020141.0,Drop,1210020141.0,Drop,1210010141.0,Drop,3310040141.0,Drop,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,1220020141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220868,wave_tower_elysion_010,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,0,24,18,,3310040141.0,path_grd_mid_small_043,path_fly_far_elite1_803,5.0,path_grd_mid_small_034,8.0,path_fly_far_elite1_803,0.0,path_grd_mid_small_034,10.0,path_fly_mid_small_024,,,,,,,,,,2220020141,Jump,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,1210030141.0,Drop,1210030141.0,Drop,1210010141.0,Drop,3310040241.0,Drop,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2320030241.0,Dash,1210030141.0,Drop,1210030141.0,Drop,1210010141.0,Drop,3310040141.0,Drop,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2320030241.0,Dash,1210030141.0,Drop,1210030141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220869,wave_tower_elysion_010,Defense,90,7,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,27,51,0,20,,path_grd_close_small_039,path_fly_mid_small_036,8.0,path_grd_close_special_064,,path_fly_mid_elite1_802,4.0,path_grd_close_small_048,12.0,path_fly_mid_special_047,10.0,path_grd_mid_small_075,10.0,path_fly_mid_elite1_802,,path_fly_mid_small_027,15.0,,,2220020141,Jump,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Dash,2210040141.0,Dash,3120010141.0,Jump,2220020141.0,Jump,2220010141.0,Normal,2220010141.0,Normal,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Drop,2310060241.0,Drop,2220010141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,2220010141.0,Normal,3110010141.0,Drop,3110010141.0,Drop,2210020141.0,Normal,2210040141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2210020141.0,Normal,2210020141.0,Normal,2210040141.0,Drop,2310060241.0,Dash,2210020141.0,Normal,2210040141.0,Dash,2210020141.0,Normal,3310020241.0,Normal,,,,,,,,
6220870,wave_tower_elysion_010,Campaign,180,5,False,False,point_grd_stormbringer_01,point_fly_stormbringer_01,sbg_greathole_sky_001,CityForest,Day,ibg_greathole_001,0,0,1,,2510010141.0,b_fly_stormbringer_01,,,,,,,,,,,,,,,,,,,2510010141,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220871,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Elysion,ibg_tower_001,0,18,24,,3320020121.0,path_grd_mid_small_043,path_grd_far_elite1_803,7.0,path_grd_far_small_044,4.0,path_grd_mid_small_070,,path_grd_far_elite1_803,0.0,path_grd_mid_small_073,5.0,,,,,,,,,3220050121,Dash,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,1120010121.0,Jump,1120010121.0,Jump,3220070121.0,Drop,3320020221.0,Drop,1220030121.0,Dash,3220070121.0,Drop,1220030121.0,Dash,3220070121.0,Drop,2220030121.0,Jump,2220030121.0,Jump,2220030121.0,Jump,2220040121.0,Jump,1220030121.0,Dash,1220030121.0,Dash,3220070121.0,Drop,3320020121.0,Drop,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220872,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Elysion,ibg_tower_001,6,45,0,,3320070121.0,path_grd_close_small_001,path_grd_mid_elite1_802,7.0,path_fly_mid_small_053,6.0,path_grd_mid_special_065,0.0,path_fly_mid_special_016,11.0,,,,,,,,,,,1220020121,Drop,1220020121.0,Drop,1220020121.0,Dash,1220020121.0,Dash,1120010121.0,Jump,1120010121.0,Jump,2220030121.0,Drop,3320070221.0,Drop,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,3210030121.0,Dash,1120010121.0,Dash,1120010121.0,Dash,2220030121.0,Drop,3320070121.0,Drop,1110010121.0,Drop,1110010121.0,Drop,2210020121.0,Drop,3210030121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220873,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,0,30,12,,2320050121.0,path_grd_mid_small_002,path_grd_mid_special_065,6.0,path_grd_far_small_009,8.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_050,,,,,,,,,,,,3220050121,Drop,3220050121.0,Drop,3220050121.0,Dash,2220040121.0,Dash,3120010121.0,Drop,3120010121.0,Drop,3220050121.0,Drop,2320050221.0,Drop,3220070121.0,Jump,3220070121.0,Jump,1220030121.0,Jump,2220040121.0,Jump,3220040121.0,Jump,3220040121.0,Jump,2220040121.0,Drop,2320050121.0,Drop,3220070121.0,Drop,1220030121.0,Drop,3220070121.0,Drop,1220030121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220874,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,0,36,0,,1320060121.0,path_grd_mid_small_055,path_grd_mid_elite3_814,,path_grd_mid_small_011,8.0,path_grd_mid_elite3_814,0.0,path_grd_mid_small_043,8.0,,,,,,,,,,,2220010121,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220020121.0,Dash,3320010221.0,Dash,2220040121.0,Dash,1320060221.0,Dash,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220020121.0,Dash,3320010221.0,Dash,2220040121.0,Drop,1320060121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,2220010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220875,wave_tower_elysion_010,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Elysion,ibg_tower_defense_001,0,57,0,20,,path_grd_mid_elite2_808,path_fly_mid_elite1_802,9.0,path_grd_mid_small_058,,path_fly_mid_elite1_802,,path_grd_mid_elite2_808,6.0,path_grd_mid_small_076,,path_fly_mid_elite1_802,,,,,,,,3220050121,Normal,3220050121.0,Normal,3320040121.0,Normal,3320040121.0,Normal,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,2310030221.0,Normal,3220050121.0,Normal,3220020121.0,Normal,3220050121.0,Normal,2320040221.0,Normal,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Drop,2310030221.0,Drop,3220050121.0,Normal,3220050121.0,Normal,3320040121.0,Normal,3320040121.0,Normal,3220050121.0,Jump,3220020121.0,Jump,3220020121.0,Jump,2320040221.0,Normal,3220050121.0,Normal,1210040121.0,Dash,3320040121.0,Dash,2310030221.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,
6220876,wave_tower_elysion_010,Campaign,90,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,0,42,0,,1310020121.0,path_fly_mid_small_018,path_fly_mid_elite1_802,5.0,path_fly_mid_small_027,8.0,path_fly_mid_small_036,0.0,path_fly_mid_elite1_802,7.0,path_fly_mid_small_024,,,,,,,,,,2210010121,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Drop,2210010121.0,Dash,2210010121.0,Dash,3210040121.0,Dash,1310020221.0,Dash,3210050121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Dash,2210010121.0,Drop,3210040121.0,Drop,3210050121.0,Drop,2210010121.0,Drop,2210010121.0,Dash,2210010121.0,Dash,3210040121.0,Drop,1310020121.0,Drop,3210040121.0,Drop,2210010121.0,Drop,3210050121.0,Drop,2210010121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220877,wave_tower_elysion_010,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,0,45,0,,2320060121.0,path_grd_mid_small_008,path_grd_mid_elite1_802,6.0,path_grd_mid_small_058,10.0,path_grd_mid_elite1_802,0.0,path_fly_mid_elite1_802,8.0,path_grd_mid_small_049,8.0,,,,,,,,,3220030121,Drop,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Dash,3220030121.0,Dash,3220060121.0,Dash,2320060221.0,Drop,3220060121.0,Drop,3220020121.0,Drop,3220060121.0,Drop,3220020121.0,Drop,3220030121.0,Dash,3220030121.0,Dash,3220060121.0,Dash,2320060121.0,Drop,3210020121.0,Dash,3210020121.0,Dash,3210020121.0,Dash,2310050221.0,Drop,3220030121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,3220060121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220878,wave_tower_elysion_010,Campaign,90,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,9,30,0,,2320020121.0,path_grd_mid_small_068,path_grd_mid_small_008,,path_grd_mid_small_061,,path_grd_close_elite1_801,0.0,path_grd_mid_small_037,6.0,path_grd_mid_small_040,5.0,,,,,,,,,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,2320020221.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,2320020121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,1220060121.0,Drop,1220050121.0,Drop,1220050121.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220879,wave_tower_elysion_010,BaseDefense,60,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_basedefense_001,0,60,0,normal,,path_grd_mid_small_034,path_grd_mid_small_005,,path_grd_mid_small_070,8.0,path_fly_mid_small_050,4.0,path_grd_mid_elite2_808,8.0,path_grd_mid_small_070,,path_grd_mid_small_075,5.0,path_fly_mid_small_050,,path_grd_mid_elite2_808,10.0,,,1220040121,Drop,1220040121.0,Drop,1220040121.0,Drop,2320060221.0,Drop,3220020121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,2220050121.0,Normal,1220040121.0,Drop,2310040221.0,Drop,1220040121.0,Drop,1210040121.0,Normal,1220040121.0,Drop,1220040121.0,Drop,2320060221.0,Drop,3320040221.0,Drop,3220020121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,2220050121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,1220040121.0,Dash,1220040121.0,Drop,2310040221.0,Drop,1220040121.0,Drop,1210040121.0,Normal,1220040121.0,Drop,1220040121.0,Drop,2320060121.0,Drop,3320040221.0,Drop,,,,,,,,
6220880,wave_tower_elysion_010,Campaign,180,7,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Elysion,ibg_tower_001,6,34,6,,2420060121.0,path_grd_mid_centurion_902,path_grd_close_small_036,,path_grd_mid_small_076,8.0,path_grd_mid_elite1_802,4.0,path_grd_mid_elite1_802,,path_grd_far_small_006,,path_fly_mid_elite2_805,4.0,,,,,,,2420060121,Normal,,,,,,,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,2220010121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3120010121.0,Dash,3120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,2120010121.0,Dash,3320070221.0,Dash,1120010121.0,Normal,1120010121.0,Normal,1120010121.0,Normal,2220040121.0,Normal,3120010121.0,Drop,2220010121.0,Drop,3120010121.0,Drop,3220050121.0,Drop,3110010121.0,Dash,3110010121.0,Dash,3110010121.0,Dash,2310020221.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6220881,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,0,30,0,,2320060131.0,path_grd_mid_small_070,path_fly_mid_small_039,,path_grd_mid_small_034,7.0,path_grd_mid_small_068,0.0,path_grd_mid_small_043,10.0,,,,,,,,,,,3220050131,Dash,3220050131.0,Dash,3220050131.0,Dash,2220050131.0,Dash,1210020131.0,Dash,1210020131.0,Dash,1210040131.0,Dash,1310010231.0,Dash,3220060131.0,Drop,3220080131.0,Drop,3220060131.0,Drop,2220050131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2220050131.0,Drop,2320060131.0,Drop,3220050131.0,Dash,3220060131.0,Dash,2220050131.0,Dash,3220080131.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220882,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Elysion,ibg_tower_001,0,60,0,,1320040131.0,path_grd_mid_small_008,path_grd_mid_special_025,7.0,path_fly_mid_elite1_802,4.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_021,10.0,path_grd_mid_special_025,,,,,,,,,,3220050131,Drop,3220050131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,2120010131.0,Jump,2120010131.0,Jump,2220010131.0,Drop,1320030231.0,Drop,1210030131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,1210040131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,3220060131.0,Drop,1320040131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,1210010131.0,Drop,3210030131.0,Drop,3120010131.0,Jump,3120010131.0,Jump,3120010131.0,Drop,3120010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220883,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Elysion,ibg_tower_001,0,45,0,,2310040131.0,path_fly_mid_small_018,path_grd_mid_elite1_802,,path_grd_mid_small_070,,path_fly_mid_small_033,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_elite1_802,8.0,,,,,,,,,3210020131,Jump,3210020131.0,Jump,3210020131.0,Jump,3210020131.0,Jump,3220050131.0,Drop,3220050131.0,Drop,2220050131.0,Drop,2320030231.0,Drop,2220010131.0,Drop,2220010131.0,Drop,3220020131.0,Drop,2220010131.0,Drop,3210020131.0,Drop,3210020131.0,Drop,3210020131.0,Drop,3210040131.0,Drop,2210010131.0,Dash,2210010131.0,Dash,1210040131.0,Drop,2310040131.0,Drop,2120010131.0,Drop,2220010131.0,Drop,3220020131.0,Drop,2220050131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6220884,wave_tower_elysion_010,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Elysion,ibg_tower_001,0,42,0,,1310030131.0,path_grd_mid_small_052,path_fly_mid_elite1_802,,path_fly_mid_small_050,8.0,path_fly_mid_elite2_805,0.0,path_grd_mid_small_052,8.0,path_fly_mid_small_050,7.0,,,,,,,,,2220030131,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,3210020131.0,Dash,3210020131.0,Dash,1210040131.0,Drop,1310030231.0,Drop,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,1210040131.0,Dash,3210020131.0,Drop,3210020131.0,Drop,1310010231.0,Drop,1310030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,3210020131.0,Dash,3210020131.0,Dash,3210020131.0,Dash,1210040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
