stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6501411,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,1310020111,path_grd_far_small_053,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_grd_mid_elite1_802,6.0,1220020111.0,Jump,1220020111.0,Jump,1220020111.0,Jump,2320010211.0,Jump,path_fly_mid_small_050,,2210010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,3210030111.0,Drop,path_fly_far_elite1_803,0.0,1210030111.0,Jump,1210030111.0,Jump,1210040111.0,Drop,1310020111.0,Drop,path_grd_mid_special_065,6.0,1220060111.0,Dash,1220060111.0,Dash,3220040111.0,Drop,3220040111.0,Drop,0,29,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501412,wave_eventdungeon_006,Campaign,180,5,False,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,1410020111,path_fly_mid_centurion_902,1410020111,Normal,,,,,,,path_grd_mid_small_012,,3220050111.0,Normal,3220050111.0,Normal,3220050111.0,Normal,3220050111.0,Normal,path_grd_mid_small_012,,1120010111.0,Drop,1120010111.0,Drop,1220040111.0,Drop,1220040111.0,Drop,path_fly_mid_elite2_808,4.0,1110010111.0,Dash,1110010111.0,Dash,1110010111.0,Dash,1310030211.0,Dash,path_grd_close_small_048,4.0,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Drop,6,28,6,path_fly_mid_small_036,,1210010111.0,Normal,1210010111.0,Normal,3110010111.0,Normal,3110010111.0,Normal,path_grd_mid_small_011,,2120010111.0,Jump,2120010111.0,Jump,2120010111.0,Jump,2320030211.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501413,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,1320060111,path_grd_mid_small_055,2220010111,Drop,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Drop,path_grd_close_elite1_801,7.0,2220010111.0,Dash,2220010111.0,Dash,1220050111.0,Drop,1320060211.0,Drop,path_grd_close_small_010,,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,path_grd_close_elite1_801,0.0,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Drop,1320060111.0,Drop,path_grd_mid_small_073,6.0,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,26,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501414,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,3320070111,path_grd_mid_small_049,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,2220040111.0,Dash,path_fly_mid_elite1_802,7.0,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1310030211.0,Drop,path_grd_mid_small_058,,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2220040111.0,Dash,path_grd_mid_elite1_802,0.0,1220060111.0,Dash,1220060111.0,Dash,2220030111.0,Drop,3320070111.0,Drop,path_fly_close_small_023,6.0,3210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,3210030111.0,Dash,13,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501415,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,2320050111,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,3220050111.0,Drop,2320050211.0,Drop,path_fly_mid_small_030,10.0,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3210040111.0,Drop,path_grd_close_small_013,4.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,path_grd_mid_elite1_802,0.0,3220050111.0,Dash,3220050111.0,Dash,1220050111.0,Drop,1320030211.0,Drop,path_grd_mid_special_025,6.0,3120010111.0,Dash,3120010111.0,Dash,1220050111.0,Drop,2320050111.0,Dash,6,50,1,path_grd_mid_small_043,3.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,2220040111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501416,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_ocean_003,point_fly_ocean_003,sbg_ocean_003,Ocean,Day,ibg_ocean_001,3320010111,path_grd_mid_small_052,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_fly_close_elite1_801,6.0,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,1310020211.0,Drop,path_grd_mid_small_058,,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,path_grd_close_elite1_801,0.0,1220060111.0,Dash,1220060111.0,Dash,2220040111.0,Drop,3320010111.0,Drop,path_fly_close_special_046,6.0,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Drop,1210040111.0,Drop,24,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501417,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,2320030111,path_grd_close_elite1_801,1220040111,Jump,1220040111.0,Jump,1220050111.0,Drop,2320030211.0,Drop,path_grd_close_small_013,7.0,1220040111.0,Dash,1220050111.0,Dash,1220040111.0,Dash,1220050111.0,Dash,path_grd_mid_small_049,6.0,1220040111.0,Drop,1220050111.0,Drop,1220040111.0,Drop,2220040111.0,Drop,path_fly_close_small_041,7.0,1110010111.0,Drop,1110010111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,path_grd_mid_small_055,0.0,1220040111.0,Drop,1220040111.0,Drop,3220020111.0,Drop,2320030111.0,Drop,26,18,1,path_grd_close_small_042,4.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,path_fly_mid_small_030,,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501418,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,2310050111,path_grd_close_elite1_801,3220030111,Dash,3220030111.0,Dash,2220040111.0,Jump,2320030211.0,Jump,path_grd_mid_small_012,7.0,1220060111.0,Dash,1220060111.0,Dash,3220020111.0,Dash,1220060111.0,Dash,path_fly_mid_small_027,7.0,1210020111.0,Dash,2210040111.0,Dash,1210020111.0,Dash,3210030111.0,Dash,path_grd_mid_small_012,0.0,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,2320030211.0,Dash,path_fly_mid_elite1_802,7.0,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Drop,2310050111.0,Drop,13,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501419,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_ocean_002,point_fly_ocean_002,sbg_ocean_002,Ocean,Day,ibg_ocean_001,2320050111,path_grd_far_small_003,2220010111,Drop,2220010111.0,Drop,3220060111.0,Dash,3220060111.0,Dash,path_grd_mid_elite1_802,7.0,2220010111.0,Jump,2220010111.0,Jump,3220060111.0,Drop,2320050211.0,Drop,path_fly_mid_special_016,4.0,3110010111.0,Drop,3110010111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,path_grd_mid_elite1_802,0.0,2220010111.0,Dash,2220010111.0,Dash,3220060111.0,Drop,2320050111.0,Drop,path_grd_far_small_044,10.0,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,0,48,12,path_grd_mid_special_025,,3120010111.0,Jump,3120010111.0,Jump,3120010111.0,Drop,3120010111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501420,wave_eventdungeon_006,Campaign,90,5,True,False,point_grd_ocean_001,point_fly_ocean_001,sbg_ocean_001,Ocean,Day,ibg_ocean_001,3320010111,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,3220050111.0,Drop,2320050211.0,Drop,path_fly_close_small_029,7.0,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,path_grd_mid_small_058,7.0,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,path_grd_mid_elite1_802,0.0,3220050111.0,Dash,3220050111.0,Dash,2220040111.0,Drop,2320050211.0,Drop,path_grd_close_small_045,6.0,3220040111.0,Jump,3220040111.0,Jump,3220040111.0,Jump,3320010111.0,Dash,21,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
