id,group_id,main_target,sub_target/0,sub_target/1,sub_target/2,sub_target/3,grade,weight,bubble_type,name_localkey,description_localkey,parameter_localkey/0,resource_id,function_type,buff_value/0/function_value_level,buff_value/0/battle_power_level,buff_value/1/function_value_level,buff_value/1/battle_power_level,buff_value/2/function_value_level,buff_value/2/battle_power_level,buff_value/3/function_value_level,buff_value/3/battle_power_level,buff_value/4/function_value_level,buff_value/4/battle_power_level,parameter_localkey/1
1020101,10201,Attack,ALL,,,,R,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020102,10201,Attack,ALL,,,,R,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020103,10201,Attack,ALL,,,,R,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020104,10201,Attack,ALL,,,,R,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020105,10201,Attack,ALL,,,,SR,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020106,10201,Attack,ALL,,,,SR,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020107,10201,Attack,ALL,,,,SR,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020108,10201,Attack,ALL,,,,SR,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020109,10201,Attack,ALL,,,,SSR,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020110,10201,Attack,ALL,,,,SSR,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020111,10201,Attack,ALL,,,,SSR,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020112,10201,Attack,ALL,,,,SSR,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020201,10202,Attack,MISSILIS,,,,R,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020202,10202,Attack,MISSILIS,,,,R,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020203,10202,Attack,MISSILIS,,,,R,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020204,10202,Attack,MISSILIS,,,,R,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020205,10202,Attack,MISSILIS,,,,SR,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020206,10202,Attack,MISSILIS,,,,SR,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020207,10202,Attack,MISSILIS,,,,SR,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020208,10202,Attack,MISSILIS,,,,SR,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020209,10202,Attack,MISSILIS,,,,SSR,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020210,10202,Attack,MISSILIS,,,,SSR,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020211,10202,Attack,MISSILIS,,,,SSR,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020212,10202,Attack,MISSILIS,,,,SSR,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020301,10203,Attack,ELYSION,,,,R,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020302,10203,Attack,ELYSION,,,,R,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020303,10203,Attack,ELYSION,,,,R,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020304,10203,Attack,ELYSION,,,,R,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020305,10203,Attack,ELYSION,,,,SR,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020306,10203,Attack,ELYSION,,,,SR,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020307,10203,Attack,ELYSION,,,,SR,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020308,10203,Attack,ELYSION,,,,SR,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020309,10203,Attack,ELYSION,,,,SSR,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020310,10203,Attack,ELYSION,,,,SSR,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020311,10203,Attack,ELYSION,,,,SSR,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020312,10203,Attack,ELYSION,,,,SSR,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020401,10204,Attack,TETRA,,,,R,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020402,10204,Attack,TETRA,,,,R,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020403,10204,Attack,TETRA,,,,R,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020404,10204,Attack,TETRA,,,,R,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020405,10204,Attack,TETRA,,,,SR,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020406,10204,Attack,TETRA,,,,SR,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020407,10204,Attack,TETRA,,,,SR,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020408,10204,Attack,TETRA,,,,SR,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020409,10204,Attack,TETRA,,,,SSR,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020410,10204,Attack,TETRA,,,,SSR,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020411,10204,Attack,TETRA,,,,SSR,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020412,10204,Attack,TETRA,,,,SSR,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020501,10205,Attack,PILGRIM,,,,R,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020502,10205,Attack,PILGRIM,,,,R,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020503,10205,Attack,PILGRIM,,,,R,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020504,10205,Attack,PILGRIM,,,,R,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020505,10205,Attack,PILGRIM,,,,SR,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020506,10205,Attack,PILGRIM,,,,SR,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020507,10205,Attack,PILGRIM,,,,SR,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020508,10205,Attack,PILGRIM,,,,SR,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020221,384,6020222,576,6020223,768,6020224,960,6020225,1152,
1020509,10205,Attack,PILGRIM,,,,SSR,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020510,10205,Attack,PILGRIM,,,,SSR,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020511,10205,Attack,PILGRIM,,,,SSR,10000,Type_C,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020512,10205,Attack,PILGRIM,,,,SSR,10000,Type_D,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020231,576,6020232,768,6020233,960,6020234,1152,6020235,1344,
1020601,10206,Attack,Attacker,,,,R,10000,Type_A,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
1020602,10206,Attack,Attacker,,,,R,10000,Type_B,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_NAME,Locale_Skill:SIMULATIONROOM_BUFF_HighQualityPowder_DESC,Locale_System:SIMULATIONROOM_BUFF_PARAMETER_Atk,HighQualityPowder,Function,6020211,192,6020212,384,6020213,576,6020214,768,6020215,960,
